Date,GOLD_Close,GOLD_High,GOLD_Low,GOLD_Open,GOLD_Volume,DX-Y.NYB,^GSPC,^IXIC,^VIX,BTC-USD,ETH-USD,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI_14,Gold_DX-Y.NYB_Ratio,Corr_DX-Y.NYB_24h,Gold_BTC-USD_Ratio,Corr_BTC-USD_24h,Gold_^GSPC_Ratio,Corr_^GSPC_24h,Gold_^IXIC_Ratio,Corr_^IXIC_24h,Gold_^VIX_Ratio,Corr_^VIX_24h,Gold_ETH-USD_Ratio,Corr_ETH-USD_24h,Return,Lag_Return_1h,Lag_Return_6h,MA_diff,vol_24h,momentum_ok,ATR_14,ATR,Hour,DayOfWeek,Hour_Sin,Hour_Cos
2025-12-12 14:00:00+00:00,4381.5,4387.7998046875,4363.39990234375,4375.7998046875,24771.0,98.37200164794922,6847.60986328125,23298.306640625,16.0,92588.9921875,3236.223876953125,4330.034985351563,4293.163994140625,4353.60199780309,4328.726395490897,24.875602312193223,19.89204940490419,84.52184323802577,44.54011229369756,0.67512271763702,0.04732204008795203,0.40179704206405853,0.6398582990970553,-0.32364610200317245,0.1880608778819933,-0.3474885622497304,273.8437499828848,0.250317534883024,1.353892736284916,0.3026433036680972,0.0,0.0012797590852684504,0.002581112852708678,36.87099121093797,0.0017451139864091236,1,15.185651506696429,15.185651506696429,14,4,-0.4999999999999997,-0.8660254037844388
2025-12-12 15:00:00+00:00,4320.10009765625,4384.5,4312.7001953125,4381.2001953125,52322.0,98.43699645996094,6847.60986328125,23298.306640625,16.0,89817.984375,3066.207275390625,4330.8,4294.4,4348.447859318961,4328.087410466108,20.36044885285264,19.98572929449388,55.41620965099496,43.886955646493696,0.6744270846293222,0.048098386171964255,0.29027169878837533,0.6308916810259844,-0.21127976577218563,0.18542549741032052,-0.2235704255856393,270.00625608664024,0.17711390838419996,1.4089393539464725,0.15259500852880314,-0.014013443419776284,0.0,0.0034021317226924364,36.400000000000546,0.0034928214020441195,1,19.771344866071427,19.771344866071427,15,4,-0.7071067811865471,-0.7071067811865479
2025-12-12 15:00:00+00:00,4320.10009765625,4384.5,4312.7001953125,4381.2001953125,52322.0,98.43699645996094,6823.2099609375,23185.533203125,17.059999465942383,89817.984375,3066.207275390625,4331.340014648437,4295.636005859375,4344.086665217005,4327.495757665378,16.590907551627424,19.30676494592059,55.365389381014865,43.886955646493696,0.6376081747816096,0.048098386171964255,0.22760870499776223,0.6331477592493784,-0.11569136023609054,0.18632739906424883,-0.12661340022339848,253.22979089345364,0.06973659368574256,1.4089393539464725,0.12580459996873966,0.0,-0.014013443419776284,0.002084739743112962,35.704008789062755,0.00348968247122925,1,24.449916294642858,24.449916294642858,15,4,-0.7071067811865471,-0.7071067811865479
2025-12-12 16:00:00+00:00,4312.7998046875,4326.5,4286.0,4320.2998046875,42144.0,98.47599792480469,6823.2099609375,23185.533203125,17.059999465942383,89982.59375,3065.14501953125,4331.5150146484375,4296.66,4339.27330205862,4326.407168555906,12.866133502714547,18.018638657279382,54.2504703889709,43.79544148348632,0.546219527973612,0.04792926748332871,0.2100567225680788,0.6320778386386185,-0.03682535747174348,0.18601253492440814,-0.045562953237159004,252.80187218320418,-0.007766027734860139,1.407045923505977,0.14592637663463032,-0.001689843476707975,0.0,-0.0029948555327413695,34.855014648437646,0.0035103536673653135,1,27.021344866071427,27.021344866071427,16,4,-0.8660254037844385,-0.5000000000000004
2025-12-12 16:00:00+00:00,4312.7998046875,4326.5,4286.0,4320.2998046875,42144.0,98.47599792480469,6824.669921875,23196.568359375,16.889999389648438,89982.59375,3065.14501953125,4331.860009765625,4297.58599609375,4335.200456309217,4325.3992156767645,9.80124063245239,16.375159052313982,50.90035697319616,43.79544148348632,0.4640521868106025,0.04792926748332871,0.2290206677117467,0.6319426219959917,0.02206932157344853,0.18592404436168578,0.014914406051927672,255.34635644068686,-0.0604529853773606,1.407045923505977,0.1837654086769325,0.0,-0.001689843476707975,0.0033935943583256467,34.274013671875764,0.0035093297710411388,1,28.892787388392858,28.892787388392858,16,4,-0.8660254037844385,-0.5000000000000004
2025-12-12 17:00:00+00:00,4325.7998046875,4330.10009765625,4301.7998046875,4312.7998046875,15698.0,98.34500122070312,6824.669921875,23196.568359375,16.889999389648438,90056.2265625,3067.398681640625,4333.169995117188,4298.74798828125,4333.7542022135685,4325.428888936819,8.325313276749512,14.765189897201088,53.469762993639335,43.9859652341218,0.4334450368941541,0.04803443326248296,0.21731617385704302,0.6338474760253903,0.04522842981176584,0.18648447208524366,0.038578618232493166,256.1160426733103,-0.08028689257572452,1.4102502653396192,0.1858258553869758,0.003014283200873491,0.0,0.0012797590852684504,34.42200683593728,0.0035597950104229144,1,30.407087053571427,30.407087053571427,17,4,-0.9659258262890683,-0.25881904510252063
2025-12-12 17:00:00+00:00,4325.7998046875,4330.10009765625,4301.7998046875,4312.7998046875,15698.0,98.34500122070312,6848.259765625,23305.0078125,15.770000457763672,90056.2265625,3067.398681640625,4334.35498046875,4300.255986328125,4332.53044874802,4325.45636417761,7.074084570409468,13.226968831842765,52.38640658723245,43.9859652341218,0.4140460658655785,0.04803443326248296,0.24640174181059832,0.6316640946361762,0.06729470992108423,0.18561674982005819,0.0609132227061778,274.305623262273,-0.10004107522258482,1.4102502653396192,0.20320883379084378,0.0,0.003014283200873491,0.0,34.09899414062511,0.003555508235017757,1,31.749965122767858,31.749965122767858,17,4,-0.9659258262890683,-0.25881904510252063
2025-12-12 18:00:00+00:00,4327.5,4336.10009765625,4322.7998046875,4326.10009765625,12867.0,98.38899993896484,6848.259765625,23305.0078125,15.770000457763672,90354.390625,3083.844482421875,4335.674975585937,4301.913984375,4331.756533556017,4325.607744608898,6.148788947118192,11.811332854897852,46.18419065611234,43.983575426526954,0.3955406658634175,0.047894739481565196,0.2661969613372205,0.6319123614033094,0.09048709606720354,0.18568970389611683,0.08424135398399207,274.41343526373396,-0.12174756677797141,1.4032808802991343,0.2206939375171285,0.0003930360602120153,0.0,-0.014013443419776284,33.76099121093739,0.003555618725282221,1,31.042829241071427,31.042829241071427,18,4,-1.0,-1.8369701987210297e-16
2025-12-12 18:00:00+00:00,4327.5,4336.10009765625,4322.7998046875,4326.10009765625,12867.0,98.38899993896484,6825.02978515625,23209.69140625,16.450000762939453,90354.390625,3083.844482421875,4336.9849853515625,4303.63998046875,4331.101682239706,4325.7479116749055,5.35377056480047,10.519820396878377,41.9035233693943,43.983575426526954,0.36543791420998994,0.047894739481565196,0.299859159128619,0.6340631669346324,0.12178493951144714,0.1864522851361344,0.11609097289875007,263.0698965976004,-0.15141621153873425,1.4032808802991343,0.2460855958440787,0.0,0.0003930360602120153,0.0,33.345004882812646,0.003549896620239167,1,30.971435546875,30.971435546875,18,4,-1.0,-1.8369701987210297e-16
2025-12-12 19:00:00+00:00,4328.39990234375,4332.2998046875,4322.10009765625,4327.5,5081.0,98.39900207519531,6825.02978515625,23209.69140625,16.450000762939453,90169.8515625,3070.733642578125,4338.524975585938,4305.507978515625,4330.686023794174,4325.944355428153,4.741668366020349,9.364189990706771,35.53976266672696,43.98824999253601,0.3231199575027494,0.048002739578023264,0.31883853646378524,0.6341950201824683,0.1674611119551092,0.18649105783362524,0.16235416557269008,263.12460190471035,-0.1955246544558972,1.4095654023278634,0.26209328280296945,0.00020794970392845613,0.0,-0.001689843476707975,33.016997070312755,0.003531903011552749,1,30.185721261160715,30.185721261160715,19,4,-0.9659258262890684,0.2588190451025203
