entry_idx,entry_date,entry_price,units,invest,fee_entry,confidence,regime,stop_distance,tp_distance,exit_idx,exit_date,exit_price,fee_exit,pnl,return,exit_reason
1,2023-11-08 22:00:00+00:00,1957.1280383605958,1.2268998005932124,2400.0,1.2,0.610038855997703,neutral,2.625091552734375,5.25018310546875,5,2023-11-09 02:00:00+00:00,1954.1224255981444,1.198756207150544,-4.886341906062333,-0.002035975794192639,stop
56,2023-11-10 18:30:00+00:00,1940.719875,0.4636949242059308,899.4522292284543,0.4497261146142271,0.8679170839160966,bear,8.59822082519524,17.19644165039048,84,2023-11-11 20:00:00+00:00,1942.556209645996,0.45037672719878014,0.4011223272930163,0.00044596290304055065,signal_exit
144,2023-11-14 05:00:00+00:00,1949.174051147461,1.5389382976262482,2998.1595162919853,1.4990797581459927,0.5408229752559055,bull,2.8607286725725203,5.721457345145041,146,2023-11-14 07:00:00+00:00,1948.5252500000001,1.49933006555838,-2.497794998929377,-0.0008331094410942347,signal_exit
149,2023-11-14 10:00:00+00:00,1951.775448852539,1.5362724927473637,2996.9604538648623,1.498480226932431,0.5134170995459051,bull,2.539313180106051,5.078626360212102,150,2023-11-14 11:00:00+00:00,1948.7251011962892,1.496886384447091,-6.1830515820599,-0.0020631074974934265,stop
151,2023-11-14 12:00:00+00:00,1949.9744999999998,1.5365089760503667,2994.6559943221646,1.4973279971610822,0.6686995250528744,bull,2.7053767613002475,5.410753522600495,152,2023-11-14 13:00:00+00:00,1957.4208244018555,1.5037973333006798,9.937546948733472,0.0033184268802743796,takeprofit
161,2023-11-14 18:00:00+00:00,1967.6833011474607,1.5239681366858915,2997.188060007636,1.498594030003818,0.47221595302128416,bull,10.028608049665202,20.057216099330404,162,2023-11-14 18:30:00+00:00,1966.2663750000002,1.4982636518684362,-3.6576139526355096,-0.0012203484997955687,signal_exit
168,2023-11-14 22:00:00+00:00,1967.6833011474607,1.5231816097965865,2995.6411976128447,1.4978205988064224,0.597129984636257,bull,4.38749476841513,8.77498953683026,177,2023-11-15 07:00:00+00:00,1972.9130744018555,1.5025524563280754,6.463341988171933,0.0021575821541386254,signal_exit
185,2023-11-15 14:30:00+00:00,1964.8819744262694,1.526111725022184,2997.1308540296545,1.4985654270148272,0.4899572260121845,bull,6.712489536830283,13.424979073660566,186,2023-11-15 15:00:00+00:00,1965.8166488037111,1.5000279184915803,-0.07361039199997554,-2.4560286348861305e-05,signal_exit
199,2023-11-15 22:00:00+00:00,1964.1816122131347,0.4579246917253891,898.9977603851848,0.44949888019259243,0.5795812837672996,bear,4.869650704520089,9.739301409040179,207,2023-11-16 06:00:00+00:00,1968.6151755981443,0.4507387487058515,1.5794993976197356,0.0017569558760001612,signal_exit
211,2023-11-16 10:00:00+00:00,1968.5837755737302,0.4569523640922022,899.0994604317533,0.4495497302158767,0.6118142461184004,bear,3.610722133091542,7.221444266183084,215,2023-11-16 14:00:00+00:00,1981.7086011962892,0.45277321512924773,5.544646881396937,0.006166889343626524,takeprofit
229,2023-11-16 21:00:00+00:00,1985.292198852539,1.5111256648687696,2998.5267305845323,1.4992633652922662,0.5231086683851682,bull,6.225003923688739,12.450007847377478,233,2023-11-17 01:00:00+00:00,1985.007,1.499797511322081,-1.9307688169848325,-0.0006439058212459052,signal_exit
235,2023-11-17 03:00:00+00:00,1990.0945255737302,1.506961820783726,2997.497720929849,1.4987488604649246,0.5656400451248587,bull,3.369663783482216,6.739327566964432,237,2023-11-17 05:00:00+00:00,1985.7066011962893,1.4961920176405121,-8.108626526929926,-0.0027051318405721964,stop
239,2023-11-17 07:00:00+00:00,1991.1950511474608,1.5046807264517983,2994.6155083136305,1.4973077541568152,0.4689901081212149,bull,3.766080583844842,7.532161167689684,240,2023-11-17 08:00:00+00:00,1990.4043244018555,1.4974615123868924,-2.6872528063894814,-0.0008973615473936968,signal_exit
321,2023-11-20 12:00:00+00:00,1975.787448852539,1.212623077226181,2394.6881121163733,1.1973440560581867,0.47945578771929864,neutral,6.1499633789060555,12.299926757812111,322,2023-11-20 13:00:00+00:00,1969.4148244018556,1.1940789323505185,-8.921670403745107,-0.0037256085076817495,stop
324,2023-11-20 14:30:00+00:00,1974.236625,1.2123448871891656,2392.259548646021,1.1961297743230104,0.5805482169507077,neutral,6.883902413504318,13.767804827008636,332,2023-11-20 18:30:00+00:00,1979.359861602783,1.1998334040607943,5.011296297183523,0.002094796235642505,signal_exit
335,2023-11-20 20:00:00+00:00,1981.2901988525389,0.4531842011822352,897.4406957293152,0.4487203478646576,0.5029728787834415,bear,7.108893258231002,14.217786516462004,343,2023-11-21 03:00:00+00:00,1993.9025744018556,0.4518025727077536,5.263926765619738,0.005865487035153837,signal_exit
349,2023-11-21 09:00:00+00:00,1988.0935255737302,1.506171599044577,2992.913547689711,1.4964567738448555,0.47300950839448563,bull,5.785681588309249,11.571363176618497,353,2023-11-21 13:00:00+00:00,1998.6001755981445,1.5051174111657148,14.319700456708402,0.0047845352792639335,signal_exit
374,2023-11-22 03:00:00+00:00,1999.0990255737302,1.49980509354432,2996.76052079457,1.498380260397285,0.5024723748140563,bull,4.071415492466517,8.142830984933035,377,2023-11-22 06:00:00+00:00,2001.0989255981444,1.5006291806490815,1.4988310625466177,0.0005001504298212035,signal_exit
