side,entry_time,entry_price,units,sl_price,tp_price,entry_commission,entry_prob,exit_time,exit_price,exit_commission,pnl,exit_reason
long,2025-08-21 11:00:00+00:00,3371.199951171875,1.4831514215767387,3355.878679547991,3394.181858607701,0.0,0.5525907865656998,2025-08-21 12:00:00+00:00,3376.300048828125,0.0,7.564217089047381,Strategy Exit
long,2025-08-22 19:00:00+00:00,3418.10009765625,1.4628009295071371,3389.578543526786,3460.8824288504466,0.0,0.5660637142328632,2025-08-25 15:00:00+00:00,3418.60009765625,0.0,0.7314004647535686,Strategy Exit
long,2025-08-26 00:00:00+00:00,3399.699951171875,1.47071802565297,3382.792986188616,3425.0603986467636,0.0,0.5541496626540615,2025-08-26 01:00:00+00:00,3425.0603986467636,0.0,37.29806723994399,TP
long,2025-08-26 23:00:00+00:00,3440.39990234375,1.4533194227199522,3417.621320452009,3474.5677751813614,0.0,0.552468548069721,2025-08-27 07:00:00+00:00,3427.10009765625,0.0,-19.328864470725613,Strategy Exit
long,2025-08-27 22:00:00+00:00,3452.60009765625,1.448183936330819,3432.114414760045,3483.328622000558,0.0,0.5574274281772221,2025-08-27 23:00:00+00:00,3449.39990234375,0.0,-4.634471444683686,Strategy Exit
long,2025-08-28 06:00:00+00:00,3446.10009765625,1.4509154865816527,3428.7644566127233,3472.1035592215403,0.0,0.552468548069721,2025-08-28 07:00:00+00:00,3451.39990234375,0.0,7.6895686969517865,Strategy Exit
long,2025-09-03 19:00:00+00:00,3628.89990234375,1.377828029031805,3597.271257672991,3676.3428693498886,0.0,0.5660637142328632,2025-09-03 23:00:00+00:00,3616.0,0.0,-17.773847020991823,Strategy Exit
long,2025-09-08 18:00:00+00:00,3674.39990234375,1.3607664197929852,3644.1855119977677,3719.7214878627233,0.0,0.5574274281772221,2025-09-08 19:00:00+00:00,3677.39990234375,0.0,4.0822992593789555,Strategy Exit
long,2025-09-09 00:00:00+00:00,3675.0,1.3605442176870746,3650.121407645089,3712.317888532366,0.0,0.5574274281772221,2025-09-09 01:00:00+00:00,3679.60009765625,0.0,6.258636267006802,Strategy Exit
long,2025-10-06 17:00:00+00:00,3978.300048828125,1.2568182235205796,3932.357107979911,4047.2144601004466,0.0,0.5574274281772221,2025-10-06 19:00:00+00:00,3982.89990234375,0.0,5.781179723962705,Strategy Exit
long,2025-10-09 17:00:00+00:00,3982.199951171875,1.255587379164275,3922.7357177734375,4071.3963012695312,0.0,0.5574274281772221,2025-10-09 19:00:00+00:00,3971.39990234375,0.0,-13.560405002951669,Strategy Exit
