side,entry_idx,entry_date,entry_price,units,invest,fee_entry,confidence,regime,stop_distance,tp_distance,dd_factor,exit_idx,exit_date,exit_price,fee_exit,pnl,return,exit_reason
short,267,2023-11-18 06:00:00+00:00,1981.338835,3.4050839164014066,6750.0,3.375,0.36723092998955065,bear,2.6365778459822002,6.5914446149555,1.0,310,2023-11-20 01:00:00+00:00,1984.6918011474609,3.379021065550479,-14.796152166508183,-0.0021920225431863974,stop
short,905,2023-12-11 03:00:00+00:00,2011.793648803711,3.347443515917238,6737.734472287607,3.3688672361438035,0.32394088669950727,bear,6.763457031249917,16.90864257812479,1.0,922,2023-12-11 17:00:00+00:00,1993.1960511474608,3.3360555986827056,58.91835208736951,0.00874453458053319,takeprofit
short,1330,2023-12-26 09:00:00+00:00,2071.763648803711,3.6318185894339283,7528.033749513539,3.7640168747567695,0.32394088669950727,bull,4.656549944196377,11.641374860490942,1.0,1346,2023-12-26 19:30:00+00:00,2077.138147705078,3.7718944688288296,-23.291099487705903,-0.0030939153918127654,stop
short,1524,2024-01-02 07:00:00+00:00,2081.059047607422,3.605850852556467,7507.742412241692,3.7538712061208463,0.3716137112363527,bull,8.148699079240917,20.37174769810229,1.0,1559,2024-01-03 11:00:00+00:00,2056.727801147461,3.70812684762208,84.02671894379105,0.011192008773074304,takeprofit
short,1664,2024-01-07 00:00:00+00:00,2050.810112258301,3.6883780849858665,7567.9470480449445,3.783973524022472,0.3716137112363527,neutral,4.10233984375014,10.255849609375348,1.0,1693,2024-01-08 05:00:00+00:00,2038.2185511474609,3.7588603182319695,42.68357773875246,0.00564004709173792,takeprofit
short,1865,2024-01-14 01:00:00+00:00,2051.285914277344,3.701738084135128,7597.121751205992,3.798560875602996,0.3271692667919084,bull,4.321632812500009,10.80408203125002,1.0,1889,2024-01-15 01:00:00+00:00,2055.827448852539,3.8050673809139024,-20.616638878328565,-0.002713743382492957,stop
short,1917,2024-01-16 05:00:00+00:00,2050.974,3.6933773642254106,7578.810351390543,3.7894051756952716,0.3716137112363527,neutral,4.269031249999898,10.672578124999745,1.0,1930,2024-01-16 16:00:00+00:00,2038.0185,3.7635856978863123,44.085964744337204,0.005817003289473844,takeprofit
short,2058,2024-01-20 22:00:00+00:00,2029.534773803711,3.7472766433205447,7609.032771067024,3.8045163855335122,0.32394088669950727,bull,3.8271914062501047,9.567978515625262,1.0,2121,2024-01-23 06:00:00+00:00,2037.318198852539,3.8171974507860003,-32.98384434129467,-0.004334827478561286,stop
long,2166,2024-01-24 17:00:00+00:00,2021.3101988525389,3.377368304489012,6823.297350469713,3.4116486752348565,0.28504620218550714,bear,9.880057198660818,24.700142996652044,1.0,2322,2024-01-30 08:00:00+00:00,2055.571797607422,3.4712115184204047,112.24282617744191,0.016449939144117055,takeprofit
long,2641,2024-02-10 04:00:00+00:00,2039.845367567139,3.382710711406036,6896.758395283702,3.448379197641851,0.4392044600503475,bear,3.5344882812500664,8.836220703125166,1.0,2687,2024-02-12 02:00:00+00:00,2035.1818511962892,3.4422157238504267,-19.21754250434144,-0.0027864601603969797,stop
