side,entry_time,entry_price,units,sl_price,tp_price,entry_commission,entry_prob,exit_time,exit_price,exit_commission,pnl,exit_reason
long,2025-08-25 01:00:00+00:00,3410.199951171875,1.4661896872885145,3382.664236886161,3451.5035226004466,0.0,0.5415407488126601,2025-08-25 03:00:00+00:00,3409.39990234375,0.0,-1.1730233411241362,Strategy Exit
long,2025-08-25 05:00:00+00:00,3410.39990234375,1.466103724834093,3384.728515625,3448.906982421875,0.0,0.5415407488126601,2025-08-25 12:00:00+00:00,3415.699951171875,0.0,7.7704213287166315,Strategy Exit
long,2025-08-25 13:00:00+00:00,3409.10009765625,1.4666627135523211,3393.821620396205,3432.017813546317,0.0,0.5543043907682534,2025-08-25 15:00:00+00:00,3418.60009765625,0.0,13.93329577874705,Strategy Exit
long,2025-08-25 18:00:00+00:00,3415.60009765625,1.4638716058800174,3400.1501813616073,3438.774972098214,0.0,0.5415407488126601,2025-08-25 23:00:00+00:00,3400.1501813616073,0.0,-22.616693776950402,SL
long,2025-08-25 23:00:00+00:00,3408.199951171875,1.4670500767658303,3393.1572614397323,3430.763985770089,0.0,0.5415407488126601,2025-08-26 00:00:00+00:00,3430.763985770089,0.0,33.10256868945702,TP
long,2025-08-26 00:00:00+00:00,3399.699951171875,1.47071802565297,3382.792986188616,3425.0603986467636,0.0,0.5430307712326236,2025-08-26 01:00:00+00:00,3425.0603986467636,0.0,37.29806723994399,TP
long,2025-08-26 04:00:00+00:00,3420.300048828125,1.4618600498845462,3394.9930419921875,3458.2605590820312,0.0,0.5415407488126601,2025-08-26 10:00:00+00:00,3418.89990234375,0.0,-2.0468182094941096,Strategy Exit
long,2025-08-26 11:00:00+00:00,3418.5,1.4626298083954947,3389.871512276786,3461.4427315848216,0.0,0.5415407488126601,2025-08-26 16:00:00+00:00,3435.199951171875,0.0,24.42584638273365,Strategy Exit
long,2025-08-26 17:00:00+00:00,3432.199951171875,1.4567915829882874,3407.728585379464,3468.906999860491,0.0,0.5415407488126601,2025-08-26 20:00:00+00:00,3437.699951171875,0.0,8.012353706435581,Strategy Exit
long,2025-08-27 01:00:00+00:00,3438.800048828125,1.4539955592078986,3417.200038364955,3471.2000645228795,0.0,0.5509921247494572,2025-08-27 05:00:00+00:00,3426.0,0.0,-18.611214153738015,Strategy Exit
long,2025-08-27 06:00:00+00:00,3426.800048828125,1.459087174260391,3410.278651646205,3451.5821446010045,0.0,0.5543043907682534,2025-08-27 09:00:00+00:00,3433.0,0.0,9.046269235923493,Strategy Exit
long,2025-08-27 10:00:00+00:00,3426.89990234375,1.4590446591627502,3410.5712890625,3451.392822265625,0.0,0.5543043907682534,2025-08-27 11:00:00+00:00,3424.800048828125,0.0,-3.063780056996781,Strategy Exit
long,2025-08-29 07:00:00+00:00,3469.0,1.441337561256846,3456.9356515066966,3487.096522739955,0.0,0.5413006794144476,2025-08-29 10:00:00+00:00,3467.699951171875,0.0,-1.873809207444508,Strategy Exit
long,2025-09-02 09:00:00+00:00,3545.10009765625,1.410397411149439,3503.464372907366,3607.553684779576,0.0,0.5415407488126601,2025-09-02 10:00:00+00:00,3546.5,0.0,1.9744186414870322,Strategy Exit
long,2025-09-02 13:00:00+00:00,3548.0,1.409244644870349,3506.085693359375,3610.8714599609375,0.0,0.5415407488126601,2025-09-02 15:00:00+00:00,3574.800048828125,0.0,37.76782529329903,Strategy Exit
long,2025-09-02 18:00:00+00:00,3594.300048828125,1.3910914314541392,3545.2286202566966,3667.9071916852677,0.0,0.5415407488126601,2025-09-02 19:00:00+00:00,3593.39990234375,0.0,-1.2521860614676297,Strategy Exit
long,2025-09-11 04:00:00+00:00,3669.800048828125,1.3624720511943547,3644.2572021484375,3708.1143188476562,0.0,0.5415407488126601,2025-09-11 05:00:00+00:00,3668.300048828125,0.0,-2.043708076791532,Strategy Exit
long,2025-09-15 07:00:00+00:00,3674.300048828125,1.3608034002543397,3655.057285853795,3703.1641932896205,0.0,0.5415407488126601,2025-09-15 08:00:00+00:00,3680.699951171875,0.0,8.709008870670718,Strategy Exit
long,2025-09-15 17:00:00+00:00,3718.199951171875,1.3447367182133751,3688.8000139508927,3762.2998570033483,0.0,0.5413006794144476,2025-09-16 01:00:00+00:00,3725.39990234375,0.0,9.682038710163733,Strategy Exit
long,2025-09-17 07:00:00+00:00,3711.699951171875,1.3470916468938647,3692.3284912109375,3740.7571411132812,0.0,0.5415407488126601,2025-09-17 09:00:00+00:00,3700.800048828125,0.0,-14.683167399224484,Strategy Exit
long,2025-09-23 19:00:00+00:00,3789.0,1.3196093956188966,3747.8142438616073,3850.778634207589,0.0,0.5409429280397022,2025-09-23 20:00:00+00:00,3796.60009765625,0.0,10.029160274808655,Strategy Exit
long,2025-09-24 17:00:00+00:00,3768.39990234375,1.326823089261375,3735.2284633091517,3818.157060895647,0.0,0.5409429280397022,2025-09-24 18:00:00+00:00,3766.60009765625,0.0,-2.3880224155358536,Strategy Exit
long,2025-10-02 15:00:00+00:00,3863.699951171875,1.2940963488853423,3822.6856863839284,3925.221348353795,0.0,0.5409429280397022,2025-10-02 16:00:00+00:00,3851.699951171875,0.0,-15.529156186624107,Strategy Exit
long,2025-10-07 23:00:00+00:00,4012.39990234375,1.2461370057055792,3971.7712053571427,4073.342947823661,0.0,0.5415407488126601,2025-10-08 00:00:00+00:00,4016.300048828125,0.0,4.8601168618522035,Strategy Exit
long,2025-10-09 18:00:00+00:00,3963.10009765625,1.2616385851462506,3899.9287109375,4057.857177734375,0.0,0.5543043907682534,2025-10-09 19:00:00+00:00,3971.39990234375,0.0,10.47135384292772,Strategy Exit
long,2025-11-03 23:00:00+00:00,4013.699951171875,1.245733378385735,3964.84286063058,4086.985586983817,0.0,0.5415407488126601,2025-11-04 00:00:00+00:00,4008.39990234375,0.0,-6.602447732269511,Strategy Exit
