side,entry_time,entry_price,units,sl_price,tp_price,entry_commission,entry_prob,exit_time,exit_price,exit_commission,pnl,exit_reason
long,2025-08-25 01:00:00+00:00,3410.199951171875,2.639141437119326,3383.30704171317,3450.539315359933,0.0,0.5470870699180724,2025-08-25 10:00:00+00:00,3411.60009765625,0.0,3.6951846049510095,Strategy Exit
long,2025-08-25 11:00:00+00:00,3410.10009765625,2.6392187156575453,3395.807355608259,3431.5392107282364,0.0,0.5289836216422104,2025-08-25 12:00:00+00:00,3415.699951171875,0.0,14.779238203378203,Strategy Exit
long,2025-08-25 14:00:00+00:00,3415.300048828125,2.6352003839569305,3400.02157156808,3438.217764718192,0.0,0.5289836216422104,2025-08-25 16:00:00+00:00,3419.0,0.0,9.750112748746895,Strategy Exit
long,2025-08-26 07:00:00+00:00,3422.60009765625,2.6295797765456372,3398.043038504464,3459.4356863839284,0.0,0.5289836216422104,2025-08-26 09:00:00+00:00,3422.699951171875,0.0,0.2625727853044838,Strategy Exit
long,2025-08-26 12:00:00+00:00,3425.0,2.6277372262773717,3396.371512276786,3467.9427315848216,0.0,0.5470870699180724,2025-08-26 15:00:00+00:00,3427.300048828125,0.0,6.043923927919707,Strategy Exit
long,2025-08-27 06:00:00+00:00,3426.800048828125,2.6263569136687037,3409.078630719866,3453.3821759905136,0.0,0.5289836216422104,2025-08-27 09:00:00+00:00,3433.0,0.0,16.283284624662286,Strategy Exit
long,2025-08-27 14:00:00+00:00,3426.0,2.6269702276707525,3409.5,3450.75,0.0,0.5289836216422104,2025-08-27 15:00:00+00:00,3435.699951171875,0.0,25.481482938375652,Strategy Exit
long,2025-08-29 07:00:00+00:00,3469.0,2.594407610262323,3455.928466796875,3488.6072998046875,0.0,0.5289836216422104,2025-08-29 09:00:00+00:00,3470.699951171875,0.0,4.410366257386854,Strategy Exit
long,2025-08-29 10:00:00+00:00,3467.699951171875,2.59538025974783,3456.7713797433034,3484.0928083147323,0.0,0.5289836216422104,2025-08-29 11:00:00+00:00,3464.300048828125,0.0,-8.82403942803913,Strategy Exit
long,2025-09-02 14:00:00+00:00,3552.300048828125,2.5335697650228126,3510.3857421875,3615.1715087890625,0.0,0.5256921008742087,2025-09-02 15:00:00+00:00,3574.800048828125,0.0,57.005319713013286,Strategy Exit
long,2025-09-09 19:00:00+00:00,3679.199951171875,2.446183985497547,3641.7212960379466,3735.4179338727677,0.0,0.5289836216422104,2025-09-09 20:00:00+00:00,3668.300048828125,0.0,-26.66316655676843,Strategy Exit
long,2025-09-11 08:00:00+00:00,3667.699951171875,2.453853946565173,3643.7214006696427,3703.6677769252233,0.0,0.5283994405000513,2025-09-11 09:00:00+00:00,3664.300048828125,0.0,-8.342863784147118,Strategy Exit
long,2025-09-17 07:00:00+00:00,3711.699951171875,2.424764964408957,3692.1142054966517,3741.0785696847097,0.0,0.5289836216422104,2025-09-17 08:00:00+00:00,3703.699951171875,0.0,-19.398119715271655,Strategy Exit
long,2025-09-18 00:00:00+00:00,3703.5,2.4301336573511536,3663.0857456752233,3764.1213814871653,0.0,0.5273167988333466,2025-09-18 02:00:00+00:00,3692.699951171875,0.0,-26.245562158262448,Strategy Exit
long,2025-09-18 05:00:00+00:00,3688.39990234375,2.4400824851668212,3645.757097516741,3752.3641095842636,0.0,0.5289836216422104,2025-09-18 09:00:00+00:00,3700.0,0.0,28.30519511724032,Strategy Exit
long,2025-09-18 15:00:00+00:00,3672.0,2.450980392156862,3631.607247488839,3732.589128766741,0.0,0.5289836216422104,2025-09-18 16:00:00+00:00,3674.60009765625,0.0,6.372788373161763,Strategy Exit
long,2025-09-23 20:00:00+00:00,3796.60009765625,2.3705420029768094,3755.4143415178573,3858.378731863839,0.0,0.5289836216422104,2025-09-23 22:00:00+00:00,3796.89990234375,0.0,0.7106996044080864,Strategy Exit
long,2025-09-24 18:00:00+00:00,3766.60009765625,2.389422759692543,3733.4286586216517,3816.357256208147,0.0,0.5289836216422104,2025-09-25 08:00:00+00:00,3782.60009765625,0.0,38.230764155080685,Strategy Exit
long,2025-10-10 04:00:00+00:00,3976.800048828125,2.2631261037758486,3903.3644496372767,4086.953447614397,0.0,0.5289836216422104,2025-10-10 05:00:00+00:00,3979.800048828125,0.0,6.789378311327546,Strategy Exit
long,2025-10-10 12:00:00+00:00,4002.39990234375,2.248650864380074,3953.2213309151784,4076.1677594866073,0.0,0.5289836216422104,2025-10-10 15:00:00+00:00,4005.699951171875,0.0,7.4206576498597325,Strategy Exit
