side,entry_time,entry_price,units,sl_price,tp_price,trail_stop,entry_idx,entry_commission,entry_reason,exit_time,exit_price,exit_commission,pnl,exit_reason
long,2023-11-29 13:00:00+00:00,2064.662697753906,4.848249552282617,2050.1501768275666,2103.3627535574774,2053.0526810128345,53,5.004999999999997,signal_prob=0.581,2023-11-29 13:00:00+00:00,2048.715071703787,4.966340964571267,-77.31807085745879,SL
long,2023-11-29 14:00:00+00:00,2042.0399999999997,4.901960784313723,2025.3685609654015,2086.4971707589284,2042.821510532924,54,5.004999999999997,signal_prob=0.566,2023-11-29 16:30:00+00:00,2041.3915354755509,5.0034106261655635,-3.1787476688669334,TRAIL_STOP
long,2023-11-29 17:00:00+00:00,2065.163197753906,3.2056763458452697,2033.9685326625277,2148.348971330915,2062.6557094029017,60,3.310122406674937,signal_prob=0.565,2023-12-01 11:00:00+00:00,2061.2118504063196,3.303789036311749,-12.66674072637587,TRAIL_STOP
long,2023-12-01 16:30:00+00:00,2075.8738488769527,4.822065659440433,2066.3971207101,2101.14512398856,2083.2978362165177,120,5.004999999999996,signal_prob=0.581,2023-12-02 05:00:00+00:00,2099.6743224017678,5.062383723031213,114.76744606243192,TP
long,2023-12-02 06:00:00+00:00,2093.2110222460933,4.782126547976463,2083.8146951674103,2118.267894455915,2085.6939605831467,138,5.004999999999997,signal_prob=0.581,2023-12-02 19:00:00+00:00,2116.785106929796,5.061367128105086,112.73425621017903,TP
long,2023-12-02 20:00:00+00:00,2094.3321422460936,4.779566620824832,2065.821474521484,2170.360589511719,2074.5138330078125,152,5.004999999999996,signal_prob=0.565,2023-12-04 13:00:00+00:00,2073.061673324707,4.954168188367022,-101.66362326595093,TRAIL_STOP
long,2023-12-06 18:00:00+00:00,2049.2471511230465,4.88472071048835,2038.356135934012,2078.2898582938055,2047.0629411969867,262,5.004999999999997,signal_prob=0.566,2023-12-07 11:00:00+00:00,2045.6299971381488,4.99616560650847,-17.668786983054968,TRAIL_STOP
long,2023-12-07 12:00:00+00:00,2051.4493022460933,4.879477152586824,2046.611806169782,2064.3492917829235,2047.5793053850443,283,5.004999999999997,signal_prob=0.565,2023-12-07 12:00:00+00:00,2046.1459998712746,4.992061328614404,-25.877342771187354,TRAIL_STOP
long,2023-12-07 13:00:00+00:00,2052.350348876953,4.877334907988527,2047.2342839878625,2065.993188581194,2048.2574969656807,284,5.004999999999997,signal_prob=0.565,2023-12-07 13:00:00+00:00,2045.801219989071,4.989028852529106,-31.94229494178313,SL
long,2023-12-07 14:00:00+00:00,2056.2541511230465,4.86807527879417,2051.068460379464,2070.0826597726,2052.1055985281805,285,5.004999999999997,signal_prob=0.566,2023-12-07 14:00:00+00:00,2049.632712457198,4.9888831690603626,-32.2336618792688,SL
long,2023-12-07 14:30:00+00:00,2050.5985377807615,4.8815015789649445,2044.5342808401924,2066.769889622279,2045.747132228306,286,5.004999999999997,signal_prob=0.566,2023-12-07 14:30:00+00:00,2043.103106843604,4.986705521022619,-36.588957954756445,SL
long,2023-12-07 15:00:00+00:00,2044.9429244384764,4.895002144252341,2037.775103916713,2064.057112496512,2039.5314801897323,287,5.004999999999997,signal_prob=0.566,2023-12-07 16:30:00+00:00,2038.1038081535994,4.9882612555603645,-33.47748887926419,TRAIL_STOP
long,2023-12-07 17:00:00+00:00,2045.143075561523,4.894523087218046,2036.5823913574213,2067.9715667724604,2038.2945281982416,291,5.004999999999997,signal_prob=0.566,2023-12-07 17:00:00+00:00,2036.8677220285026,4.9847480455388675,-40.50390892225918,TRAIL_STOP
long,2023-12-07 17:30:00+00:00,2046.3442877807615,4.8916499827386,2037.1032425101141,2070.987075169154,2044.1800519670758,292,5.004999999999997,signal_prob=0.581,2023-12-08 08:00:00+00:00,2042.7491259306987,4.996206863299096,-17.58627340180228,TRAIL_STOP
long,2023-12-08 09:00:00+00:00,2046.5444999999997,4.891171435558814,2042.467709054129,2057.4159425223215,2043.2830672433033,311,5.004999999999997,signal_prob=0.589,2023-12-08 09:00:00+00:00,2041.852769096233,4.993525969910081,-22.948060179832275,TRAIL_STOP
long,2023-12-08 10:00:00+00:00,2046.9449244384764,4.890214622040193,2042.6002698102677,2058.5306701136997,2043.4692007359095,312,5.004999999999997,signal_prob=0.589,2023-12-08 10:00:00+00:00,2042.0387722953942,4.99300393152597,-23.992136948054313,TRAIL_STOP
long,2023-12-08 11:00:00+00:00,2048.2461511230467,4.887107926218508,2043.9229329136438,2059.774733014788,2044.7875765555243,313,5.004999999999997,signal_prob=0.589,2023-12-08 12:00:00+00:00,2042.492186860604,4.990939877822917,-28.12024435416151,SL
long,2023-12-08 13:00:00+00:00,2046.144075561523,4.892128623568676,2041.360137834821,2058.9012428327287,2042.3169253801614,315,5.004999999999998,signal_prob=0.589,2023-12-08 13:00:00+00:00,2039.9311857383366,4.989802871930453,-30.394256139089283,SL
long,2023-12-10 17:00:00+00:00,2021.8878709326173,4.950818561161245,2016.220818930664,2037.0000096044923,2018.1639501953127,374,5.004999999999997,signal_prob=0.581,2023-12-11 01:00:00+00:00,2016.751235430176,4.992284724806294,-25.430550387406317,TRAIL_STOP
long,2023-12-11 02:00:00+00:00,2019.7176511230466,4.956138297070395,2013.6648874511718,2035.8583542480462,2014.8754401855467,383,5.004999999999997,signal_prob=0.566,2023-12-11 02:00:00+00:00,2012.255322029956,4.9865078324981935,-36.984335003608926,SL
long,2023-12-11 03:00:00+00:00,2016.2141511230466,4.964750393416467,2010.2222564174106,2032.1925370047425,2011.4206353585378,384,5.004999999999996,signal_prob=0.566,2023-12-11 03:00:00+00:00,2010.0126409137868,4.989605524874397,-30.78895025119894,TRAIL_STOP
long,2023-12-11 04:00:00+00:00,2014.812848876953,4.9682033770925775,2008.6070984933035,2031.361516566685,2009.8482485700333,385,5.004999999999997,signal_prob=0.566,2023-12-11 04:00:00+00:00,2008.4413547960341,4.989172560795024,-31.654878409946473,TRAIL_STOP
long,2023-12-11 05:00:00+00:00,2014.4124244384764,4.969190955417341,2008.0716834716795,2031.321067016601,2009.502498465402,386,5.004999999999997,signal_prob=0.566,2023-12-11 07:00:00+00:00,2006.6660332932493,4.985753351592003,-38.49329681598752,SL
long,2023-12-13 20:00:00+00:00,2031.2291511230467,4.928050581819173,2020.3809041399272,2060.1578097446986,2042.9756644112722,463,5.004999999999997,signal_prob=0.581,2023-12-14 13:00:00+00:00,2041.5455814461843,5.0304199452281155,50.839890456235395,TRAIL_STOP
long,2023-12-14 14:00:00+00:00,2054.0519999999997,4.873294346978556,2045.6627352120531,2076.423372767857,2050.6028948102676,482,5.004999999999997,signal_prob=0.566,2023-12-14 17:00:00+00:00,2049.1674727839004,4.993098130565057,-23.803738869879552,TRAIL_STOP
long,2023-12-14 17:30:00+00:00,2054.352348876953,4.872581865263831,2043.7238088378904,2082.695122314453,2045.8495168457027,489,5.004999999999997,signal_prob=0.565,2023-12-14 18:00:00+00:00,2042.2932021717038,4.975620410226721,-58.75917954655272,SL
long,2023-12-14 18:30:00+00:00,2050.298311096191,4.8822163808193135,2039.6376098894386,2078.72684764753,2053.60570765904,491,5.004999999999998,signal_prob=0.566,2023-12-15 13:00:00+00:00,2052.1681836636785,5.0095645612395145,9.12912247903272,TRAIL_STOP
long,2023-12-15 14:00:00+00:00,2047.7456511230466,4.888302409291018,2042.6027678222654,2061.4600065917966,2043.688582938058,513,5.004999999999997,signal_prob=0.566,2023-12-15 17:30:00+00:00,2041.1729458847897,4.988935314574132,-32.12937085173119,SL
long,2023-12-15 18:00:00+00:00,2049.147075561523,4.884959268849444,2041.2881561453678,2070.104194004603,2042.8599400285987,521,5.004999999999996,signal_prob=0.566,2023-12-15 18:00:00+00:00,2039.859254436066,4.982314686052889,-45.37062789421553,SL
long,2023-12-15 18:30:00+00:00,2042.490462219238,4.900879678587961,2034.1172649361745,2064.8189883074074,2035.791904392787,522,5.004999999999997,signal_prob=0.566,2023-12-15 18:30:00+00:00,2032.693382850719,4.980992846406654,-48.01430718668817,SL
long,2023-12-15 19:00:00+00:00,2035.833848876953,4.916904198995369,2026.367799682617,2061.0766467285152,2033.3363337053572,523,5.004999999999997,signal_prob=0.566,2023-12-18 10:00:00+00:00,2031.9129982717634,4.9953607765978525,-19.278446804290137,TRAIL_STOP
long,2023-12-18 11:00:00+00:00,2035.3333488769529,4.918113293590589,2029.065074253627,2052.0487478724885,2035.3028843470984,589,5.004999999999997,signal_prob=0.566,2023-12-18 14:30:00+00:00,2033.8781723280554,5.00142163843517,-7.15672312965406,TRAIL_STOP
long,2023-12-18 15:00:00+00:00,2040.2381511230467,4.906289981142644,2034.3667565569194,2055.8952032993857,2035.5410354701448,594,5.004999999999997,signal_prob=0.589,2023-12-18 15:00:00+00:00,2032.9426998273295,4.987103200199952,-35.793599600091206,SL
long,2023-12-18 16:30:00+00:00,2038.3863866577144,4.910747081868572,2032.4881998378205,2054.114884844098,2041.6157924107144,595,5.004999999999997,signal_prob=0.566,2023-12-18 18:30:00+00:00,2040.186661356027,5.009420346860646,8.840693721299825,TRAIL_STOP
long,2023-12-18 19:00:00+00:00,2042.5404999999998,4.900759617740747,2033.3369651925223,2067.083259486607,2035.1776721540177,600,5.004999999999997,signal_prob=0.566,2023-12-19 04:00:00+00:00,2033.7530477835098,4.983467404517297,-43.06519096540067,TRAIL_STOP
long,2023-12-19 05:00:00+00:00,2039.637575561523,4.907734648516754,2032.6250284772595,2058.3377011195585,2045.762859235491,610,5.004999999999997,signal_prob=0.589,2023-12-19 15:00:00+00:00,2056.8968647287747,5.047352005727443,84.7040114548917,TP
long,2023-12-19 15:30:00+00:00,2057.605598876953,4.864877897622111,2050.9788092389786,2075.2770379115514,2052.3041671665737,622,5.004999999999998,signal_prob=0.566,2023-12-19 17:30:00+00:00,2050.867554249557,4.988610117809492,-32.77976438101018,TRAIL_STOP
long,2023-12-19 18:00:00+00:00,2056.2541511230465,4.86807527879417,2048.079191667829,2078.0540430036267,2049.7141835588723,627,5.004999999999997,signal_prob=0.565,2023-12-20 02:00:00+00:00,2048.279383630381,4.985589115757409,-38.82176848517729,TRAIL_STOP
long,2023-12-20 03:00:00+00:00,2055.153197753906,4.870683125199624,2050.921054896763,2066.4389120396204,2053.005716378348,639,5.004999999999998,signal_prob=0.589,2023-12-20 09:00:00+00:00,2051.5686123768833,4.996270310246647,-17.45937950670279,TRAIL_STOP
long,2023-12-20 10:00:00+00:00,2055.053,4.870920603994152,2051.758344063895,2063.8387491629464,2052.417275251116,645,5.004999999999997,signal_prob=0.588,2023-12-20 10:00:00+00:00,2050.32211322305,4.993478113061493,-23.043773877008142,SL
long,2023-12-20 11:00:00+00:00,2051.149197753906,4.8801910709183725,2047.6991637486044,2060.3492884347097,2048.389170549665,646,5.004999999999997,signal_prob=0.589,2023-12-20 11:00:00+00:00,2046.2657743339803,4.99308398031528,-23.832039369434188,SL
long,2023-12-20 12:00:00+00:00,2048.646575561523,4.886152701695902,2044.8643882359092,2058.732408429827,2045.6208257010321,647,5.004999999999997,signal_prob=0.589,2023-12-20 13:00:00+00:00,2043.432983164144,4.992262795711,-25.47440857799567,SL
long,2023-12-20 14:00:00+00:00,2051.649697753906,4.879000548172862,2047.310372802734,2063.221230957031,2048.1782377929685,649,5.004999999999997,signal_prob=0.620,2023-12-20 14:00:00+00:00,2045.877255541772,4.990918125641349,-28.16374871729752,SL
long,2023-12-20 14:30:00+00:00,2052.450424438476,4.877097093703786,2047.5432371128622,2065.5362573067796,2048.524674577985,650,5.004999999999997,signal_prob=0.609,2023-12-20 14:30:00+00:00,2046.1099568468833,4.9895384619681575,-30.923076063680625,SL
long,2023-12-20 15:00:00+00:00,2053.251151123047,4.875195123852688,2047.968950718471,2067.3370188685826,2049.025390799386,651,5.004999999999998,signal_prob=0.566,2023-12-20 15:00:00+00:00,2046.535372452968,4.988629634287377,-32.74073142524236,SL
long,2023-12-20 15:30:00+00:00,2050.4984011230467,4.881739968447462,2044.6590630929127,2066.069969203404,2045.8269306989396,652,5.004999999999997,signal_prob=0.566,2023-12-20 15:30:00+00:00,2043.2278017487477,4.987253412219955,-35.493175560084936,SL
long,2023-12-20 16:00:00+00:00,2047.7456511230466,4.888302409291018,2041.2313209402898,2065.1171982770647,2043.9600568498884,653,5.004999999999997,signal_prob=0.566,2023-12-20 19:30:00+00:00,2042.5292848100933,4.99225041199232,-25.499176015354458,TRAIL_STOP
long,2023-12-20 20:00:00+00:00,2047.4454244384763,4.889019204380158,2039.9239814801895,2067.502605660575,2041.4282700718468,661,5.004999999999997,signal_prob=0.566,2023-12-20 21:00:00+00:00,2039.9992702827965,4.9867978046670505,-36.40439066589356,TRAIL_STOP
long,2023-12-21 18:00:00+00:00,2054.7526511230467,4.8716325999282315,2046.8936597726001,2075.709961390904,2059.479900251116,688,5.004999999999997,signal_prob=0.565,2023-12-22 01:00:00+00:00,2058.03826432094,5.0130031501828025,16.006300365611576,TRAIL_STOP
long,2023-12-22 02:00:00+00:00,2062.1601977539062,4.854133064396662,2055.624509626116,2079.5886994280136,2068.158649553571,699,5.004999999999998,signal_prob=0.565,2023-12-22 13:00:00+00:00,2078.132987338414,5.043767023026402,77.534046052809,TP
long,2023-12-22 14:00:00+00:00,2081.379348876953,4.809310712821801,2074.73651789202,2099.0935648367745,2076.0650840890066,711,5.004999999999997,signal_prob=0.565,2023-12-22 14:30:00+00:00,2073.2842023294957,4.985533962493722,-38.93207501254862,SL
long,2023-12-22 15:00:00+00:00,2082.8808488769528,4.805843793415828,2075.85231930106,2101.623594412667,2077.2580252162384,713,5.004999999999997,signal_prob=0.566,2023-12-22 15:00:00+00:00,2074.3992226775495,4.98461931468576,-40.76137062847546,SL
long,2023-12-22 15:30:00+00:00,2078.9769244384765,4.814868256752613,2071.487701503209,2098.9481855991908,2072.9855460902622,714,5.004999999999998,signal_prob=0.565,2023-12-22 15:30:00+00:00,2070.0376601121566,4.983479309978239,-43.04138004351906,SL
long,2023-12-22 16:00:00+00:00,2075.073,4.823926676314518,2066.6945122767856,2097.4156339285714,2068.3702098214285,715,5.004999999999998,signal_prob=0.565,2023-12-22 16:00:00+00:00,2065.247826118192,4.981302040806057,-47.39591838788248,SL
long,2023-12-22 16:30:00+00:00,2071.3192499999996,4.832668841367643,2062.1746882324214,2095.7047480468746,2064.003600585937,716,5.004999999999996,signal_prob=0.565,2023-12-22 16:30:00+00:00,2062.558798065527,4.983831818449984,-42.33636310002517,TRAIL_STOP
long,2023-12-22 17:00:00+00:00,2067.5654999999997,4.84144274993948,2057.5102501046313,2094.379499720982,2071.821872907366,717,5.004999999999997,signal_prob=0.565,2023-12-26 09:00:00+00:00,2070.371597596331,5.011792780431688,13.585560863380561,TRAIL_STOP
long,2023-12-26 10:00:00+00:00,2075.073,4.823926676314518,2070.6445353829517,2086.8822389787947,2071.5302283063616,810,5.004999999999998,signal_prob=0.565,2023-12-26 13:00:00+00:00,2069.1950842081837,4.990822682605361,-28.354634789272165,SL
long,2023-12-26 14:00:00+00:00,2071.9698022460934,4.831151491275971,2067.924689854213,2082.7567686244415,2068.733712332589,814,5.004999999999996,signal_prob=0.589,2023-12-26 14:00:00+00:00,2066.4771425713147,4.991732064510558,-26.535870978878407,SL
long,2023-12-26 14:30:00+00:00,2071.11897668457,4.833136151368724,2066.8244929547986,2082.5709332972933,2067.683389700753,815,5.004999999999996,signal_prob=0.588,2023-12-26 14:30:00+00:00,2065.37771580973,4.991125852255683,-27.748295488628077,SL
long,2023-12-26 15:00:00+00:00,2070.2681511230467,4.835122442747297,2065.469440708705,2083.0647122279574,2074.687227957589,816,5.004999999999997,signal_prob=0.588,2023-12-27 10:00:00+00:00,2073.2349468980187,5.012172410417305,14.344820834615314,TRAIL_STOP
long,2023-12-27 11:00:00+00:00,2078.2761511230465,4.816491780743791,2074.204683314732,2089.1333986118857,2076.6742361886154,842,5.004999999999996,signal_prob=0.566,2023-12-27 15:00:00+00:00,2087.671005232857,5.027625118800592,45.25023760119023,TP
long,2023-12-27 15:30:00+00:00,2088.136098876953,4.793748839160244,2082.082514369419,2104.278990897042,2093.185791015625,848,5.004999999999997,signal_prob=0.566,2023-12-28 08:00:00+00:00,2091.720560961914,5.013591505479395,17.18301095879647,TRAIL_STOP
long,2023-12-28 09:00:00+00:00,2089.7876511230465,4.7899603553598595,2085.7536937779014,2100.5448707101,2086.5604852469305,871,5.004999999999997,signal_prob=0.589,2023-12-28 09:00:00+00:00,2084.2936661922568,4.991842014994283,-26.31597001142759,SL
long,2023-12-28 10:00:00+00:00,2089.187197753906,4.791337038041296,2084.349668980189,2102.0872744838166,2085.3171747349325,872,5.004999999999997,signal_prob=0.565,2023-12-28 10:00:00+00:00,2083.857452712618,4.992231697590178,-25.53660481963955,TRAIL_STOP
long,2023-12-28 11:00:00+00:00,2089.2871511230464,4.7911078161847485,2084.06392375837,2103.21575742885,2085.1085692313054,873,5.004999999999996,signal_prob=0.589,2023-12-28 11:00:00+00:00,2083.6489932328436,4.991493488831679,-27.01302233663444,TRAIL_STOP
long,2023-12-28 12:00:00+00:00,2087.4853022460934,4.795243343380396,2081.978143694196,2102.171058384486,2083.0795754045757,874,5.004999999999997,signal_prob=0.589,2023-12-28 12:00:00+00:00,2080.5207589936103,4.98830166016442,-33.39667967115422,SL
long,2023-12-28 13:00:00+00:00,2088.386348876953,4.7931744073039715,2082.697052699498,2103.557805350167,2083.8349119349887,875,5.004999999999997,signal_prob=0.566,2023-12-28 13:00:00+00:00,2081.239164762608,4.987871150009413,-34.25769998116691,SL
long,2023-12-28 14:00:00+00:00,2085.2831511230465,4.800307332176461,2079.1867330147875,2101.540266078404,2082.9227957589287,876,5.004999999999997,signal_prob=0.566,2023-12-28 16:30:00+00:00,2081.4647498018976,4.995835250070446,-18.329499859103542,TRAIL_STOP
long,2023-12-28 17:00:00+00:00,2086.4843022460936,4.79754388241707,2078.58787890625,2107.5414311523436,2080.1671635742186,882,5.004999999999998,signal_prob=0.565,2023-12-28 18:30:00+00:00,2078.7110465597166,4.986353732367678,-37.29253526464201,TRAIL_STOP
long,2023-12-28 19:00:00+00:00,2084.7826511230464,4.801459756300126,2077.218354945591,2104.9541075962607,2078.731214181082,886,5.004999999999996,signal_prob=0.565,2023-12-28 19:00:00+00:00,2075.7643020971286,4.98334938004189,-43.30123991621283,SL
long,2023-12-28 19:30:00+00:00,2082.4303255615227,4.8068835135220285,2074.860640851701,2102.61615145438,2076.3745777936656,887,5.004999999999997,signal_prob=0.565,2023-12-28 19:30:00+00:00,2074.92111558921,4.986952051192254,-36.09589761548596,TRAIL_STOP
long,2023-12-28 20:00:00+00:00,2080.078,4.812319538017322,2072.2297333984375,2101.0067109375,2077.8927594866072,888,5.004999999999997,signal_prob=0.565,2023-12-29 09:00:00+00:00,2076.4382345549666,4.996242142817531,-17.515714364934496,TRAIL_STOP
long,2023-12-31 07:00:00+00:00,2077.4402880187986,4.8184297078142615,2073.1278910156248,2088.9400133605955,2080.324163382394,955,5.004999999999997,signal_prob=0.565,2024-01-02 11:00:00+00:00,2078.8679364680265,5.008439511850035,6.879023700074891,TRAIL_STOP
long,2024-01-02 12:00:00+00:00,2080.178197753906,4.812087738833334,2072.838840105329,2099.749818150111,2074.3067116350444,1008,5.004999999999996,signal_prob=0.565,2024-01-02 12:00:00+00:00,2072.8546969369,4.987379335756571,-35.241328486849895,TRAIL_STOP
long,2024-01-02 13:00:00+00:00,2078.7766511230466,4.815332130362418,2071.115877982003,2099.2053794991625,2072.648032610212,1009,5.004999999999996,signal_prob=0.565,2024-01-02 14:00:00+00:00,2069.6660968674155,4.983064827683722,-43.870344632550434,SL
long,2024-01-02 14:30:00+00:00,2079.4273255615226,4.813825362854132,2071.7076562194816,2100.013110473632,2073.25159008789,1011,5.004999999999997,signal_prob=0.565,2024-01-02 14:30:00+00:00,2070.257460860128,4.98292893636324,-44.14212727351389,SL
long,2024-01-02 15:00:00+00:00,2081.4793022460935,4.809079768027648,2073.432866481236,2102.936464285714,2075.0421536342074,1012,5.004999999999997,signal_prob=0.566,2024-01-02 15:00:00+00:00,2071.981463474699,4.982162067862247,-45.67586427550199,SL
long,2024-01-02 15:30:00+00:00,2075.87372668457,4.8220659432822135,2067.130881966727,2099.187979265485,2068.8794509102954,1013,5.004999999999997,signal_prob=0.565,2024-01-02 15:30:00+00:00,2065.6838903493503,4.980431968620156,-49.13606275968281,SL
long,2024-01-02 16:00:00+00:00,2070.2681511230467,4.835122442747297,2060.4592549220492,2096.4252076590396,2069.8385428292413,1014,5.004999999999997,signal_prob=0.566,2024-01-03 07:00:00+00:00,2068.3896558492606,5.00045862267156,-9.082754656877558,TRAIL_STOP
long,2024-01-05 05:00:00+00:00,2053.251151123047,4.875195123852688,2049.9190239606587,2062.136823556082,2050.585449393136,1094,5.004999999999998,signal_prob=0.588,2024-01-05 05:00:00+00:00,2048.484080643886,4.993379800622464,-23.240398755066796,SL
long,2024-01-05 07:00:00+00:00,2051.149197753906,4.8801910709183725,2048.047404192243,2059.4206472516735,2048.6677629045753,1096,5.004999999999997,signal_prob=0.565,2024-01-05 08:00:00+00:00,2047.233695470542,4.995445800359281,-19.10839928143262,TRAIL_STOP
long,2024-01-05 09:00:00+00:00,2051.2491511230464,4.879953268728754,2047.7026990094862,2060.7063567592068,2048.4119894321984,1098,5.004999999999996,signal_prob=0.566,2024-01-05 09:00:00+00:00,2046.2693071201795,4.992849296990222,-24.30140601954967,SL
long,2024-01-05 10:00:00+00:00,2047.7456511230466,4.888302409291018,2044.145640659877,2057.3456790248324,2044.865642752511,1099,5.004999999999997,signal_prob=0.589,2024-01-05 10:00:00+00:00,2043.434236802584,4.994462251494912,-21.075497010168725,TRAIL_STOP
long,2024-01-05 11:00:00+00:00,2049.0469999999996,4.885197850512943,2045.0505661969862,2059.7041568080353,2045.8498529575888,1100,5.004999999999996,signal_prob=0.589,2024-01-05 11:00:00+00:00,2043.6190308006483,4.991741648267336,-26.51670346532148,SL
long,2024-01-05 12:00:00+00:00,2048.146075561523,4.8873467178143715,2044.0103508126392,2059.1746748918804,2044.837495762416,1101,5.004999999999997,signal_prob=0.589,2024-01-05 14:30:00+00:00,2057.733252619456,5.028427929163595,46.85585832719349,TP
long,2024-01-05 15:00:00+00:00,2056.2541511230465,4.86807527879417,2050.864860177176,2070.625593645368,2051.94271836635,1104,5.004999999999997,signal_prob=0.566,2024-01-05 15:00:00+00:00,2069.1761557298164,5.036452645589337,62.90529117868074,TP
long,2024-01-05 15:30:00+00:00,2060.058,4.859086491739551,2053.3454908447266,2077.9580244140625,2054.687992675781,1105,5.004999999999998,signal_prob=0.566,2024-01-05 15:30:00+00:00,2051.9081490011354,4.985199584550861,-39.60083089827317,SL
long,2024-01-05 16:00:00+00:00,2063.861848876953,4.850130838673587,2055.7671811697824,2085.4476294294086,2057.386114711216,1106,5.004999999999997,signal_prob=0.566,2024-01-05 16:00:00+00:00,2054.3281441429635,4.981880142331432,-46.239715337130605,SL
long,2024-01-05 16:30:00+00:00,2058.906825561523,4.861803300530601,2049.4889331054683,2084.0212054443355,2051.372511596679,1107,5.004999999999998,signal_prob=0.565,2024-01-05 16:30:00+00:00,2048.0542908522943,4.978618555465772,-52.76288906845062,SL
long,2024-01-05 17:00:00+00:00,2053.9518022460934,4.873532080477052,2043.366036952427,2082.18050969587,2049.3216689453125,1108,5.004999999999996,signal_prob=0.565,2024-01-08 01:00:00+00:00,2047.8871437770506,4.990221846196988,-29.556307606016915,TRAIL_STOP
long,2024-01-12 11:00:00+00:00,2052.650697753906,4.876621244400396,2047.0739525844028,2067.522018205915,2055.762869698661,1299,5.004999999999997,signal_prob=0.566,2024-01-12 15:00:00+00:00,2054.3238356898714,5.0090796300016684,8.159260003340682,TRAIL_STOP
long,2024-01-12 15:30:00+00:00,2061.5095233154293,4.855665174857586,2053.3613299560543,2083.2380389404293,2054.9909686279293,1305,5.004999999999996,signal_prob=0.565,2024-01-12 15:30:00+00:00,2053.5524749498895,4.9856816186783925,-38.63676264320897,TRAIL_STOP
long,2024-01-12 16:00:00+00:00,2060.3583488769527,4.85837815807924,2051.706576241629,2083.4297425711493,2053.436930768694,1306,5.004999999999996,signal_prob=0.565,2024-01-12 16:00:00+00:00,2051.9995249171557,4.984694836123243,-40.61032775350748,TRAIL_STOP
long,2024-01-12 16:30:00+00:00,2057.605598876953,4.864877897622111,2048.252035295759,2082.548435093471,2050.122748011998,1307,5.004999999999998,signal_prob=0.565,2024-01-12 16:30:00+00:00,2048.6876620883895,4.983307663212461,-43.384673575074,TRAIL_STOP
long,2024-01-12 17:00:00+00:00,2054.852848876953,4.871395051704457,2044.9421215122766,2081.281455182757,2046.924266985212,1308,5.004999999999998,signal_prob=0.565,2024-01-12 17:00:00+00:00,2045.4914199983223,4.982198390841876,-45.60321831624482,TRAIL_STOP
long,2024-01-12 17:30:00+00:00,2052.6505755615226,4.8766215347011315,2042.295189644949,2080.264938005719,2049.822818359375,1309,5.004999999999996,signal_prob=0.565,2024-01-15 00:00:00+00:00,2048.3879423865233,4.99460637563213,-20.787248735733222,TRAIL_STOP
