Date,Close,Open,High,Low,Volume,BTC-USD,DX-Y.NYB,ETH-USD,^GSPC,^IXIC,^VIX,Return,LogReturn,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI_14,ATR_14,Volatility_20,Momentum_10,Gold_DX-Y.NYB_Ratio,Corr_DX-Y.NYB_24h,Gold_^GSPC_Ratio,Corr_^GSPC_24h,Gold_BTC-USD_Ratio,Corr_BTC-USD_24h,Lag_Return_1h,Lag_Return_6h,MA_diff,Rolling_Zscore_24h,return,regime,buy_prob,signal_raw,signal_filtered,signal,equity,strategy_ret
2023-11-08 18:00:00+00:00,1958.0,1959.9000244140625,1960.800048828125,1956.800048828125,21119.0,35591.23828125,105.52400207519533,1900.4627685546875,4377.60986328125,13640.0087890625,14.579999923706056,-0.0004594539807266,-0.0004595595620479,1965.6281280517576,1965.6281280517576,1962.884014744884,1966.7374527738707,-3.8534380289868295,-2.8480439643010227,18.21691671237568,5.503561837332589,0.0009933829872255,-0.0055360984706708,18.55502011807446,,0.447276038912499,,0.0550135396940232,,-0.0004592429797114,-0.0011711042913059,0.0,,0.0,neutral,0.25,-1,-1,-1,8552.937234321416,0.0
