entry_idx,entry_date,entry_price,position_size_frac,shares,fee_entry,exit_idx,exit_date,exit_price,pnl,return,fee_exit
184,2023-11-15 08:00:00+00:00,1976.287698852539,0.1,0.5052256932356056,0.49923566134288694,185,2023-11-15 09:00:00+00:00,1974.1124255981445,-2.0969257586451917,-0.0021001361891943983,0.49868615937392274
193,2023-11-15 15:30:00+00:00,1967.4332372131346,0.1,0.5073928869494677,0.49913081505495466,193,2023-11-15 15:30:00+00:00,1965.466787200928,-1.9955254974709042,-0.0019990004997499458,0.49863193368058695
201,2023-11-15 19:30:00+00:00,1965.182051147461,0.1,0.5078725795289034,0.4990310387800812,201,2023-11-15 19:30:00+00:00,1963.217851196289,-1.9951265918243997,-0.001999000499750112,0.4985322571321251
206,2023-11-15 23:00:00+00:00,1964.281698852539,0.0,0.0,0.0,208,2023-11-16 01:00:00+00:00,1960.0195,-0.0,,0.0
210,2023-11-16 03:00:00+00:00,1965.08202557373,0.0,0.0,0.0,214,2023-11-16 07:00:00+00:00,1968.315398803711,0.0,,0.0
219,2023-11-16 12:00:00+00:00,1967.8834744262695,0.0,0.0,0.0,219,2023-11-16 12:00:00+00:00,1965.9165744018555,-0.0,,0.0
222,2023-11-16 14:30:00+00:00,1986.292637786865,0.0,0.0,0.0,224,2023-11-16 15:30:00+00:00,1985.50675,-0.0,,0.0
228,2023-11-16 17:30:00+00:00,1987.8934744262694,0.1,0.5019698377897113,0.49893128245048995,230,2023-11-16 18:30:00+00:00,1985.9065744018556,-1.9947277659189182,-0.0019990004997500425,0.4984326005090103
236,2023-11-16 22:00:00+00:00,1985.7423749999998,0.1,0.502413155243458,0.498831546062194,239,2023-11-17 01:00:00+00:00,1985.007,-1.3669404351244012,-0.0013701423315296624,0.4986468150251754
242,2023-11-17 04:00:00+00:00,1989.59427557373,0.1,0.5013717672630634,0.49876319904043775,242,2023-11-17 04:00:00+00:00,1987.6056755981444,-1.9940557682774722,-0.0019990004997499844,0.49826468509836846
248,2023-11-17 10:00:00+00:00,1995.6973011474608,0.1,0.4997386086209654,0.49866349625202394,249,2023-11-17 11:00:00+00:00,1990.6041755981444,-3.5412858523135835,-0.0035507771061347366,0.4973908805142503
255,2023-11-17 15:30:00+00:00,1985.8924744262695,0.1,0.50202761567282,0.4984864319594083,255,2023-11-17 15:30:00+00:00,1983.9075744018555,-1.9929492532109694,-0.0019990004997500668,0.49798819464610555
258,2023-11-17 18:00:00+00:00,1985.6923011474607,0.1,0.5019778585118629,0.4983867844967477,259,2023-11-17 18:30:00+00:00,1982.957976196289,-2.368657867166452,-0.00237632491555553,0.49770049920501547
263,2023-11-17 20:30:00+00:00,1984.541762786865,0.1,0.5021495248391024,0.49826835160338945,263,2023-11-17 20:30:00+00:00,1982.5582127990724,-1.9920773677295505,-0.001999000499749982,0.4977703322614571
317,2023-11-20 02:00:00+00:00,1986.3927244262695,0.0,0.0,0.0,318,2023-11-20 03:00:00+00:00,1983.9075744018555,-0.0,,0.0
331,2023-11-20 15:00:00+00:00,1975.1870511474608,0.05,0.25221345362992226,0.24908437386750149,334,2023-11-20 16:30:00+00:00,1975.6616994018557,-0.3785159285724069,-0.0007598146818590787,0.24914423020525167
338,2023-11-20 18:30:00+00:00,1981.340211639404,0.0,0.0,0.0,340,2023-11-20 19:30:00+00:00,1979.559773803711,-0.0,,0.0
346,2023-11-21 00:00:00+00:00,1989.09402557373,0.0,0.0,0.0,350,2023-11-21 04:00:00+00:00,1992.803148803711,0.0,,0.0
360,2023-11-21 14:00:00+00:00,2008.6037755737302,0.1,0.4960160166942678,0.4981498219385744,361,2023-11-21 14:30:00+00:00,2006.0464627990723,-2.2641335057563774,-0.002272542723136376,0.4975155878906108
367,2023-11-21 17:30:00+00:00,2003.3011377868652,0.1,0.49721592612230975,0.4980366152632865,367,2023-11-21 17:30:00+00:00,2001.2988377990723,-1.9911508856102902,-0.001999000499750074,0.497538827541884
371,2023-11-21 19:30:00+00:00,2002.650788360596,0.1,0.49727796839370664,0.4979370577190061,371,2023-11-21 19:30:00+00:00,2000.649138397217,-1.9907528544487942,-0.0019990004997501192,0.49743936950539386
385,2023-11-22 08:00:00+00:00,2002.4007244262693,0.1,0.4972406511877634,0.4978375200762837,385,2023-11-22 08:00:00+00:00,2000.3993244018557,-1.9903549028535128,-0.001999000499749929,0.49733993135057036
398,2023-11-22 17:30:00+00:00,1992.8459616394039,0.05,0.24976240608264552,0.2488690011655705,398,2023-11-22 17:30:00+00:00,1990.8541116027832,-0.994978515404479,-0.0019990004997499228,0.2486202565367194
401,2023-11-22 19:00:00+00:00,1993.49625,0.0,0.0,0.0,402,2023-11-22 19:30:00+00:00,1991.0539627990725,-0.0,,0.0
407,2023-11-23 01:00:00+00:00,1995.1970511474608,0.0,0.0,0.0,410,2023-11-23 04:00:00+00:00,1995.2018511962892,0.0,,0.0
413,2023-11-23 08:00:00+00:00,1996.6978011474607,0.0,0.0,0.0,413,2023-11-23 08:00:00+00:00,1994.7021011962893,-0.0,,0.0
420,2023-11-23 15:00:00+00:00,1994.196551147461,0.0,0.0,0.0,420,2023-11-23 15:00:00+00:00,1992.203351196289,-0.0,,0.0
423,2023-11-23 18:00:00+00:00,1993.796448852539,0.0,0.0,0.0,423,2023-11-23 18:00:00+00:00,1991.803648803711,-0.0,,0.0
426,2023-11-23 21:00:00+00:00,1995.047073852539,0.0,0.0,0.0,429,2023-11-24 00:00:00+00:00,1993.50275,-0.0,,0.0
433,2023-11-24 04:00:00+00:00,1995.59727557373,0.05,0.24939313131818466,0.2488441267026854,443,2023-11-24 14:00:00+00:00,2000.5992421486596,0.7491441254117847,0.001505247753560302,0.24946785475612068
449,2023-11-24 17:00:00+00:00,2002.4007244262693,0.1,0.49712897577406784,0.4977257106116414,505,2023-11-27 00:00:00+00:00,2001.798648803711,-1.2946110041854002,-0.0013005265516568237,0.49757605599285093
514,2023-11-27 09:00:00+00:00,2014.9069744262695,0.1,0.4939791130586935,0.49766098006143217,514,2023-11-27 09:00:00+00:00,2012.8930744018555,-1.9896490956978203,-0.0019990004997500655,0.4971635677875077
524,2023-11-27 16:30:00+00:00,2012.0555127868652,0.1,0.4945802881129089,0.4975614976066472,524,2023-11-27 16:30:00+00:00,2010.0444627990723,-1.9892513647441483,-0.0019990004997500564,0.49706418476546116
528,2023-11-27 18:30:00+00:00,2014.2066122131346,0.1,0.493953333309553,0.49746203503841,532,2023-11-27 20:30:00+00:00,2013.5927366027831,-1.2979983610953663,-0.0013046205234487345,0.4973104220864248
536,2023-11-28 00:00:00+00:00,2018.2085511474609,0.1,0.49290955073751724,0.49739713512035527,537,2023-11-28 01:00:00+00:00,2014.3923244018556,-2.874908353624154,-0.002889952666221642,0.4964566078150109
546,2023-11-28 10:00:00+00:00,2015.7073011474608,0.1,0.4933785668381592,0.4972533897026741,546,2023-11-28 10:00:00+00:00,2013.6926011962892,-1.9880195490360812,-0.0019990004997500277,0.49675638481541506
551,2023-11-28 14:30:00+00:00,2030.2146122131346,0.1,0.4897551083855861,0.49715398872522226,557,2023-11-28 17:30:00+00:00,2040.0294627990725,3.810161798447627,0.0038319734778930934,0.49955742533147435
560,2023-11-28 19:00:00+00:00,2043.7213011474607,0.1,0.4867048129663348,0.49734449681514464,561,2023-11-28 19:30:00+00:00,2041.3288005981444,-2.1585483052409487,-0.0021700735798462533,0.49676227604895623
567,2023-11-29 00:00:00+00:00,2051.025,0.1,0.48486641498751365,0.49723656939988264,568,2023-11-29 01:00:00+00:00,2048.275398803711,-2.326995818852422,-0.002339928277661562,0.49656997476253767
573,2023-11-29 06:00:00+00:00,2046.0224999999998,0.1,0.4859381747844318,0.49712021960894004,573,2023-11-29 06:00:00+00:00,2043.9775000000002,-1.9874871348681404,-0.0019990004997499384,0.496623347825223
579,2023-11-29 12:00:00+00:00,2063.431102294922,0.1,0.4817421281470618,0.49702084525219664,580,2023-11-29 13:00:00+00:00,2059.070047607422,-3.0938950047431795,-0.003112439884863668,0.49597039336913573
588,2023-11-29 17:30:00+00:00,2068.4836761474608,0.1,0.4804158294614825,0.4968661505019595,590,2023-11-29 18:30:00+00:00,2067.115827392578,-1.6505399270616907,-0.001660950263359892,0.49653758240488205
614,2023-11-30 15:30:00+00:00,2059.779375,0.05,0.24118292936378508,0.2483918117528032,616,2023-11-30 16:30:00+00:00,2057.270898803711,-1.1014827599472676,-0.0022172284025277194,0.24808931093417305
622,2023-11-30 19:30:00+00:00,2056.977926147461,0.0,0.0,0.0,629,2023-12-01 01:00:00+00:00,2060.069547607422,0.0,,0.0
634,2023-12-01 06:00:00+00:00,2061.0299999999997,0.0,0.0,0.0,634,2023-12-01 06:00:00+00:00,2058.9700000000003,-0.0,,0.0
638,2023-12-01 10:00:00+00:00,2064.331698852539,0.0,0.0,0.0,638,2023-12-01 10:00:00+00:00,2062.268398803711,-0.0,,0.0
643,2023-12-01 14:30:00+00:00,2066.6327755737298,0.05,0.24035646547302503,0.24836427468380454,651,2023-12-01 18:30:00+00:00,2088.355324401856,4.72181593049727,0.009505827552108026,0.2509748522125013
654,2023-12-01 20:00:00+00:00,2091.345198852539,0.1,0.4752583556619961,0.49696464016413394,673,2023-12-02 14:00:00+00:00,2105.8785017895502,5.909690839025283,0.00594578603929796,0.5004181769922248
717,2023-12-04 10:00:00+00:00,2088.54375,0.0,0.0,0.0,717,2023-12-04 10:00:00+00:00,2086.45625,-0.0,,0.0
726,2023-12-04 16:30:00+00:00,2045.4722372131346,0.0,0.0,0.0,726,2023-12-04 16:30:00+00:00,2043.427787200928,-0.0,,0.0
732,2023-12-04 19:30:00+00:00,2048.4737982788083,0.0,0.0,0.0,732,2023-12-04 19:30:00+00:00,2046.4263482055665,-0.0,,0.0
736,2023-12-04 22:00:00+00:00,2051.325076721191,0.0,0.0,0.0,739,2023-12-05 01:00:00+00:00,2052.773148803711,0.0,,0.0
745,2023-12-05 07:00:00+00:00,2052.0254999999997,0.0,0.0,0.0,745,2023-12-05 07:00:00+00:00,2049.9745000000003,-0.0,,0.0
752,2023-12-05 14:00:00+00:00,2035.9174744262693,0.0,0.0,0.0,752,2023-12-05 14:00:00+00:00,2033.8825744018557,-0.0,,0.0
759,2023-12-05 17:30:00+00:00,2036.8179488525388,0.0,0.0,0.0,763,2023-12-05 19:30:00+00:00,2036.7810877990723,-0.0,,0.0
771,2023-12-06 04:00:00+00:00,2040.11952557373,0.0,0.0,0.0,771,2023-12-06 04:00:00+00:00,2038.0804255981445,-0.0,,0.0
774,2023-12-06 07:00:00+00:00,2052.52575,0.0,0.0,0.0,775,2023-12-06 08:00:00+00:00,2041.7786488037111,-0.0,,0.0
781,2023-12-06 14:00:00+00:00,2043.8214488525389,0.0,0.0,0.0,781,2023-12-06 14:00:00+00:00,2041.7786488037111,-0.0,,0.0
784,2023-12-06 15:30:00+00:00,2049.024,0.05,0.24268145453937348,0.2486300623530426,784,2023-12-06 15:30:00+00:00,2046.976,-0.994023237793219,-0.0019990004997500147,0.24838155654359428
790,2023-12-06 18:30:00+00:00,2049.0740738525387,0.1,0.48530253726686623,0.49721042354419553,790,2023-12-06 18:30:00+00:00,2047.026023803711,-1.9878477702914257,-0.0019990004997499132,0.4967134616016227
798,2023-12-07 00:00:00+00:00,2046.5227499999999,0.1,0.48581041296089283,0.49711103115568095,799,2023-12-07 01:00:00+00:00,2041.8785744018555,-3.2492828330761614,-0.003268166093118319,0.4959829367230823
805,2023-12-07 07:00:00+00:00,2047.12302557373,0.1,0.4855092349662293,0.4969485670140272,805,2023-12-07 07:00:00+00:00,2045.0769255981445,-1.9868008676221087,-0.001999000499749935,0.49645186679712167
808,2023-12-07 10:00:00+00:00,2051.5252499999997,0.1,0.4843705696243769,0.49684922697064604,808,2023-12-07 10:00:00+00:00,2049.4747500000003,-1.9864037060292665,-0.00199900049974982,0.4963526260441388
812,2023-12-07 14:00:00+00:00,2044.0214999999998,0.1,0.48605154768219866,0.4967499067853446,812,2023-12-07 14:00:00+00:00,2041.9785000000002,-1.986006623829301,-0.0019990004997499614,0.49625340512938726
815,2023-12-07 15:30:00+00:00,2045.52225,0.1,0.4855978530217925,0.49665060645415315,815,2023-12-07 15:30:00+00:00,2043.47775,-1.9856096210060952,-0.0019990004997501106,0.4961542040489016
819,2023-12-07 17:30:00+00:00,2047.37315057373,0.1,0.48506187143653373,0.49655132597310286,821,2023-12-07 18:30:00+00:00,2045.9264761962893,-1.6944783695364753,-0.0017062469486067405,0.4962004626826625
831,2023-12-08 02:00:00+00:00,2049.7243011474607,0.0,0.0,0.0,833,2023-12-08 04:00:00+00:00,2046.776148803711,-0.0,,0.0
837,2023-12-08 08:00:00+00:00,2045.6222755737301,0.1,0.48539420789733373,0.49646660205462606,837,2023-12-08 08:00:00+00:00,2043.5776755981444,-1.9848739712327714,-0.0019990004997500078,0.4959703835618179
840,2023-12-08 11:00:00+00:00,2047.4232244262694,0.05,0.2424351508932194,0.24818367917803222,841,2023-12-08 12:00:00+00:00,2043.0779255981445,-1.549293808840117,-0.0031212644884048677,0.2476569525894959
846,2023-12-08 15:30:00+00:00,2022.810948852539,0.0,0.0,0.0,846,2023-12-08 15:30:00+00:00,2020.789148803711,-0.0,,0.0
851,2023-12-08 18:00:00+00:00,2016.207551147461,0.0,0.0,0.0,908,2023-12-11 00:00:00+00:00,2019.4897500000002,0.0,,0.0
930,2023-12-11 18:00:00+00:00,1998.09852557373,0.0,0.0,0.0,932,2023-12-11 20:00:00+00:00,1995.7016011962892,-0.0,,0.0
935,2023-12-11 22:00:00+00:00,1998.9989999999998,0.0,0.0,0.0,938,2023-12-12 01:00:00+00:00,1997.5007500000002,-0.0,,0.0
942,2023-12-12 05:00:00+00:00,2003.801448852539,0.0,0.0,0.0,945,2023-12-12 08:00:00+00:00,1997.9005744018557,-0.0,,0.0
948,2023-12-12 11:00:00+00:00,2004.801948852539,0.0,0.0,0.0,949,2023-12-12 12:00:00+00:00,2002.49825,-0.0,,0.0
959,2023-12-12 18:00:00+00:00,1995.297198852539,0.05,0.24872981025134008,0.24814494683281121,962,2023-12-12 19:30:00+00:00,1994.3523005981444,-0.7311967450062282,-0.0014733258813826972,0.24802743465105
968,2023-12-13 00:00:00+00:00,1996.8979744262695,0.0,0.0,0.0,968,2023-12-13 00:00:00+00:00,1994.9020744018555,-0.0,,0.0
973,2023-12-13 05:00:00+00:00,1994.4967499999998,0.0,0.0,0.0,974,2023-12-13 06:00:00+00:00,1988.3053988037111,-0.0,,0.0
976,2023-12-13 08:00:00+00:00,1996.197551147461,0.0,0.0,0.0,979,2023-12-13 11:00:00+00:00,1997.1009255981444,0.0,,0.0
987,2023-12-13 18:30:00+00:00,2014.10652557373,0.0,0.0,0.0,996,2023-12-14 01:00:00+00:00,2045.8765744018556,0.0,,0.0
1001,2023-12-14 06:00:00+00:00,2051.025,0.1,0.48390764015882015,0.4962533338283721,1002,2023-12-14 07:00:00+00:00,2046.2763988037111,-3.289242124408816,-0.0033140755942471832,0.4951043916288963
1005,2023-12-14 10:00:00+00:00,2049.7243011474607,0.1,0.48405424226510374,0.4960888717221517,1005,2023-12-14 10:00:00+00:00,2047.675601196289,-1.9833638049859599,-0.00199900049974997,0.4955930307709052
1008,2023-12-14 13:00:00+00:00,2053.026,0.1,0.4831791740892735,0.49598970353190236,1008,2023-12-14 13:00:00+00:00,2050.974,-1.9829673304622237,-0.001999000499749969,0.4954939616992869
1020,2023-12-14 19:30:00+00:00,2050.624897705078,0.1,0.4836482339801362,0.4958905551653792,1024,2023-12-14 22:00:00+00:00,2049.524773803711,-1.5235880558952997,-0.0015362140295122014,0.4956245186743515
1034,2023-12-15 08:00:00+00:00,2055.727301147461,0.05,0.24118684199301724,0.2479071878812922,1036,2023-12-15 10:00:00+00:00,2056.071547607422,-0.41282817307555375,-0.0008326264692115992,0.24794870173956485
1042,2023-12-15 15:00:00+00:00,2050.624897705078,0.05,0.24177690171849064,0.24789686717696532,1043,2023-12-15 15:30:00+00:00,2047.8755744018556,-1.160184242994495,-0.002340054265724702,0.24756450574192754
1054,2023-12-15 21:00:00+00:00,2034.8169488525389,0.0,0.0,0.0,1055,2023-12-15 22:00:00+00:00,2032.7271758276365,-0.0,,0.0
1109,2023-12-18 04:00:00+00:00,2037.7183011474608,0.0,0.0,0.0,1112,2023-12-18 07:00:00+00:00,2035.8815744018557,-0.0,,0.0
1118,2023-12-18 13:00:00+00:00,2040.9199744262694,0.1,0.4857963382725372,0.495735725141781,1119,2023-12-18 14:00:00+00:00,2037.1808511962893,-2.8070155975709508,-0.0028311612974515213,0.4948274989550439
1123,2023-12-18 17:00:00+00:00,2048.9239744262695,0.1,0.4837616041860966,0.49559537436190243,1124,2023-12-18 17:30:00+00:00,2043.227875,-3.7453671676814073,-0.00377865428274397,0.4942175972638746
1130,2023-12-18 20:30:00+00:00,2041.7703749999998,0.1,0.48527308660114965,0.49540810600351837,1132,2023-12-19 00:00:00+00:00,2039.9795000000001,-1.8594451192542354,-0.001876680151899886,0.49497357428403504
1138,2023-12-19 06:00:00+00:00,2039.4192244262695,0.1,0.48574135990789036,0.4953151337475556,1141,2023-12-19 09:00:00+00:00,2038.98,-1.203873062880935,-0.0012152597213943661,0.49520845901249516
1145,2023-12-19 13:00:00+00:00,2044.7218011474608,0.1,0.48442280980863356,0.49525494009441157,1151,2023-12-19 16:30:00+00:00,2055.221875,4.093422161017028,0.004132641423260402,0.49779817773383417
1157,2023-12-19 19:30:00+00:00,2054.37665057373,0.1,0.48234544630761295,0.4954596112024624,1163,2023-12-20 00:00:00+00:00,2051.273898803711,-2.486769110602849,-0.0025095578472759373,0.4947113121088166
1167,2023-12-20 05:00:00+00:00,2055.52725,0.1,0.48195446958626526,0.4953352727469323,1168,2023-12-20 06:00:00+00:00,2053.272898803711,-2.0766219332449616,-0.0020961781317619913,0.49479202542939793
1176,2023-12-20 14:00:00+00:00,2052.325698852539,0.1,0.48260511665098305,0.49523144165027,1177,2023-12-20 14:30:00+00:00,2047.4257872009277,-3.354002956288829,-0.0033862984800724846,0.49404908043316725
1181,2023-12-20 16:30:00+00:00,2049.0740738525387,0.05,0.24160363347512773,0.2475318707512278,1185,2023-12-20 18:30:00+00:00,2046.4762500000002,-1.1223936015631772,-0.00226716987626049,0.24721804891027696
1191,2023-12-20 22:00:00+00:00,2045.2221122131346,0.0,0.0,0.0,1191,2023-12-20 22:00:00+00:00,2043.177912200928,-0.0,,0.0
1195,2023-12-21 02:00:00+00:00,2049.924352294922,0.0,0.0,0.0,1197,2023-12-21 04:00:00+00:00,2046.8760744018555,-0.0,,0.0
1200,2023-12-21 07:00:00+00:00,2047.823448852539,0.0,0.0,0.0,1200,2023-12-21 07:00:00+00:00,2045.776648803711,-0.0,,0.0
1207,2023-12-21 14:00:00+00:00,2054.826948852539,0.0,0.0,0.0,1208,2023-12-21 14:30:00+00:00,2052.523273803711,-0.0,,0.0
1212,2023-12-21 16:30:00+00:00,2054.0764517211915,0.1,0.48197584993254855,0.49500762182237745,1212,2023-12-21 16:30:00+00:00,2052.0234017944335,-1.979040966806159,-0.0019990004997501778,0.49451286158067587
1218,2023-12-21 19:30:00+00:00,2056.9279744262694,0.1,0.48121147257193586,0.49490866977403714,1224,2023-12-22 00:00:00+00:00,2058.570297607422,-0.19990773548476226,-0.00020196426906002183,0.49530382215225793
1227,2023-12-22 03:00:00+00:00,2060.829948852539,0.1,0.4802906466521609,0.49489867438726287,1227,2023-12-22 03:00:00+00:00,2058.770148803711,-1.9786053948515836,-0.0019990004997500824,0.49440402303854997
1233,2023-12-22 09:00:00+00:00,2066.4326022949217,0.1,0.4788926999777391,0.4947997441175203,1236,2023-12-22 12:00:00+00:00,2070.964,1.1793687667819768,0.0011917637193662978,0.4958847707583492
1239,2023-12-22 14:30:00+00:00,2077.788375,0.1,0.4763321602045823,0.4948587125558594,1239,2023-12-22 14:30:00+00:00,2075.711625,-1.9784456274098159,-0.001999000499750209,0.4943641011490069
1245,2023-12-22 17:30:00+00:00,2069.334198852539,0.1,0.478182586987483,0.49475979027448885,1247,2023-12-22 18:30:00+00:00,2066.4163482055665,-2.3840873186759874,-0.0024093381935436937,0.4940621575890826
1255,2023-12-23 00:00:00+00:00,2065.8811762069704,0.1,0.4788664436322832,0.4946405859085551,1335,2023-12-26 08:00:00+00:00,2071.563797607422,1.7305749203756802,0.001749325641361356,0.49600119425882655
1338,2023-12-26 11:00:00+00:00,2075.737301147461,0.1,0.4766760363954439,0.4947271146545738,1338,2023-12-26 11:00:00+00:00,2073.662601196289,-1.9779194988689581,-0.0019990004997502233,0.4942326347798566
1346,2023-12-26 16:30:00+00:00,2070.9348522949217,0.1,0.47768592829610684,0.4946282186796303,1346,2023-12-26 16:30:00+00:00,2068.8649523925783,-1.9775241126620338,-0.001999000499749967,0.49413383765146485
1350,2023-12-26 18:30:00+00:00,2072.0355,0.0,0.0,0.0,1354,2023-12-26 20:30:00+00:00,2078.3603244018555,0.0,,0.0
1366,2023-12-27 08:00:00+00:00,2079.639397705078,0.1,0.4755914347648153,0.4945293424739972,1368,2023-12-27 10:00:00+00:00,2075.1618511962893,-3.1174767119048274,-0.0031519633357941215,0.49346460108982665
1373,2023-12-27 14:30:00+00:00,2087.093073852539,0.1,0.47374357649114723,0.494373468638402,1379,2023-12-27 17:30:00+00:00,2090.504273803711,0.6264791106853326,0.0006336091542399864,0.4951814856708993
1385,2023-12-27 20:30:00+00:00,2090.694727294922,0.1,0.4729574204586335,0.49440479259393627,1385,2023-12-27 20:30:00+00:00,2088.605077392578,-1.9766308549482985,-0.001999000499750153,0.49391063488019915
1389,2023-12-28 00:00:00+00:00,2091.145147705078,0.1,0.47276102435420486,0.4943059610511889,1392,2023-12-28 03:00:00+00:00,2095.9515,1.2825079842349096,0.0012972815273232126,0.4954420890683662
1397,2023-12-28 08:00:00+00:00,2088.643897705078,0.1,0.4733885819345227,0.4943700864504006,1397,2023-12-28 08:00:00+00:00,2086.556297607422,-1.9764920997515718,-0.0019990004997499683,0.49387596342546275
1410,2023-12-28 17:30:00+00:00,2084.9919261474606,0.05,0.237061475225327,0.24713563092270652,1410,2023-12-28 17:30:00+00:00,2082.9079761962894,-0.988048499440954,-0.0019990004997498183,0.24688861879784635
1420,2023-12-29 00:00:00+00:00,2077.438102294922,0.0,0.0,0.0,1420,2023-12-29 00:00:00+00:00,2075.361702392578,-0.0,,0.0
1425,2023-12-29 05:00:00+00:00,2082.640897705078,0.0,0.0,0.0,1427,2023-12-29 07:00:00+00:00,2080.059547607422,-0.0,,0.0
1436,2023-12-29 15:00:00+00:00,2075.137147705078,0.0,0.0,0.0,1441,2023-12-29 17:30:00+00:00,2074.1124494018554,-0.0,,0.0
1445,2023-12-29 19:30:00+00:00,2075.8374488525387,0.0,0.0,0.0,1445,2023-12-29 19:30:00+00:00,2073.7626488037113,-0.0,,0.0
1450,2023-12-29 23:00:00+00:00,2073.121088909912,0.0,0.0,0.0,1469,2023-12-30 18:00:00+00:00,2073.7551269317632,0.0,,0.0
1528,2024-01-02 05:00:00+00:00,2084.241551147461,0.1,0.4742462399795757,0.494221859420441,1529,2024-01-02 06:00:00+00:00,2081.658601196289,-2.212785544088404,-0.002238656083204485,0.4936093822692416
1533,2024-01-02 10:00:00+00:00,2086.0425,0.1,0.4737307318937524,0.49411122014323655,1533,2024-01-02 10:00:00+00:00,2083.9575,-1.9754571519969648,-0.0019990004997501422,0.4936173558552373
1542,2024-01-02 16:30:00+00:00,2074.236551147461,0.0,0.0,0.0,1542,2024-01-02 16:30:00+00:00,2072.163351196289,-0.0,,0.0
1551,2024-01-02 21:00:00+00:00,2068.633897705078,0.0,0.0,0.0,1558,2024-01-03 04:00:00+00:00,2071.8634523925784,0.0,,0.0
1575,2024-01-03 17:30:00+00:00,2043.5713238525389,0.0,0.0,0.0,1585,2024-01-04 00:00:00+00:00,2048.275398803711,0.0,,0.0
1589,2024-01-04 04:00:00+00:00,2051.325198852539,0.0,0.0,0.0,1589,2024-01-04 04:00:00+00:00,2049.274898803711,-0.0,,0.0
1592,2024-01-04 07:00:00+00:00,2055.727301147461,0.0,0.0,0.0,1593,2024-01-04 08:00:00+00:00,2052.872952392578,-0.0,,0.0
1596,2024-01-04 11:00:00+00:00,2053.4261022949217,0.0,0.0,0.0,1596,2024-01-04 11:00:00+00:00,2051.3737023925783,-0.0,,0.0
1602,2024-01-04 15:30:00+00:00,2053.276125,0.05,0.2405971809006627,0.24700622364281835,1602,2024-01-04 15:30:00+00:00,2051.223875,-0.9875311290067053,-0.001999000499749994,0.2467593408605667
1610,2024-01-04 19:30:00+00:00,2052.2756249999998,0.1,0.4813808288827544,0.4939630707291864,1610,2024-01-04 19:30:00+00:00,2050.2243750000002,-1.9748648504912723,-0.0019990004997498946,0.4934693545165636
