entry_idx,entry_date,entry_price,units,invest,fee_entry,confidence,regime,stop_distance,tp_distance,exit_idx,exit_date,exit_price,fee_exit,pnl,return,exit_reason
374,2023-11-22 03:00:00+00:00,1999.0990255737302,1.5033147165748062,3003.7730984861005,1.5018865492430502,0.5024723748140563,bull,6.785692487444196,4.885698590959821,377,2023-11-22 06:00:00+00:00,2001.0989255981444,1.5041407320868618,1.5023384062933385,0.0005001504298212525,signal_exit
394,2023-11-22 18:30:00+00:00,1992.3957244262695,0.9050235604753577,1802.2639404259291,0.9011319702129645,0.5894528398680936,bear,14.20536586216522,10.22786342075896,403,2023-11-23 03:00:00+00:00,1997.800648803711,0.9040283281501571,3.9875555760220367,0.002212525860712531,signal_exit
416,2023-11-23 17:00:00+00:00,1994.796948852539,0.9042127858982646,1802.819496674975,0.9014097483374875,0.5033623628406021,bear,7.339303152901907,5.284298270089373,434,2023-11-24 11:00:00+00:00,1998.5002721835053,0.9035347493647437,2.4450575568103345,0.0013562409111504894,signal_exit
441,2023-11-24 16:00:00+00:00,2000.9499872131346,1.5026186840295939,3005.1622554674996,1.5025811277337497,0.5806911369441448,bull,10.089351109096024,7.264332798549137,500,2023-11-27 01:00:00+00:00,2011.6936011962891,1.5114041958501614,14.632150909239783,0.004869005286692423,takeprofit
516,2023-11-27 15:30:00+00:00,2012.1555994262694,1.496209178765088,3009.101126401951,1.5045505632009757,0.5333325763042998,bull,9.96429443359371,7.17429199218747,530,2023-11-28 00:00:00+00:00,2016.1913511962891,1.5083220029033364,4.530006838617643,0.0015054352274409177,signal_exit
538,2023-11-28 08:00:00+00:00,2016.6077755737301,1.4933562213452414,3010.008763284576,1.505004381642288,0.628963063874395,bull,6.624973842075812,4.769981166294585,544,2023-11-28 14:00:00+00:00,2025.5866755981444,1.512461231939257,11.896234980356779,0.003952226028530027,takeprofit
549,2023-11-28 16:30:00+00:00,2042.1705383605959,1.4761904742541705,3013.1261324641905,1.5065630662320952,0.5913825474840193,bull,15.00002179827005,10.800015694754435,561,2023-11-29 00:00:00+00:00,2048.975,1.5123386884924694,8.532342766023724,0.0028317243921832823,signal_exit
565,2023-11-29 04:00:00+00:00,2047.723301147461,1.4732173441679624,3015.233866374128,1.507616933187064,0.5858825341905944,bull,8.517892020089326,6.132882254464315,569,2023-11-29 08:00:00+00:00,2062.768148803711,1.5194529069074338,20.644877600645245,0.006846857827804606,takeprofit
571,2023-11-29 10:00:00+00:00,2059.329198852539,1.467703917266256,3020.9750445743653,1.5104875222871827,0.4654059852179395,bull,20.401829310825896,14.689317103794645,583,2023-11-29 18:00:00+00:00,2067.8654523925784,1.517507112428073,11.011185647065806,0.0036449111576879003,signal_exit
614,2023-11-30 18:30:00+00:00,2056.37765057373,0.8827183564637755,1814.2951524070795,0.9071475762035398,0.5498734800512413,bear,13.830457414899474,9.95792933872762,622,2023-12-01 00:00:00+00:00,2060.46925,0.9094070149520742,2.7023229059133262,0.0014894615698708524,signal_exit
634,2023-12-01 12:00:00+00:00,2056.327698852539,1.177196023844838,2419.49104528857,1.209745522644285,0.5129893035445321,neutral,9.999912806919642,7.199937220982143,637,2023-12-01 14:30:00+00:00,2064.5671755981443,1.2152001350373514,8.484279128450877,0.0035066379538672633,takeprofit
646,2023-12-01 19:00:00+00:00,2088.0434999999998,1.4501898259187609,3026.546166692454,1.513273083346227,0.5098559982968762,bull,24.63385445731035,17.736375209263453,667,2023-12-02 14:00:00+00:00,2105.8785017895502,1.5269617889581244,24.337176351490506,0.008041237440659056,takeprofit
703,2023-12-04 02:00:00+00:00,2109.254051147461,1.4388546665067226,3033.393337672897,1.5166966688364485,0.457618163510797,bull,115.8342328752789,83.40064767020081,731,2023-12-04 23:00:00+00:00,2051.3737023925783,1.475814312218367,-84.7572242172176,-0.027941389322836744,signal_exit
748,2023-12-05 15:00:00+00:00,2035.317198852539,0.8870405808050534,1804.5066968442486,0.9022533484221243,0.49825026637030834,bear,19.01792253766749,13.692904227120593,765,2023-12-06 04:00:00+00:00,2038.0804255981445,0.9039300222249943,1.547164235093124,0.0008573890237142543,signal_exit
770,2023-12-06 09:00:00+00:00,2039.6192755737302,0.8852265291944595,1804.6227808038493,0.9023113904019247,0.49522598309801147,bear,11.250000000000162,8.100000000000117,774,2023-12-06 13:00:00+00:00,2046.8760744018555,0.9059745015169675,5.517936338166718,0.003057667450983199,signal_exit
791,2023-12-06 23:00:00+00:00,2045.222051147461,1.4720132051820058,3009.0893221574115,1.5045446610787059,0.46376494330543605,bull,10.008980887276987,7.206466238839432,792,2023-12-07 00:00:00+00:00,2044.4772500000001,1.5047487548470968,-2.601105879143998,-0.0008644163069506678,signal_exit
798,2023-12-07 06:00:00+00:00,2047.323198852539,1.469900579202881,3007.8576269953446,1.5039288134976723,0.5430334050221637,bull,7.75899614606593,5.586477225167469,800,2023-12-07 08:00:00+00:00,2048.775148803711,1.5057478889415217,0.6284741852597397,0.0002089441267496244,signal_exit
808,2023-12-07 15:00:00+00:00,2047.023,1.469987776445197,3007.594990606873,1.5037974953034365,0.5701384114550914,bull,13.267800467354828,9.552816336495477,813,2023-12-07 17:30:00+00:00,2045.3268005981445,1.5033026978575177,-3.9966950849983474,-0.0013288674497332813,signal_exit
845,2023-12-08 18:00:00+00:00,2016.207551147461,0.8949816144303017,1803.5669056996699,0.901783452849835,0.7372130895602049,bear,20.732160295758927,14.927155412946428,902,2023-12-11 00:00:00+00:00,2019.4897500000002,0.9037030983902232,2.033804529536611,0.0011276568244345908,signal_exit
923,2023-12-11 17:30:00+00:00,1995.647288360596,0.9043043654827104,1803.7706694934736,0.9018853347467368,0.5785867198857806,bear,14.401844569615037,10.369328090122826,940,2023-12-12 09:00:00+00:00,2000.0994255981443,0.9043493209839317,3.121737818659164,0.0017306733452627854,signal_exit
951,2023-12-12 17:00:00+00:00,1993.8964744262694,0.9052989215909245,1804.170242940578,0.902085121470289,0.5099965208381203,bear,13.125065394810226,9.450047084263364,959,2023-12-12 21:00:00+00:00,1994.0025,0.9025841564498038,-0.8065993188901772,-0.0004470749487451464,signal_exit
967,2023-12-13 05:00:00+00:00,1994.4967499999998,0.9048721744375787,1803.8626797413133,0.9019313398706567,0.7105321844618988,bear,5.13397216796875,3.987,968,2023-12-13 06:00:00+00:00,1988.3053988037111,0.8995811148307457,-6.5019625345231375,-0.0036044664638527615,stop
969,2023-12-13 07:00:00+00:00,1995.0970255737302,0.9039315986723659,1802.5299788439222,0.9012649894219611,0.6581540659834229,bear,6.571426391601603,4.731427001953155,971,2023-12-13 09:00:00+00:00,1996.50125,0.9023502833319386,0.36697254720098993,0.00020358748620444742,signal_exit
980,2023-12-13 17:00:00+00:00,1998.09852557373,0.9025255762048163,1802.4338062043228,0.9012169031021614,0.45784916162004285,bear,9.366095406668567,6.743588692801369,981,2023-12-13 18:30:00+00:00,2012.0934255981444,0.907982889157944,11.722772319305426,0.006503857328326508,takeprofit
984,2023-12-13 20:00:00+00:00,2040.4197244262693,1.474601733008587,3007.3028102987314,1.5036514051493657,0.7193973573267618,bull,22.535781860351683,16.22576293945321,989,2023-12-14 00:00:00+00:00,2051.173851196289,1.5123322578379725,14.345721714226709,0.004770295051465626,signal_exit
991,2023-12-14 02:00:00+00:00,2048.52375,1.4706497833413696,3011.1554313914544,1.5055777156957273,0.6029534299286468,bull,27.321504865374045,19.67148350306931,994,2023-12-14 05:00:00+00:00,2048.6751011962892,1.5064417968555905,-1.283857192824137,-0.00042636696181135584,signal_exit
997,2023-12-14 08:00:00+00:00,2052.225551147461,1.4675890564442864,3010.3186009188985,1.5051593004594492,0.6945826471559553,bull,17.133930751255743,12.336430140904136,1003,2023-12-14 14:00:00+00:00,2056.971,1.5093940645116302,5.454974739391114,0.0018120921611838644,signal_exit
1012,2023-12-14 18:30:00+00:00,2047.9735482788085,1.4712149479936376,3011.5035455505777,1.505751772775289,0.4825643657953871,bull,17.72314889090406,12.760667201450923,1015,2023-12-14 20:00:00+00:00,2050.074547607422,1.5080501594706668,1.5829714585102472,0.0005256415722468761,signal_exit
1022,2023-12-15 02:00:00+00:00,2051.225051147461,1.4688941484633917,3011.5267114562985,1.5057633557281493,0.5027854876522266,bull,10.464455740792534,7.534408133370624,1028,2023-12-15 08:00:00+00:00,2053.672601196289,1.508313833378411,2.0868781114168495,0.0006929635070072773,signal_exit
1035,2023-12-15 14:30:00+00:00,2049.5243110656734,1.1761585379152475,2409.360836706404,1.204680418353202,0.45238017831489263,neutral,11.874989100865037,8.549992152622826,1038,2023-12-15 16:00:00+00:00,2047.1758511962892,1.2039016779992149,-3.9660628043267705,-0.0016461057820415053,signal_exit
1045,2023-12-15 19:30:00+00:00,2033.566262786865,0.8885832597459763,1806.0898937497204,0.9030449468748603,0.47546231740114053,bear,17.178497314453086,12.36851806640622,1048,2023-12-15 21:00:00+00:00,2032.7831488037111,0.9031485383603458,-1.5990105142639996,-0.0008853438136150621,signal_exit
1129,2023-12-19 03:00:00+00:00,2037.7183011474608,1.4775859372640103,3009.399206277859,1.5046996031389295,0.4510639841668205,bull,11.68757847377224,8.415056501116013,1139,2023-12-19 13:00:00+00:00,2042.6781011962892,1.509116218342394,5.819414585447879,0.00193374630168975,signal_exit
1150,2023-12-19 19:00:00+00:00,2054.0265,1.4664849589734785,3010.6936207725516,1.505346810386276,0.49716999724959976,bull,13.723155430385003,9.880671909877202,1153,2023-12-19 20:30:00+00:00,2052.723125,1.5051437938747678,-3.41652362727672,-0.0011347961824159415,signal_exit
1160,2023-12-20 03:00:00+00:00,2054.626897705078,1.46533741553462,3009.2170596412525,1.5046085298206262,0.48272540465202063,bull,6.089303152901867,4.384298270089344,1161,2023-12-20 05:00:00+00:00,2053.47275,1.5045152261778842,-3.195731041482415,-0.001061980900062888,signal_exit
1183,2023-12-20 20:30:00+00:00,2044.6718494262693,0.8830690935838393,1804.6841746619173,0.9023420873309587,0.47587336747862086,bear,12.482147216796875,8.98714599609375,1189,2023-12-21 02:00:00+00:00,2047.8754523925782,0.9042077597584545,1.9247950079023135,0.0010665550432185163,signal_exit
1223,2023-12-22 05:00:00+00:00,2061.0299999999997,1.460249365847589,3008.1136936460334,1.5040568468230167,0.4698990446014728,bull,10.455278669084823,7.527800641741072,1229,2023-12-22 11:00:00+00:00,2071.563797607422,1.5124998608845308,13.869471415321073,0.004610687237193602,takeprofit
1249,2023-12-23 00:00:00+00:00,2065.8811762069704,1.4586169158132163,3011.8233180165826,1.5059116590082913,0.4618383239611452,bull,9.335187639509124,6.721335100446569,1325,2023-12-26 04:00:00+00:00,2072.6469563186643,1.51159895549759,8.357082364091497,0.002774758503959987,takeprofit
1343,2023-12-26 18:00:00+00:00,2070.4346022949217,0.8738413486387038,1808.3272015368643,0.9041636007684322,0.5047348344032645,bear,8.758893694196265,6.306403459821311,1347,2023-12-26 20:00:00+00:00,2078.560297607422,0.9081659668440675,6.192402583658363,0.0034243817039281126,takeprofit
1364,2023-12-27 12:00:00+00:00,2080.3396988525387,1.4502308806381567,3015.465140922974,1.507732570461487,0.4751739637892429,bull,7.94647216796875,5.7214599609375005,1367,2023-12-27 14:30:00+00:00,2085.007023803711,1.5118707861337992,5.256827988029314,0.0017432892579949716,signal_exit
1378,2023-12-27 20:00:00+00:00,2090.944852294922,1.4434135654847602,3016.589869548244,1.5082949347741221,0.45204698150347356,bull,14.88396780831457,10.71645682198649,1384,2023-12-28 01:00:00+00:00,2095.8514523925783,1.5125902088121923,5.56966293255379,0.0018463441082190886,signal_exit
1394,2023-12-28 11:00:00+00:00,2086.342698852539,1.4471818008365245,3017.8082799475783,1.5089041399737892,0.5146563612978008,bull,9.482160295758929,6.827155412946429,1397,2023-12-28 14:00:00+00:00,2087.6556011962894,1.5106085962328517,0.3893997819182904,0.00012903396962150776,signal_exit
1413,2023-12-28 23:00:00+00:00,2077.53825,0.871891864764795,1810.4834571840968,0.9052417285920484,0.5192226146056891,bear,9.732208251953125,7.00718994140625,1417,2023-12-29 03:00:00+00:00,2077.660601196289,0.9057476879626887,-0.7990706752741101,-0.0004413576230720884,signal_exit
1429,2023-12-29 14:30:00+00:00,2074.1865994262694,0.8731527673512262,1810.1766809514008,0.9050883404757004,0.5542795217877066,bear,10.160784040178651,7.31576450892863,1432,2023-12-29 16:00:00+00:00,2074.6621011962893,0.9057484774891248,-0.4905627911159184,-0.0002710027127617654,signal_exit
1434,2023-12-29 17:00:00+00:00,2077.038,0.8718330750229838,1809.9254637477143,0.9049627318738571,0.46814505319367594,bear,11.750161307198823,8.460116141183153,1434,2023-12-29 17:00:00+00:00,2074.962,0.9045102505079202,-2.714435714255652,-0.0014997500000000095,signal_exit
1443,2023-12-29 22:00:00+00:00,2072.9785188812257,0.8732259367503564,1809.273972027411,0.9046369860137056,0.5056036093852743,bear,9.80947113037116,7.062819213867234,1465,2023-12-30 20:00:00+00:00,2074.0399819915774,0.9055527530661438,0.021344365796681863,1.1797199388638798e-05,signal_exit
1545,2024-01-02 21:00:00+00:00,2068.633897705078,0.8749830208493959,1809.1149793557718,0.9045574896778859,0.5407454561102074,bear,14.892643519810026,10.722703334263219,1550,2024-01-03 02:00:00+00:00,2071.9635000000003,0.9064664411598439,2.0068790330781416,0.0011093153591557757,signal_exit
1565,2024-01-03 15:30:00+00:00,2041.5202499999998,0.8867010032999678,1809.3133972335843,0.9046566986167922,0.8303752828079414,bear,18.705335344587134,13.467841448102737,1585,2024-01-04 06:00:00+00:00,2053.5727976074218,0.9104525299940114,9.776553525827701,0.005403460528604895,signal_exit
1622,2024-01-05 12:00:00+00:00,2047.9234744262694,0.8847087386111425,1810.910338662482,0.905455169331241,0.4939509710529848,bear,7.42861066545763,5.348599679129494,1623,2024-01-05 14:00:00+00:00,2053.1728511962892,0.908229981666256,3.735939519032552,0.0020630173892495834,signal_exit
1701,2024-01-08 13:00:00+00:00,2026.2125511474608,0.8944399908746079,1811.4198258454282,0.9057099129227142,0.5050486602458457,bear,12.7679007393972,9.192888532365984,1703,2024-01-08 14:30:00+00:00,2035.8316116027831,0.9104646040521159,7.693207741828907,0.004247059479013002,takeprofit
1714,2024-01-08 20:00:00+00:00,2034.4167244262694,0.8914338318536001,1812.6415754546317,0.9063207877273158,0.4534129072981765,bear,14.267807006835815,10.272821044921788,1729,2024-01-09 10:00:00+00:00,2040.3793244018557,0.909431579793203,4.405831764253822,0.002430613875304492,signal_exit
1772,2024-01-10 18:30:00+00:00,2030.2646249999998,0.8935673216362726,1813.2714874304063,0.9066357437152032,0.47052901370760236,bear,11.93749564034594,8.594996861049077,1786,2024-01-11 06:00:00+00:00,2037.2808988037111,0.9102238180823852,5.359289172566606,0.0029555911564910086,signal_exit
1798,2024-01-11 16:30:00+00:00,2020.6598494262694,1.1976153908638343,2418.7639533968,1.2093819766984,0.5693792026607678,neutral,20.73214939662376,14.927147565569108,1809,2024-01-11 23:00:00+00:00,2038.48025,1.2206576606859783,20.121328337772333,0.008318847446653434,takeprofit
1810,2024-01-12 00:00:00+00:00,2036.4177244262694,0.8929336216922746,1817.477115392593,0.9087385576962965,0.6088306064391225,bear,16.8035343715124,12.098544747488928,1819,2024-01-12 10:00:00+00:00,2049.4747500000003,0.9150224555421848,10.744034678538101,0.005911510294982329,takeprofit
1830,2024-01-12 17:30:00+00:00,2051.12502557373,1.478990854396737,3032.0791144905747,1.5160395572452874,0.545610241403222,bull,18.50898742675785,13.326470947265655,1837,2024-01-12 21:00:00+00:00,2052.573297607422,1.5178685675701642,0.6241125249383943,0.00020583649086057987,signal_exit
1915,2024-01-16 03:00:00+00:00,2053.530255908203,1.477128195906488,3031.8115363808824,1.5159057681904413,0.5033954561024505,bull,7.030322265624866,5.061832031249904,1915,2024-01-16 03:00:00+00:00,2051.4777519042973,1.515147815306346,-4.546959351686592,-0.00149974999999979,signal_exit
1933,2024-01-16 17:30:00+00:00,2029.61427557373,0.8961824055932196,1817.9956061069518,0.9089978030534759,0.6067531677517504,bear,17.22324916294651,12.400739397321487,1941,2024-01-16 22:00:00+00:00,2030.4842500000002,0.9098421298420722,-0.13018635570264414,-7.160982967468479e-05,signal_exit
1949,2024-01-17 06:00:00+00:00,2023.311198852539,0.8988817233188283,1817.8085529583757,0.9089042764791878,0.5556539526064632,bear,8.946424211774513,6.44142543247765,1954,2024-01-17 11:00:00+00:00,2025.9865000000002,0.9105611182703408,1.4942181875563099,0.0008219887540547426,signal_exit
1965,2024-01-17 18:00:00+00:00,2008.7038011474608,0.9054709138192043,1817.9139094623695,0.9089569547311848,0.5115535157504614,bear,17.51779828752778,12.612814767020001,1996,2024-01-18 18:00:00+00:00,2022.0884255981443,0.915471127274794,11.203917005212508,0.006163062478864007,takeprofit
1997,2024-01-18 18:30:00+00:00,2023.6612883605958,1.4994907960837283,3032.9450037857605,1.5164725018928802,0.5781034158326177,bull,11.40183585030692,8.209321812220983,2004,2024-01-18 23:00:00+00:00,2024.6871011962892,1.5179998365966398,0.020197069029951775,6.65922692457052e-06,signal_exit
2008,2024-01-19 03:00:00+00:00,2025.7123011474607,1.4977508738520613,3032.4961211559016,1.516248060577951,0.5296617636129135,bull,7.723181588309193,5.560690743582619,2014,2024-01-19 09:00:00+00:00,2030.9840000000002,1.5209540303897775,6.374737532685838,0.002102142023600007,signal_exit
2021,2024-01-19 15:00:00+00:00,2031.0149999999999,1.4945584571416424,3033.953667997534,1.516976833998767,0.4949196645030429,bull,12.401809692382894,8.929302978515684,2026,2024-01-19 17:30:00+00:00,2029.6846011962891,1.5167411430240376,-3.5050999264814804,-0.0011552911843887555,signal_exit
2033,2024-01-19 21:00:00+00:00,2032.815948852539,1.4924928497360777,3032.44704496939,1.516223522484695,0.4833588955425432,bull,11.53572082519523,8.305718994140566,2033,2024-01-19 21:00:00+00:00,2030.784148803711,1.5154654107234529,-4.547912455692101,-0.0014997499999997554,signal_exit
2092,2024-01-22 08:00:00+00:00,2024.811948852539,0.8984962143658842,1818.376682505562,0.909188341252781,0.5361810853250046,bear,9.157078334263531,6.593096400669743,2096,2024-01-22 12:00:00+00:00,2030.3843244018556,0.9121463145914503,4.094612021494345,0.002251795274812,signal_exit
2112,2024-01-22 21:00:00+00:00,2024.1115255737302,0.8990905445694521,1818.9500587680056,0.9094750293840028,0.7093754560472127,bear,7.883932931082468,5.676431710379377,2120,2024-01-23 05:00:00+00:00,2030.8840744018555,0.912974334205696,5.176160279796509,0.002845685759675215,takeprofit
2131,2024-01-23 15:00:00+00:00,2027.51325,1.4966017453023106,3032.8634368551325,1.5164317184275662,0.5145626753603547,bull,12.633961268833826,9.096452113560355,2140,2024-01-23 19:30:00+00:00,2029.5347127990724,1.5187025966633578,1.5066221564921156,0.0004967655774354211,signal_exit
2149,2024-01-24 03:00:00+00:00,2026.7128011474608,1.497191374384953,3032.860493986552,1.516430246993276,0.5810580165787254,bull,7.366060529436302,5.303563581194138,2155,2024-01-24 09:00:00+00:00,2030.8840744018555,1.5203110592851135,4.724883277397176,0.001557896674365836,signal_exit
2170,2024-01-24 19:00:00+00:00,2013.9064744262694,0.9043140721642523,1820.2938179374037,0.9101469089687019,0.4587506327402433,bear,15.991145542689774,11.513624790736637,2208,2024-01-26 01:00:00+00:00,2020.789148803711,0.9137140320700086,5.310385261574704,0.0029173231317084648,signal_exit
2213,2024-01-26 06:00:00+00:00,2022.2105511474608,1.5016540543857146,3035.1431014014547,1.5175715507007275,0.5288630276254447,bull,6.508963448660471,4.686453683035539,2217,2024-01-26 11:00:00+00:00,2022.288398803711,1.5183887866003938,-1.4014885379677475,-0.00046175369369589876,signal_exit
2227,2024-01-26 17:30:00+00:00,2017.558262786865,1.5046824535680046,3034.267383374854,1.517133691687427,0.5655780923622113,bull,10.45534406389513,7.527847726004493,2289,2024-01-29 06:00:00+00:00,2026.986,1.5249851339139977,12.660765627540531,0.004172593917368823,takeprofit
2299,2024-01-29 15:00:00+00:00,2025.4122244262694,1.500499128789928,3037.61047295561,1.518805236477805,0.562962909632631,bull,13.214285714285797,9.514285714285773,2302,2024-01-29 16:30:00+00:00,2026.2363750000002,1.5201829577049812,-0.2835457398300951,-9.334499678433216e-05,signal_exit
2306,2024-01-29 18:30:00+00:00,2026.4627372131347,1.4994543184767986,3037.0697676627174,1.5185348838313588,0.5412029535858951,bull,14.892872401646326,10.722868129185356,2310,2024-01-29 20:30:00+00:00,2031.2338750000001,1.522871202852556,5.631231955710419,0.0018541661491181776,signal_exit
2317,2024-01-30 03:00:00+00:00,2031.815448852539,1.4961116327220583,3038.3035767842816,1.5191517883921408,0.5087985348307169,bull,9.749995640345901,7.019996861049049,2322,2024-01-30 08:00:00+00:00,2055.571797607422,1.5376824391479285,34.004467284034845,0.011191925502067481,takeprofit
2334,2024-01-30 17:00:00+00:00,2053.226051147461,1.4852593528678508,3048.049171432974,1.5240245857164871,0.5005546601694357,bull,62.59819030761723,45.070697021484406,2340,2024-01-30 20:00:00+00:00,2053.272898803711,1.5248213884691482,-1.455240468863734,-0.00047743339658119235,signal_exit
2349,2024-01-31 04:00:00+00:00,2053.626397705078,1.4845343695520512,3047.1553919166,1.5235776959583,0.47971701170686476,bull,10.767691476004464,7.752737862723214,2358,2024-01-31 13:00:00+00:00,2059.070047607422,1.5283801274941982,6.552905248344235,0.0021504992051693786,signal_exit
2373,2024-01-31 21:00:00+00:00,2058.7288011474607,1.481588308560769,3048.6641901823155,1.5243320950911579,0.540986502934665,bull,19.50897216796883,14.04645996093756,2378,2024-02-01 02:00:00+00:00,2063.267898803711,1.5284567981481612,5.196617220767914,0.001704555469737435,signal_exit
2388,2024-02-01 12:00:00+00:00,2052.125647705078,0.8921356532150498,1829.8595254320112,0.9149297627160056,0.6496123042169633,bear,9.928523472377233,7.1485369001116075,2390,2024-02-01 14:00:00+00:00,2062.668101196289,0.920089876913299,8.48520875495782,0.004637082047571138,takeprofit
2422,2024-02-02 14:30:00+00:00,2053.076073852539,1.4873111701932582,3052.0369594176914,1.5260184797088456,0.5270093467094448,bull,13.0892726353237,9.424276297433066,2435,2024-02-02 21:00:00+00:00,2056.071547607422,1.5290090897365292,2.9261924859215367,0.0009587670545378438,signal_exit
2487,2024-02-05 01:00:00+00:00,2055.327198852539,0.8915319882392533,1831.4742069717333,0.9157371034858667,0.805782700138777,bear,9.075816127231958,6.53458761160701,2487,2024-02-05 01:00:00+00:00,2053.272898803711,0.9152792349341238,-2.7467534419056303,-0.0014997499999998762,signal_exit
2492,2024-02-05 06:00:00+00:00,2048.12352557373,0.8943456501920639,1830.8149586735633,0.9154074793367817,0.4512551716335984,bear,9.87403390066971,7.109304408482191,2495,2024-02-05 09:00:00+00:00,2037.780648803711,0.9112401296515804,-10.161346979390622,-0.005550176947839983,stop
2496,2024-02-05 10:00:00+00:00,2041.6202755737302,0.8962173697693323,1828.8211428709924,0.9144105714354962,0.4895641103039521,bear,10.489720807756678,7.552598981584808,2499,2024-02-05 13:00:00+00:00,2030.8840744018555,0.910056791733428,-10.53202676730523,-0.005758915686403005,stop
2500,2024-02-05 14:00:00+00:00,2040.9199744262694,0.895514859692565,1826.760784150019,0.9133803920750095,0.6078182698669694,bear,12.375030517578207,8.91002197265631,2506,2024-02-05 17:00:00+00:00,2040.979,0.9138635114102358,-0.8610052330325375,-0.0004713289449297863,signal_exit
