Date,Close,Open,High,Low,Volume,BTC-USD,DX-Y.NYB,ETH-USD,^GSPC,^IXIC,^VIX,Return,LogReturn,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI_14,ATR_14,Volatility_20,Momentum_10,Gold_DX-Y.NYB_Ratio,Corr_DX-Y.NYB_24h,Gold_^GSPC_Ratio,Corr_^GSPC_24h,Gold_BTC-USD_Ratio,Corr_BTC-USD_24h,Lag_Return_1h,Lag_Return_6h,MA_diff,Rolling_Zscore_24h,Gold_^IXIC_Ratio,Corr_^IXIC_24h,Hour,DayOfWeek,Hour_Sin,Hour_Cos,SMA_60,ATR,vol_24h,momentum_ok,buy_prob,equity,strategy_ret
2025-08-20 00:00:00+00:00,3358.39990234375,3356.5,3359.300048828125,3355.0,4228.0,113238.5,98.3270034790039,4109.81640625,6411.7998046875,21309.650390625,15.56999969482422,,0.0004764872401498,,3373.89400390625,,,,-5.202626288552186,,4.364275251116071,0.0007389344050444,-0.0008033665270436,34.155417630574526,-0.9712800957526848,0.5237842733899344,0.9370283156972834,0.0296577568787478,0.9687833251616657,-0.0007442026504516,-0.0005651611896795,-9.569003906250146,-0.927652279090238,,,,,,,,5.333414713541667,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 01:00:00+00:00,3357.5,3358.199951171875,3360.10009765625,3353.39990234375,5912.0,112979.859375,98.38899993896484,4108.708984375,6411.7998046875,21309.650390625,15.56999969482422,,-0.0002679915907686,,3373.39400390625,3358.39990234375,3358.39990234375,,-5.19946854000389,,4.435721261160714,0.0006929113652749,-0.0010711069446459,34.1247493922904,-0.956676594940839,0.5236439224165693,0.9318722108881136,0.0297176861304646,0.967629926479132,0.0004766007782273,0.0,-10.163999023437556,-0.9424012540572576,,,,,,,,5.333414713541667,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 02:00:00+00:00,3356.0,3357.300048828125,3359.199951171875,3354.199951171875,3880.0,113457.5234375,98.41400146484376,4140.16064453125,6411.7998046875,21309.650390625,15.56999969482422,-0.00026795568422988136,-0.0004468608102958,,3372.86400390625,3358.2614558293267,3358.3332429108796,0.0,-5.190808827042313,,4.242867606026786,0.0006929378523954,-0.0016955561931956,34.10083845740201,-0.9433182914054152,0.5234099787431145,0.923455559854814,0.0295793517987295,0.9557220385202588,-0.0002679556842298,-0.0002679166829254,-10.728994140625218,-1.0284212469874945,,,,,,,,5.333414713541667,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 03:00:00+00:00,3359.60009765625,3355.89990234375,3360.89990234375,3355.89990234375,2778.0,113541.34375,98.35700225830078,4143.3271484375,6411.7998046875,21309.650390625,15.56999969482422,-0.00044676098287421695,0.0010721597321953,,3372.4700048828126,3357.913539547892,3358.1604101026664,-0.07178708155288405,-5.109886187046376,,4.050013950892857,0.0007578870246521,-0.0006246403742525,34.15720270404557,-0.9235961672158828,0.5239714587901142,0.9264508073407024,0.029589222627345,0.9554136553702572,-0.0004467609828742,0.0,-11.249985351562827,-0.5924276203761132,,,,,,,,5.333414713541667,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 04:00:00+00:00,3360.800048828125,3359.89990234375,3363.5,3359.5,2373.0,113594.2578125,98.35700225830078,4168.37353515625,6411.7998046875,21309.650390625,15.56999969482422,0.0010727347009087396,0.0003571070646007,,3372.1000048828123,3358.173010026101,3358.2670536251544,-0.2468705547744321,-4.9571216584926034,60.00162757416586,3.9071568080357135,0.0005483549155426,0.0002976367597675,34.16940266065388,-0.8886341393539315,0.5241586061135242,0.921953876001959,0.0295860029680894,0.9405096742963548,0.0010727347009087,0.0001191302200151,-11.304985351562207,-0.3765457509900295,,,,,,,,5.25006103515625,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 05:00:00+00:00,3365.89990234375,3360.800048828125,3366.5,3360.300048828125,2871.0,113692.9921875,98.30999755859376,4180.435546875,6411.7998046875,21309.650390625,15.56999969482422,0.0003571708349192626,0.001516302058889,3358.460009765625,3371.8060009765627,3358.5771698417975,3358.4546828994485,-0.09404359905329329,-4.674672727740557,66.6677969179653,3.9214390345982144,0.0006602847436707,0.0018155406354471,34.23761521405821,-0.8479876820231543,0.5249539917572089,0.8809476746581064,0.0296051659610046,0.9183822061630004,0.0003571708349192,-0.0007442026504516,-11.180988769531268,0.5290301889082755,,,,,,,,5.000048828125,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 06:00:00+00:00,3365.60009765625,3366.0,3368.5,3364.800048828125,4563.0,113676.25,98.3270034790039,4183.07275390625,6411.7998046875,21309.650390625,15.56999969482422,0.0015174522261161005,-8.90751504711632e-05,3359.699991861979,3371.5060009765625,3359.7037440728673,3359.006180636063,0.12248694234904178,-4.319875249723623,80.48828897085352,3.9500034877232144,0.0006344461119807,0.001994758851797,34.228644668768666,-0.7708125812077116,0.5249072334839338,0.8104561020951397,0.0296068888411312,0.880648490481035,0.0015174522261161,0.0004766007782273,-10.925983886718768,0.6683360624301743,,,,,,,,5.200032552083333,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 07:00:00+00:00,3367.800048828125,3365.60009765625,3370.10009765625,3364.10009765625,4397.0,113451.265625,98.2750015258789,4184.9072265625,6411.7998046875,21309.650390625,15.970000267028809,-8.907118339773756e-05,0.0006534443824204,3360.5428641183034,3371.28400390625,3360.6108753933877,3359.494618933855,0.6975634368041028,-3.893385368387408,78.57308940608021,4.142857142857143,0.0006517606122495,0.0026497206654372,34.26914232783945,-0.6466900145279629,0.5252503432563137,0.6426027392985446,0.0296849932016652,0.7355523531370828,-8.907118339773756e-05,-0.0002679556842298,-10.638984374999836,1.5210813063665864,,,,,,,,4.985735212053571,0.0010453107989242488,False,0.5735603594841132,10000.0,0.0
2025-08-20 08:00:00+00:00,3368.10009765625,3367.699951171875,3368.800048828125,3363.60009765625,4688.0,114021.1875,98.31500244140624,4235.982421875,6411.7998046875,21309.650390625,16.0,0.0006536579237108597,8.908945257457225e-05,3361.4500122070312,3371.0680078125,3361.716902075655,3360.10983596306,1.1162564595329059,-3.4306564652681306,81.75819458677691,4.314278738839286,0.0005279926575935,0.0026196078647975,34.25825133255037,-0.4933037763146177,0.5252971396063586,0.5011261544917707,0.02953924767383,0.7336362866267576,0.0006536579237108,-0.0004467609828742,-10.072988281250218,1.6497998033102002,,,,,,,,5.112518310546875,0.0010453107989242488,False,0.5649240734284723,10000.0,0.0
2025-08-20 09:00:00+00:00,3368.60009765625,3368.0,3370.39990234375,3366.60009765625,5231.0,113669.8828125,98.26100158691406,4223.23291015625,6411.7998046875,21309.650390625,15.890000343322754,8.909342115770436e-05,0.0001484406271383,3362.188910590278,3370.85201171875,3362.698932164977,3360.701707199593,1.607066112595021,-2.953674291074528,82.12068292117885,4.385689871651786,0.0005274945059359,0.0035152671164444,34.28216697337937,-0.3698579556519958,0.5253751208308436,0.3060492065887291,0.02963493947806,0.6956308257849134,8.909342115770436e-05,0.0010727347009087,-9.481992187500056,1.8158411046333451,,,,,,,,5.122233072916667,0.0010453107989242488,False,0.5714827390713793,10000.0,0.0
