side,entry_idx,entry_date,entry_price,units,invest,fee_entry,confidence,regime,stop_distance,tp_distance,dd_factor,exit_idx,exit_date,exit_price,fee_exit,pnl,return,exit_reason
long,1,2023-11-08 22:00:00+00:00,1957.1280383605958,5.1120825024717185,10000.0,5.0,0.1754390960326042,neutral,2.1000732421875,10.5003662109375,1.0,5.0,2023-11-09 02:00:00+00:00,1954.1224255981444,4.9948175297939335,-20.3597579419273,-0.00203597579419273,stop
long,6,2023-11-09 03:00:00+00:00,1955.1770511474608,5.104206576239336,9974.640242058073,4.987320121029036,0.14468214208823582,neutral,3.2486153738839287,16.243076869419642,1.0,11.0,2023-11-09 09:00:00+00:00,1950.824148803711,4.978704724705203,-27.196817493399685,-0.002726596331637536,stop
long,12,2023-11-09 10:00:00+00:00,1952.9759999999999,5.093471364981376,9942.456104443645,4.971228052221822,0.1783384378001498,neutral,3.493860802283654,17.46930401141827,1.0,47.0,2023-11-10 14:00:00+00:00,1945.9265744018555,4.9557606425360765,-40.86180806625005,-0.00410983037159072,stop
long,48,2023-11-10 14:30:00+00:00,1947.6233494262694,5.0839251761774875,9896.623068325172,4.9483115341625865,0.1754390960326042,neutral,4.907121930803552,24.535609654017758,1.0,52.0,2023-11-10 16:30:00+00:00,1941.4288244018555,4.935039439066628,-36.42754116514598,-0.003680805150772575,stop
long,53,2023-11-10 17:00:00+00:00,1941.9705,5.0774071177876685,9855.247215625865,4.927623607812932,0.1319016561909543,neutral,6.484287806919624,32.421439034598116,1.0,180.0,2023-11-15 10:00:00+00:00,1976.0115,5.016507427465144,167.82350826914572,0.017028848145286022,takeprofit
long,181,2023-11-15 11:00:00+00:00,1977.788448852539,5.067858586014349,10018.143100287198,5.009071550143599,0.20822349527141415,neutral,2.781424386160675,13.907121930803376,1.0,182.0,2023-11-15 12:00:00+00:00,1974.4123244018556,5.003021225276246,-22.112742510125248,-0.002207269579678027,stop
long,183,2023-11-15 13:00:00+00:00,1970.3847244262695,5.073129461953504,9991.021286226929,4.995510643113465,0.14468214208823582,neutral,3.917138671874961,19.585693359374805,1.0,184.0,2023-11-15 14:00:00+00:00,1960.0195,4.971716335726688,-57.5558417523929,-0.005760756593696403,stop
long,185,2023-11-15 14:30:00+00:00,1964.8819744262694,5.055486435361505,9928.469933831422,4.964234966915711,0.12900231442340893,neutral,5.369991629464226,26.849958147321132,1.0,241.0,2023-11-17 09:00:00+00:00,1993.1029255981443,5.038052402320376,137.63258344009404,0.013862416299525547,takeprofit
long,242,2023-11-17 10:00:00+00:00,1995.6973011474608,5.0439356938840545,10061.1382823046,5.0305691411523,0.18190366393885338,neutral,3.360011509486607,16.800057547433035,1.0,243.0,2023-11-17 11:00:00+00:00,1990.6041755981444,5.020239726847062,-30.70963747847723,-0.003052302494687797,stop
long,244,2023-11-17 12:00:00+00:00,1992.3957244262695,5.0343466670564005,10025.39807568497,5.012699037842485,0.14468214208823582,neutral,3.831424386160675,19.157121930803378,1.0,245.0,2023-11-17 13:00:00+00:00,1986.306398803711,4.999877499285132,-35.655653651832466,-0.00355653245713102,stop
long,246,2023-11-17 14:00:00+00:00,1983.8914744262695,5.035417620687021,9984.729722995295,4.992364861497648,0.14468214208823582,neutral,4.7657017299106945,23.828508649553473,1.0,285.0,2023-11-19 00:00:00+00:00,1979.000005,4.982545748258351,-29.61313708834671,-0.002965842632690025,stop
long,286,2023-11-19 01:00:00+00:00,1980.8499299999999,5.025670613601695,9950.124221045451,4.9750621105227255,0.13626886884957412,neutral,3.538795898437476,17.69397949218738,1.0,298.0,2023-11-19 13:00:00+00:00,1977.31085,4.968656516400395,-22.75490687158456,-0.002286896762902295,stop
long,307,2023-11-19 22:00:00+00:00,1978.118565,5.01858464140615,9922.394252063343,4.961197126031672,0.12900231442340893,neutral,5.706020507812485,28.530102539062426,1.0,322.0,2023-11-20 13:00:00+00:00,1969.4148244018556,4.941837495150371,-48.62229638378199,-0.004900258460670526,stop
long,323,2023-11-20 14:00:00+00:00,1973.286198852539,5.003706593435035,9868.810758553529,4.934405379276765,0.1754390960326042,neutral,5.459974888392721,27.299874441963603,1.0,354.0,2023-11-21 14:00:00+00:00,2006.5961755981443,5.02020925710098,161.65314101205217,0.01638020476499092,takeprofit
long,355,2023-11-21 14:30:00+00:00,2008.0535127868652,4.995156849686026,10025.529494186303,5.012764747093152,0.12900231442340893,neutral,6.248552594866129,31.242762974330645,1.0,361.0,2023-11-21 17:30:00+00:00,2001.2988377990723,4.99840079895036,-38.7390618316265,-0.003864041480710906,stop
long,364,2023-11-21 19:00:00+00:00,2003.201051147461,4.985405010006774,9981.777667607585,4.990888833803792,0.12900231442340893,neutral,6.501436941964285,32.50718470982143,1.0,387.0,2023-11-22 15:00:00+00:00,1995.9015744018557,4.97518885425171,-41.36603679221963,-0.004144155296752284,stop
long,391,2023-11-22 17:00:00+00:00,1994.3967244262694,4.984158031653464,9935.420741981561,4.967710370990781,0.12900231442340893,neutral,6.921444266183035,34.60722133091518,1.0,546.0,2023-11-28 15:00:00+00:00,2030.784148803711,5.06087456290728,176.2997988991025,0.017744573025896895,takeprofit
long,547,2023-11-28 15:30:00+00:00,2037.2181122131346,4.963536376544361,10106.752830509673,5.053376415254837,0.16288262096988748,neutral,6.042878069196409,30.214390345982046,1.0,583.0,2023-11-29 18:00:00+00:00,2067.8654523925784,5.131962697374963,146.98722512762427,0.014543466887199204,takeprofit
