side,entry_time,entry_price,units,sl_price,tp_price,trail_stop,entry_commission,entry_prob,exit_time,exit_price,exit_commission,pnl,exit_reason
long,2023-11-29 15:00:00+00:00,2047.741334436035,2.44391218550964,2026.3127368495395,,,2.5022499999999988,0.5571498477140604,2023-12-08 14:00:00+00:00,2025.0969492074298,2.4745795555032175,-55.340888993562714,SL
long,2023-12-10 17:00:00+00:00,2021.6858841323242,2.4754092805806227,2016.018832130371,,,2.5022499999999983,0.5540934397328919,2023-12-11 02:00:00+00:00,2014.8092208310927,2.4937387219223504,-17.022556155296574,SL
short,2023-12-11 11:00:00+00:00,2008.0973411865232,2.4891721618666836,2015.01704699707,,,2.4992499999999986,0.4502427109154521,2023-12-13 18:30:00+00:00,2016.2260572252683,2.5093668868376806,-20.233773675363516,SL
long,2023-12-13 20:00:00+00:00,2031.0262311279296,2.4640252909095866,2020.1779841448101,,,2.502249999999999,0.566930696657062,2024-01-11 16:00:00+00:00,2018.965877354323,2.4873914916422573,-29.717016715483272,SL
long,2024-01-12 11:00:00+00:00,2052.4456377441406,2.438310622200198,2046.8688925746374,,,2.502249999999999,0.5571498477140604,2024-01-12 17:00:00+00:00,2045.6407712390924,2.4939538108590424,-16.592378281913525,SL
long,2024-01-12 17:30:00+00:00,2052.4455155639644,2.4383107673505657,2042.0901296473908,,,2.5022499999999988,0.566930696657062,2024-01-16 11:00:00+00:00,2040.8648755696022,2.4881314004044666,-28.23719919106388,SL
short,2024-01-17 15:00:00+00:00,2014.5953911865233,2.481143370955526,2023.5203702601839,,,2.4992499999999986,0.4502427109154521,2024-01-18 18:00:00+00:00,2024.73448248234,2.5118282695780625,-25.156539156128158,SL
long,2024-01-18 22:00:00+00:00,2027.8233999999998,2.4679170779861788,2021.9412479875834,,,2.5022499999999988,0.566930696657062,2024-01-22 06:00:00+00:00,2020.7280832387908,2.4934946732956442,-17.510653408709288,SL
long,2024-01-23 15:30:00+00:00,2027.2729172180175,2.468587212651942,2019.7461118852887,,,2.5022499999999988,0.566930696657062,2024-01-24 15:00:00+00:00,2018.5342642181574,2.4914639364743705,-21.572127051257056,SL
long,2024-01-24 15:30:00+00:00,2022.6187077819823,2.47426763173172,2015.2097569763182,,,2.5022499999999988,0.5638742886758935,2024-01-24 15:30:00+00:00,2014.0006311221323,2.491588285936374,-21.32342812724941,SL
long,2024-01-24 16:00:00+00:00,2017.9144655639643,2.4800357425463746,2009.7447900094162,,,2.5022499999999988,0.5638742886758935,2024-01-25 13:00:00+00:00,2008.5389431354104,2.490624184636069,-23.251630727858984,SL
long,2024-01-26 10:00:00+00:00,2022.4185155639643,2.4745125509318533,2018.8559894060404,,,2.5022499999999988,0.5540934397328919,2024-01-26 13:00:00+00:00,2017.6446758123966,2.4963435368093028,-11.812926381391724,SL
long,2024-01-26 14:00:00+00:00,2026.3220499999998,2.4697456162015303,2022.5827616699216,,,2.5022499999999988,0.5498083575770955,2024-01-26 14:00:00+00:00,2021.3692120129197,2.4961338750468247,-12.232249906347493,SL
long,2024-01-26 14:30:00+00:00,2024.1200577819823,2.4724323938985595,2019.555774683489,,,2.5022499999999988,0.566930696657062,2024-01-26 14:30:00+00:00,2018.344041218679,2.4951095947705957,-14.280810458805712,SL
long,2024-01-26 15:00:00+00:00,2021.9180655639643,2.4751250237254867,2016.7537850812635,,,2.5022499999999988,0.5638742886758935,2024-01-26 15:00:00+00:00,2015.5437328102146,2.4943613647458194,-15.777270508358974,SL
long,2024-01-26 15:30:00+00:00,2020.2666172180175,2.4771482918880188,2014.7648406590051,,,2.502249999999999,0.5640313149340065,2024-02-13 14:00:00+00:00,2013.5559817546095,2.4939383804121666,-16.623239175664107,SL
long,2024-02-15 14:00:00+00:00,2017.1138188720702,2.4810201353924657,2013.781717867606,,,2.5022499999999988,0.566930696657062,2024-02-15 14:00:00+00:00,2012.5734488368853,2.4966176252602854,-11.264749479426282,SL
long,2024-02-15 14:30:00+00:00,2017.1638516540522,2.4809585973377235,2013.0067428022107,,,2.5022499999999988,0.5486692401391664,2024-02-15 14:30:00+00:00,2011.7989387565294,2.49559493661146,-13.310126777077226,SL
long,2024-02-15 15:00:00+00:00,2017.213884436035,2.4808970623356266,2012.4996379586355,,,2.5022499999999988,0.566930696657062,2024-02-15 15:00:00+00:00,2011.2921381758601,2.4949043785496166,-14.691242900764678,SL
long,2024-02-15 15:30:00+00:00,2015.6625016540522,2.4828065193916666,2010.3321772086003,,,2.5022499999999988,0.566930696657062,2024-02-15 16:00:00+00:00,2009.125977902275,2.494135538107463,-16.228923785070826,SL
long,2024-02-15 16:30:00+00:00,2013.8107999999997,2.485089463220675,2007.3768858154294,,,2.5022499999999988,0.566930696657062,2024-02-16 13:00:00+00:00,2006.1724596839401,2.492759020482032,-18.98195903593342,SL
long,2024-02-16 14:00:00+00:00,2014.8116999999997,2.4838549428713352,2011.8117261579239,,,2.5022499999999988,0.566930696657062,2024-02-16 14:00:00+00:00,2010.604639122229,2.497025135521893,-10.44972895621162,SL
long,2024-02-16 14:30:00+00:00,2013.210284436035,2.485830734468913,2009.096022263881,,,2.5022499999999988,0.5540934397328919,2024-02-16 14:30:00+00:00,2007.8905646505225,2.4956380385292043,-13.22392294158925,SL
long,2024-02-16 15:00:00+00:00,2011.6088688720702,2.4878096718702936,2006.7660431187219,,,2.5022499999999988,0.5638742886758935,,,,,
