entry_idx,entry_date,side,entry_price,units,risk_frac,conf_weight,vol_scale,trend_weight,exit_idx,exit_price,gross_ret,net_ret,pct_ret,pre_equity,post_equity,exit_reason
5119,2024-05-07 09:00:00+00:00,long,2323.361051147461,,0.022349432595358,0.7923311593336679,1.4,1.0073995094854638,,,,,,,,
5119,,short,2323.361051147461,,,,,,5120.0,2325.162,-0.0007745476885219205,-0.0022745476885219205,,,,sl
5123,2024-05-07 13:00:00+00:00,long,2328.063352294922,,0.022292569210258815,0.7923311593336679,1.4,1.0048363953655777,,,,,,,,
5123,,short,2328.063352294922,,,,,,5124.0,2325.912375,0.0009247886197440991,-0.0005752113802559009,,,,sl
5127,2024-05-07 15:00:00+00:00,long,2324.361551147461,,0.02284626787635589,0.8140178346789212,1.4,1.002359043844682,,,,,,,,
5127,,short,2324.361551147461,,,,,,5128.0,2323.210951721191,0.0004952625698571023,-0.0010047374301428978,,,,sl
5131,2024-05-07 17:00:00+00:00,long,2323.461198852539,,0.02278013482105373,0.8140178346789212,1.4,0.9994575167139508,,,,,,,,
5131,,short,2323.461198852539,,,,,,5132.0,2323.711323852539,-0.00010764030688004134,-0.0016076403068800414,,,,sl
5135,2024-05-07 19:00:00+00:00,long,2324.261647705078,,0.022732354083579726,0.8140178346789212,1.4,0.9973611806914618,,,,,,,,
5135,,short,2324.261647705078,,,,,,5136.0,2323.961448852539,0.00012917548726432138,-0.0013708245127356787,,,,sl
5139,2024-05-08 00:00:00+00:00,long,2323.361051147461,,0.022096003407621342,0.7923311593336679,1.4,0.9959762020558051,,,,,,,,
5139,,short,2323.361051147461,,,,,,5141.0,2325.9624488525387,-0.0011184177570714438,-0.002618417757071444,,,,sl
5143,2024-05-08 04:00:00+00:00,long,2328.363551147461,,0.02269055385006826,0.8140178346789212,1.4,0.9955272337937983,,,,,,,,
5143,,short,2328.363551147461,,,,,,5144.0,2326.8628011474607,0.0006449671202186646,-0.0008550328797813354,,,,sl
5147,2024-05-08 08:00:00+00:00,long,2316.357551147461,,0.022683175827439173,0.8140178346789212,1.4,0.9952035298195656,,,,,,,,
5147,,short,2316.357551147461,,,,,,5148.0,2319.859301147461,-0.0015094665431941712,-0.003009466543194171,,,,sl
5151,2024-05-08 12:00:00+00:00,long,2323.6612499999997,,0.022088353480178954,0.7923311593336679,1.4,0.9956313819750185,,,,,,,,
5151,,short,2323.6612499999997,,,,,,5153.0,2321.76027557373,0.0008187642997725675,-0.0006812357002274325,,,,sl
5155,2024-05-08 14:30:00+00:00,long,2327.062974426269,,0.022098667649757684,0.7923311593336679,1.4,0.9960962926312524,,,,,,,,
5155,,short,2327.062974426269,,,,,,5156.0,2329.464198852539,-0.0010308054648158205,-0.0025308054648158205,,,,sl
5159,2024-05-08 16:30:00+00:00,long,2324.4116249999997,,0.022063890384053434,0.7903016200963862,1.4,0.9970827151393927,,,,,,,,
5159,,short,2324.4116249999997,,,,,,5160.0,2322.8608011474607,0.000667635293416069,-0.0008323647065839311,,,,sl
5163,2024-05-08 18:30:00+00:00,long,2319.459198852539,,0.02207201780139271,0.7903016200963862,1.4,0.9974499988417072,,,,,,,,
5163,,short,2319.459198852539,,,,,,5164.0,2317.258147705078,0.0009498515086205916,-0.0005501484913794084,,,,sl
5167,2024-05-08 23:00:00+00:00,long,2316.9579488525387,,0.022139030612343392,0.7923311593336679,1.4,0.9979156510662701,,,,,,,,
5167,,short,2316.9579488525387,,,,,,5168.0,2317.3580511474606,-0.00017265449968928426,-0.0016726544996892843,,,,sl
5171,2024-05-09 03:00:00+00:00,long,2320.5596022949217,,0.022750856133685923,0.8140178346789212,1.4,0.9981729411660385,,,,,,,,
5171,,short,2320.5596022949217,,,,,,5172.0,2322.3605511474607,-0.0007754820205024826,-0.0022754820205024826,,,,sl
5175,2024-05-09 07:00:00+00:00,long,2317.0578522949218,,0.022152147304165294,0.7923311593336679,1.4,0.9985068852665603,,,,,,,,
5175,,short,2317.0578522949218,,,,,,5176.0,2318.258647705078,-0.0005179730101924074,-0.0020179730101924074,,,,sl
5179,2024-05-09 11:00:00+00:00,long,2323.561102294922,,0.022132420854318973,0.7923311593336679,1.4,0.9976177165677899,,,,,,,,
5179,,short,2323.561102294922,,,,,,5180.0,2334.766897705078,-0.004799534986199561,-0.00629953498619956,,,,sl
5183,2024-05-09 14:00:00+00:00,long,2341.370051147461,,0.02217473056478074,0.7923311593336679,1.4,0.9995248245618652,,,,,,,,
5183,,short,2341.370051147461,,,,,,5184.0,2339.8693011474606,0.0006413819777302265,-0.0008586180222697735,,,,sl
5187,2024-05-09 16:00:00+00:00,long,2337.5681022949216,,0.022237480526846425,0.7923311593336679,1.4,1.0023532758317346,,,,,,,,
5187,,short,2337.5681022949216,,,,,,5188.0,2340.2194517211915,-0.0011329490592516533,-0.0026329490592516534,,,,sl
5191,2024-05-09 18:00:00+00:00,long,2345.472198852539,,0.02230566438496051,0.7923311593336679,1.4,1.0054266596827959,,,,,,,,
5191,,short,2345.472198852539,,,,,,5192.0,2348.6237982788084,-0.0013418919746019942,-0.002841891974601994,,,,sl
5195,2024-05-09 20:00:00+00:00,long,2354.276647705078,,0.022998814681516995,0.8140178346789212,1.4,1.0090518949742573,,,,,,,,
5195,,short,2354.276647705078,,,,,,5196.0,2354.3265994262692,-2.1216988842276407e-05,-0.0015212169888422764,,,,sl
5199,2024-05-10 00:00:00+00:00,long,2355.1769999999997,,0.02274456891682485,0.8016008791684568,1.4,1.0133547178570872,,,,,,,,
5199,,short,2355.1769999999997,,,,,,5200.0,2358.278647705078,-0.0013152168036193457,-0.0028152168036193457,,,,sl
5203,2024-05-10 04:00:00+00:00,long,2361.9804488525388,,0.0231414169460864,0.8140178346789212,1.4,1.0153084385085211,,,,,,,,
5203,,short,2361.9804488525388,,,,,,5204.0,2365.182,-0.0013536172469861274,-0.0028536172469861274,,,,sl
5207,2024-05-10 08:00:00+00:00,long,2377.988448852539,,0.022590267551653484,0.7923311593336679,1.4,1.0182551325892653,,,,,,,,
5207,,short,2377.988448852539,,,,,,5208.0,2380.589602294922,-0.0010926509297845,-0.0025926509297845,,,,sl
5211,2024-05-10 12:00:00+00:00,long,2372.585602294922,,0.022596115647131723,0.7903016200963862,1.4,1.0211343488784461,,,,,,,,
5211,,short,2372.585602294922,,,,,,5212.0,2375.68725,-0.001305579135081003,-0.002805579135081003,,,,sl
5215,2024-05-10 14:30:00+00:00,long,2370.53465057373,,0.02266691851338279,0.7923311593336679,1.4,1.0217101706945158,,,,,,,,
5215,,short,2370.53465057373,,,,,,5216.0,2372.585602294922,-0.0008644373965720487,-0.0023644373965720487,,,,sl
5219,2024-05-10 16:30:00+00:00,long,2376.8378494262693,,0.022682586169738242,0.7923311593336679,1.4,1.0224163894882112,,,,,,,,
5219,,short,2376.8378494262693,,,,,,5220.0,2377.488198852539,-0.00027354475474727913,-0.0017735447547472792,,,,sl
5223,2024-05-10 18:30:00+00:00,long,2373.03590057373,,0.022615407967259624,0.7903016200963862,1.4,1.0220061823855764,,,,,,,,
5223,,short,2373.03590057373,,,,,,5224.0,2370.9849488525388,0.0008650209788061414,-0.0006349790211938587,,,,sl
5227,2024-05-10 21:00:00+00:00,long,2368.101364226074,,0.022591528316348683,0.7923311593336679,1.4,1.018311961492196,,,,,,,,
5227,,short,2368.101364226074,,,,,,5228.0,2368.1193761572267,-7.606006409144328e-06,-0.0015076060064091444,,,,sl
5231,2024-05-11 01:00:00+00:00,long,2368.1734119506837,,0.02248815162803841,0.7923311593336679,1.4,1.013652262654131,,,,,,,,
5231,,short,2368.1734119506837,,,,,,5232.0,2368.191423881836,-7.605775010688376e-06,-0.0015076057750106884,,,,sl
5235,2024-05-11 05:00:00+00:00,long,2368.2454596752923,,0.02241622748206741,0.7923311593336679,1.4,1.010410285522846,,,,,,,,
5235,,short,2368.2454596752923,,,,,,5236.0,2368.2634716064454,-7.6055436267763454e-06,-0.0015076055436267764,,,,sl
5239,2024-05-11 09:00:00+00:00,long,2368.3175073999023,,0.0223293431556175,0.7923311593336679,1.4,1.0064939790361305,,,,,,,,
5239,,short,2368.3175073999023,,,,,,5240.0,2368.3355193310545,-7.6053122562980136e-06,-0.001507605312256298,,,,sl
5243,2024-05-11 13:00:00+00:00,long,2368.389555124511,,0.0222624858393447,0.7923311593336679,1.4,1.0034803889894317,,,,,,,,
5243,,short,2368.389555124511,,,,,,5244.0,2368.407567055664,-7.605080900585648e-06,-0.0015076050809005857,,,,sl
5247,2024-05-11 17:00:00+00:00,long,2368.4616028491214,,0.022222154341314485,0.7923311593336679,1.4,1.0016624488176131,,,,,,,,
5247,,short,2368.4616028491214,,,,,,5248.0,2368.479614780273,-7.604849558084936e-06,-0.001507604849558085,,,,sl
5251,2024-05-11 21:00:00+00:00,long,2368.53365057373,,0.02219184580451656,0.7923311593336679,1.4,1.000296293100989,,,,,,,,
5251,,short,2368.53365057373,,,,,,5252.0,2368.5516625048826,-7.604618230572235e-06,-0.0015076046182305723,,,,sl
5255,2024-05-12 01:00:00+00:00,long,2368.6056982983405,,0.022172399253613542,0.7923311593336679,1.4,0.999419740832501,,,,,,,,
5255,,short,2368.6056982983405,,,,,,5256.0,2368.6237102294917,-7.604386916160166e-06,-0.0015076043869161602,,,,sl
5259,2024-05-12 05:00:00+00:00,long,2368.6777460229487,,0.022156234593304302,0.7923311593336679,1.4,0.9986911196114903,,,,,,,,
5259,,short,2368.6777460229487,,,,,,5260.0,2368.6957579541013,-7.6041556169581526e-06,-0.0015076041556169582,,,,sl
5263,2024-05-12 09:00:00+00:00,long,2368.749793747559,,0.022146369030946907,0.7923311593336679,1.4,0.9982464299023787,,,,,,,,
5263,,short,2368.749793747559,,,,,,5264.0,2368.767805678711,-7.6039243308567706e-06,-0.0015076039243308568,,,,sl
5267,2024-05-12 13:00:00+00:00,long,2368.8218414721673,,0.02215369153321581,0.7923311593336679,1.4,0.9985764913105342,,,,,,,,
5267,,short,2368.8218414721673,,,,,,5268.0,2368.8398534033204,-7.603693059743399e-06,-0.0015076036930597434,,,,sl
5271,2024-05-12 17:00:00+00:00,long,2368.8938891967778,,0.02216769772668332,0.7923311593336679,1.4,0.9992078197511435,,,,,,,,
5271,,short,2368.8938891967778,,,,,,5272.0,2368.9119011279295,-7.603461801619638e-06,-0.0015076034618016197,,,,sl
5275,2024-05-12 21:00:00+00:00,long,2368.965936921386,,0.022172489608318923,0.7923311593336679,1.4,0.9994238135661372,,,,,,,,
5275,,short,2368.965936921386,,,,,,5276.0,2368.983948852539,-7.603230558705931e-06,-0.001507603230558706,,,,sl
5279,2024-05-13 01:00:00+00:00,long,2366.68275,,0.022123806652688628,0.7903016200963862,1.4,0.9997903734340957,,,,,,,,
5279,,short,2366.68275,,,,,,5280.0,2366.4826988525388,8.453522502316346e-05,-0.0014154647749768366,,,,sl
5283,2024-05-13 05:00:00+00:00,long,2359.979448852539,,0.022118844853064763,0.7903016200963862,1.4,0.9995661462214498,,,,,,,,
5283,,short,2359.979448852539,,,,,,5290.0,2354.276647705078,0.0024223156412055413,0.0009223156412055413,,,,sl
5291,2024-05-13 13:00:00+00:00,long,2351.275147705078,,0.022036032029909867,0.7903016200963862,1.4,0.9958237765340386,,,,,,,,
5291,,short,2351.275147705078,,,,,,5292.0,2351.1749999999997,4.259474734036317e-05,-0.0014574052526596369,,,,sl
5295,2024-05-13 15:00:00+00:00,long,2343.171,,0.021983194144024814,0.7903016200963862,1.4,0.9934359953312019,,,,,,,,
5295,,short,2343.171,,,,,,5296.0,2343.5211505737298,-0.00014941216709063454,-0.0016494121670906346,,,,sl
5299,2024-05-13 17:00:00+00:00,long,2343.0708522949217,,0.021919551785324672,0.7903016200963862,1.4,0.9905599524073994,,,,,,,,
5299,,short,2343.0708522949217,,,,,,5300.0,2343.8713011474606,-0.00034150716899306044,-0.0018415071689930605,,,,sl
5303,2024-05-13 20:00:00+00:00,long,2343.471198852539,,0.021933604401176893,0.7923311593336679,1.4,0.9886560753038156,,,,,,,,
5303,,short,2343.471198852539,,,,,,5304.0,2344.02140057373,-0.0002347255537240578,-0.0017347255537240578,,,,sl
5307,2024-05-14 00:00:00+00:00,long,2343.171,,0.021932276013325626,0.7923311593336679,1.4,0.9885961982906493,,,,,,,,
5307,,short,2343.171,,,,,,5308.0,2348.573602294922,-0.0023003759769941734,-0.0038003759769941734,,,,sl
5311,2024-05-14 04:00:00+00:00,long,2350.874801147461,,0.022546328539547626,0.8140178346789212,1.4,0.989199480607411,,,,,,,,
5311,,short,2350.874801147461,,,,,,5312.0,2351.275147705078,-0.0001702678472180752,-0.0016702678472180752,,,,sl
5315,2024-05-14 08:00:00+00:00,long,2350.5746022949215,,0.022572594854949824,0.8140178346789212,1.4,0.9903518910988908,,,,,,,,
5315,,short,2350.5746022949215,,,,,,5316.0,2352.67575,-0.000893088520625196,-0.002393088520625196,,,,sl
5319,2024-05-14 13:00:00+00:00,long,2360.779897705078,,0.022031025299722697,0.7923311593336679,1.4,0.9930473172286357,,,,,,,,
5319,,short,2360.779897705078,,,,,,5320.0,2360.3295994262694,0.0001907777112646336,-0.0013092222887353664,,,,sl
5323,2024-05-14 15:00:00+00:00,long,2354.67675,,0.022040574514730273,0.7903016200963862,1.4,0.9960290546159803,,,,,,,,
5323,,short,2354.67675,,,,,,5324.0,2357.928375,-0.0013790177150736493,-0.0028790177150736494,,,,sl
5327,2024-05-14 17:00:00+00:00,long,2362.780897705078,,0.022169940248466247,0.7923311593336679,1.4,0.9993089013036388,,,,,,,,
5327,,short,2362.780897705078,,,,,,5328.0,2363.5812244262693,-0.00033860766574056456,-0.0018386076657405646,,,,sl
5331,2024-05-14 19:00:00+00:00,long,2363.281147705078,,0.022174493549426313,0.7903016200963862,1.4,1.002080949925435,,,,,,,,
5331,,short,2363.281147705078,,,,,,5332.0,2363.981448852539,-0.0002962380046597213,-0.0017962380046597213,,,,sl
5335,2024-05-14 22:00:00+00:00,long,2363.981448852539,,0.022240786583284107,0.7903016200963862,1.4,1.0050767787227686,,,,,,,,
5335,,short,2363.981448852539,,,,,,5336.0,2362.580602294922,0.0005929306946210744,-0.0009070693053789256,,,,sl
5339,2024-05-15 02:00:00+00:00,long,2365.182,,0.02294889136005687,0.8140178346789212,1.4,1.0068615550449898,,,,,,,,
5339,,short,2365.182,,,,,,5340.0,2367.3830511474607,-0.000929740181418448,-0.002429740181418448,,,,sl
5343,2024-05-15 06:00:00+00:00,long,2365.382051147461,,0.022362405944355405,0.7923311593336679,1.4,1.00798428251541,,,,,,,,
5343,,short,2365.382051147461,,,,,,5344.0,2369.1839999999997,-0.0016047503497148563,-0.0031047503497148563,,,,sl
5347,2024-05-15 10:00:00+00:00,long,2372.885801147461,,0.022328593943008335,0.7903016200963862,1.4,1.009044855028402,,,,,,,,
5347,,short,2372.885801147461,,,,,,5349.0,2379.5891022949218,-0.002816999431118683,-0.004316999431118683,,,,sl
5351,2024-05-15 13:30:00+00:00,long,2372.735823852539,,0.022390886373114486,0.7923311593336679,1.4,1.0092680363574558,,,,,,,,
5351,,short,2372.735823852539,,,,,,5352.0,2380.789897705078,-0.0033829418800469524,-0.004882941880046952,,,,sl
5355,2024-05-15 15:30:00+00:00,long,2387.3931732788083,,0.022419547476207058,0.7923311593336679,1.4,1.0105599340856677,,,,,,,,
5355,,short,2387.3931732788083,,,,,,5356.0,2390.294647705078,-0.0012138563875611075,-0.0027138563875611075,,,,sl
5359,2024-05-15 17:30:00+00:00,long,2394.29652557373,,0.022468978263809995,0.7923311593336679,1.4,1.0127880242607634,,,,,,,,
5359,,short,2394.29652557373,,,,,,5360.0,2392.395551147461,0.0007945903533206344,-0.0007054096466793656,,,,sl
5363,2024-05-15 19:30:00+00:00,long,2393.04590057373,,0.022510648277878485,0.7923311593336679,1.4,1.01466629797325,,,,,,,,
5363,,short,2393.04590057373,,,,,,5364.0,2392.9959488525387,2.0874135292725526e-05,-0.0014791258647072745,,,,sl
5367,2024-05-15 23:00:00+00:00,long,2397.69825,,0.022523238645564318,0.7923311593336679,1.4,1.0152338081405363,,,,,,,,
5367,,short,2397.69825,,,,,,5368.0,2400.799897705078,-0.0012919226246397297,-0.0027919226246397298,,,,sl
5371,2024-05-16 03:00:00+00:00,long,2394.1965,,0.023173797002412292,0.8140178346789212,1.4,1.0167290837742649,,,,,,,,
5371,,short,2394.1965,,,,,,5372.0,2396.897801147461,-0.0011269988842109724,-0.0026269988842109724,,,,sl
5375,2024-05-16 07:00:00+00:00,long,2394.996948852539,,0.023156394594227078,0.8140178346789212,1.4,1.0159655690801568,,,,,,,,
5375,,short,2394.996948852539,,,,,,5385.0,2387.1929999999998,0.003269090036934319,0.001769090036934319,,,,sl
5386,2024-05-16 15:30:00+00:00,long,2387.393051147461,,0.022977264536246905,0.8140178346789212,1.4,1.008106402120696,,,,,,,,
5386,,short,2387.393051147461,,,,,,5387.0,2387.5931022949217,-8.378778916240393e-05,-0.001583787789162404,,,,sl
5390,2024-05-16 17:30:00+00:00,long,2386.29252557373,,0.022240675687433643,0.7903016200963862,1.4,1.0050717672613374,,,,,,,,
5390,,short,2386.29252557373,,,,,,5391.0,2385.3920511474607,0.00037749535797937384,-0.0011225046420206262,,,,sl
5394,2024-05-16 19:30:00+00:00,long,2382.940875,,0.02217630765075926,0.7903016200963862,1.4,1.0021629304398008,,,,,,,,
5394,,short,2382.940875,,,,,,5395.0,2381.990448852539,0.00039900502032597096,-0.001100994979674029,,,,sl
5398,2024-05-16 23:00:00+00:00,long,2383.291147705078,,0.022174693743334202,0.7923311593336679,1.4,0.9995231648370814,,,,,,,,
5398,,short,2383.291147705078,,,,,,5399.0,2383.391051147461,-4.191651316931555e-05,-0.0015419165131693156,,,,sl
5402,2024-05-17 04:00:00+00:00,long,2383.791397705078,,0.022754591367541314,0.8140178346789212,1.4,0.9983368211247297,,,,,,,,
5402,,short,2383.791397705078,,,,,,5403.0,2386.6927499999997,-0.001215637117480517,-0.002715637117480517,,,,sl
5406,2024-05-17 08:00:00+00:00,long,2389.594102294922,,0.0227533671999727,0.8140178346789212,1.4,0.9982831118957115,,,,,,,,
5406,,short,2389.594102294922,,,,,,5408.0,2392.795897705078,-0.0013380980021016065,-0.0028380980021016065,,,,sl
5410,2024-05-17 12:00:00+00:00,long,2398.998948852539,,0.022750718712586288,0.8140178346789212,1.4,0.9981669119413624,,,,,,,,
5410,,short,2398.998948852539,,,,,,5411.0,2407.303147705078,-0.00344958584067645,-0.00494958584067645,,,,sl
5414,2024-05-17 14:30:00+00:00,long,2416.257573852539,,0.02215625567425949,0.7903016200963862,1.4,1.0012567675272641,,,,,,,,
5414,,short,2416.257573852539,,,,,,5415.0,2413.506198852539,0.0011399908569980077,-0.0003600091430019923,,,,sl
5418,2024-05-17 16:30:00+00:00,long,2416.857727294922,,0.022301473083500778,0.7923311593336679,1.4,1.00523773698793,,,,,,,,
5418,,short,2416.857727294922,,,,,,5419.0,2420.109352294922,-0.0013435859817311213,-0.0028435859817311213,,,,sl
5422,2024-05-17 18:30:00+00:00,long,2422.7107499999997,,0.021745805790454327,0.7687717523353284,1.4,1.010229523559414,,,,,,,,
5422,,short,2422.7107499999997,,,,,,5423.0,2422.010448852539,0.000289140431988022,-0.001210859568011978,,,,sl
5426,2024-05-17 21:00:00+00:00,long,2421.0579708984374,,0.02243940253245889,0.7903016200963862,1.4,1.0140523730729067,,,,,,,,
5426,,short,2421.0579708984374,,,,,,5427.0,2421.1059929443354,-1.9834755701775286e-05,-0.0015198347557017753,,,,sl
5430,2024-05-18 01:00:00+00:00,long,2421.250059082031,,0.022568570173587814,0.7923311593336679,1.4,1.0172771244037233,,,,,,,,
5430,,short,2421.250059082031,,,,,,5431.0,2421.2980811279294,-1.9833182156592244e-05,-0.0015198331821565923,,,,sl
5434,2024-05-18 05:00:00+00:00,long,2421.442147265625,,0.022505300843509254,0.7903016200963862,1.4,1.0170303640691223,,,,,,,,
5434,,short,2421.442147265625,,,,,,5435.0,2421.4901693115235,-1.9831608860987338e-05,-0.0015198316088609874,,,,sl
5438,2024-05-18 09:00:00+00:00,long,2421.634235449219,,0.02255316340291499,0.7923311593336679,1.4,1.0165826650185763,,,,,,,,
5438,,short,2421.634235449219,,,,,,5439.0,2421.682257495117,-1.9830035814738523e-05,-0.0015198300358147386,,,,sl
5442,2024-05-18 13:00:00+00:00,long,2421.826323632812,,0.022505351090131274,0.7923311593336679,1.4,1.0144275275116095,,,,,,,,
5442,,short,2421.826323632812,,,,,,5443.0,2421.874345678711,-1.9828463018622955e-05,-0.001519828463018623,,,,sl
5446,2024-05-18 17:00:00+00:00,long,2422.018411816406,,0.02246054858833928,0.7923311593336679,1.4,1.012408057078237,,,,,,,,
5446,,short,2422.018411816406,,,,,,5447.0,2422.066433862304,-1.9826890471197345e-05,-0.0015198268904711974,,,,sl
5450,2024-05-18 21:00:00+00:00,long,2422.2104999999997,,0.022420901187480528,0.7923311593336679,1.4,1.0106209525507701,,,,,,,,
5450,,short,2422.2104999999997,,,,,,5451.0,2422.258522045898,-1.9825318173682938e-05,-0.001519825318173683,,,,sl
5454,2024-05-19 01:00:00+00:00,long,2422.4025881835937,,0.022377499737802082,0.7923311593336679,1.4,1.0086646344683994,,,,,,,,
5454,,short,2422.4025881835937,,,,,,5455.0,2422.450610229492,-1.98237461254136e-05,-0.0015198237461254136,,,,sl
5458,2024-05-19 05:00:00+00:00,long,2422.5946763671877,,0.022332470609297272,0.7923311593336679,1.4,1.0066349488477575,,,,,,,,
5458,,short,2422.5946763671877,,,,,,5459.0,2422.642698413086,-1.9822174326167286e-05,-0.0015198221743261673,,,,sl
5462,2024-05-19 09:00:00+00:00,long,2422.786764550781,,0.022286563864928485,0.7923311593336679,1.4,1.0045657047377843,,,,,,,,
5462,,short,2422.786764550781,,,,,,5463.0,2422.83478659668,-1.9820602776832175e-05,-0.0015198206027768322,,,,sl
5466,2024-05-19 13:00:00+00:00,long,2422.978852734375,,0.022265743029292327,0.7929353466644695,1.4,1.0028624799412589,,,,,,,,
5466,,short,2422.978852734375,,,,,,5467.0,2423.026874780273,-1.9819031475853954e-05,-0.001519819031475854,,,,sl
5470,2024-05-19 17:00:00+00:00,long,2423.1709409179684,,0.02221641608854116,0.7923311593336679,1.4,1.001403797372907,,,,,,,,
5470,,short,2423.1709409179684,,,,,,5471.0,2423.218962963867,-1.9817460424564892e-05,-0.001519817460424565,,,,sl
5474,2024-05-19 21:00:00+00:00,long,2423.3630291015625,,0.02281635759988918,0.8140178346789212,1.4,1.0010467579044768,,,,,,,,
5474,,short,2423.3630291015625,,,,,,5475.0,2423.411051147461,-1.981588962207681e-05,-0.0015198158896220768,,,,sl
5478,2024-05-20 01:00:00+00:00,long,2440.019448852539,,0.02282524381947671,0.8140178346789212,1.4,1.001436632636637,,,,,,,,
5478,,short,2440.019448852539,,,,,,5479.0,2439.319147705078,0.00028708877561989254,-0.0012129112243801075,,,,sl
5482,2024-05-20 05:00:00+00:00,long,2454.72675,,0.022879557254369347,0.8140178346789212,1.4,1.0038195847652533,,,,,,,,
5482,,short,2454.72675,,,,,,5493.0,2429.264073852539,0.010481641918443252,0.008981641918443252,,,,sl
5494,2024-05-20 15:00:00+00:00,long,2430.2145,,0.022962443603550174,0.8140178346789212,1.4,1.0074561472953922,,,,,,,,
5494,,short,2430.2145,,,,,,5495.0,2430.9648749999997,-0.00030867373186527214,-0.0018086737318652722,,,,sl
5498,2024-05-20 17:00:00+00:00,long,2440.819897705078,,0.022351879329823337,0.7923311593336679,1.4,1.007509795913976,,,,,,,,
5498,,short,2440.819897705078,,,,,,5499.0,2440.6697982788087,6.14992762950628e-05,-0.0014385007237049372,,,,sl
5502,2024-05-20 19:00:00+00:00,long,2432.015448852539,,0.021642616002524075,0.7687717523353284,1.4,1.0054357085450845,,,,,,,,
5502,,short,2432.015448852539,,,,,,5503.0,2431.765323852539,0.00010285737589343924,-0.0013971426241065608,,,,sl
5506,2024-05-20 22:00:00+00:00,long,2432.415551147461,,0.02224200183628109,0.7923311593336679,1.4,1.0025570736188723,,,,,,,,
5506,,short,2432.415551147461,,,,,,5507.0,2431.315147705078,0.00045259597194613477,-0.0010474040280538653,,,,sl
5510,2024-05-21 02:00:00+00:00,long,2418.408551147461,,0.022167472019451972,0.7903016200963862,1.4,1.001763642050469,,,,,,,,
5510,,short,2418.408551147461,,,,,,5511.0,2418.6086022949216,-8.271332007625531e-05,-0.0015827133200762553,,,,sl
5514,2024-05-21 06:00:00+00:00,long,2415.307147705078,,0.021199230827796584,0.7569306429205944,1.4,1.0002440696359096,,,,,,,,
5514,,short,2415.307147705078,,,,,,5515.0,2424.2115,-0.0036730921765373292,-0.005173092176537329,,,,sl
5518,2024-05-21 10:00:00+00:00,long,2424.9118011474607,,0.022753871346858082,0.8140178346789212,1.4,0.9983052308778019,,,,,,,,
5518,,short,2424.9118011474607,,,,,,5519.0,2428.71375,-0.0015654166130278924,-0.0030654166130278924,,,,sl
5522,2024-05-21 13:30:00+00:00,long,2433.8663494262696,,0.02118464485827544,0.7589601821578762,1.4,0.996882941965378,,,,,,,,
5522,,short,2433.8663494262696,,,,,,5523.0,2434.816897705078,-0.0003903982593945754,-0.0018903982593945754,,,,sl
5526,2024-05-21 15:30:00+00:00,long,2428.2135,,0.022045668629239287,0.7903016200963862,1.4,0.9962592612312902,,,,,,,,
5526,,short,2428.2135,,,,,,5527.0,2428.1133522949217,4.124506995673016e-05,-0.0014587549300432699,,,,sl
5530,2024-05-21 17:30:00+00:00,long,2425.512198852539,,0.02264313277690068,0.8119882954416393,1.4,0.9959297664763713,,,,,,,,
5530,,short,2425.512198852539,,,,,,5531.0,2425.812397705078,-0.00012375188321378516,-0.0016237518832137852,,,,sl
5534,2024-05-21 19:30:00+00:00,long,2427.5631505737297,,0.020534535917145855,0.7354007751595365,1.4,0.9972470896513699,,,,,,,,
5534,,short,2427.5631505737297,,,,,,5535.0,2426.412551147461,0.000474197772231566,-0.001025802227768434,,,,sl
5538,2024-05-21 23:00:00+00:00,long,2426.6126022949215,,0.021481846976672082,0.7687717523353284,1.4,0.9979669755878139,,,,,,,,
5538,,short,2426.6126022949215,,,,,,5539.0,2425.212,0.0005775174685436202,-0.0009224825314563798,,,,sl
5542,2024-05-22 03:00:00+00:00,long,2418.808897705078,,0.022078860494028296,0.7903016200963862,1.4,0.9977592249316304,,,,,,,,
5542,,short,2418.808897705078,,,,,,5543.0,2417.408051147461,0.0005794828709004829,-0.0009205171290995171,,,,sl
5546,2024-05-22 07:00:00+00:00,long,2422.010448852539,,0.022129812123822073,0.7923311593336679,1.4,0.9975001281765972,,,,,,,,
5546,,short,2422.010448852539,,,,,,5547.0,2421.510198852539,0.00020658595625033804,-0.001293414043749662,,,,sl
5550,2024-05-22 11:00:00+00:00,long,2413.2059999999997,,0.022060387139449425,0.7903016200963862,1.4,0.9969244010533108,,,,,,,,
5550,,short,2413.2059999999997,,,,,,5551.0,2417.107852294922,-0.0016142648708115104,-0.0031142648708115104,,,,sl
5554,2024-05-22 14:00:00+00:00,long,2391.995448852539,,0.02201353984181811,0.7903016200963862,1.4,0.9948073387444382,,,,,,,,
5554,,short,2391.995448852539,,,,,,5555.0,2394.346599426269,-0.0009819591592518107,-0.0024819591592518107,,,,sl
5558,2024-05-22 16:00:00+00:00,long,2396.397551147461,,0.021948639719467974,0.7903016200963862,1.4,0.9918744565972117,,,,,,,,
5558,,short,2396.397551147461,,,,,,5559.0,2394.5967244262692,0.0007520375781115973,-0.0007479624218884027,,,,sl
5562,2024-05-22 18:00:00+00:00,long,2382.290647705078,,0.021882629660163036,0.7903016200963862,1.4,0.9888914156188243,,,,,,,,
5562,,short,2382.290647705078,,,,,,5563.0,2382.940875,-0.00027286757373778947,-0.0017728675737377895,,,,sl
