side,entry_time,entry_price,units,sl_price,tp_price,trail_stop,entry_commission,entry_prob,exit_time,exit_price,exit_commission,pnl,exit_reason
long,2023-11-28 13:00:00+00:00,2016.6133688720702,2.4816358342398117,2012.4615962367466,,,2.5022499999999988,0.6046597012895415,2023-11-28 13:00:00+00:00,2011.2541192790045,2.495600147082605,-13.299705834786895,SL
long,2023-11-28 14:00:00+00:00,2023.8197999999998,2.4727992087042523,2019.6198052315847,,,2.5022499999999988,0.5877195480163021,2023-12-08 14:00:00+00:00,2018.4080333484455,2.495558893853171,-13.382212293655328,SL
long,2023-12-10 17:00:00+00:00,2021.6858841323242,2.4754092805806227,2016.018832130371,,,2.5022499999999983,0.5814413104849437,2023-12-11 02:00:00+00:00,2014.8092208310927,2.4937387219223504,-17.022556155296574,SL
long,2023-12-11 03:00:00+00:00,2016.0127311279296,2.4823751967082335,2010.0208364222935,,,2.5022499999999988,0.5659508280954771,2023-12-11 04:00:00+00:00,2008.8148239204402,2.493316046839959,-17.867906320079058,SL
long,2023-12-11 05:00:00+00:00,2014.211184436035,2.4845954777086705,2007.8704434692381,,,2.5022499999999988,0.5659508280954771,2023-12-11 07:00:00+00:00,2006.6657212031564,2.492876288087185,-18.74742382562708,SL
long,2023-12-13 20:00:00+00:00,2031.0262311279296,2.4640252909095866,2020.1779841448101,,,2.502249999999999,0.5814413104849437,2024-01-11 16:00:00+00:00,2018.965877354323,2.4873914916422573,-29.717016715483272,SL
long,2024-01-12 11:00:00+00:00,2052.4456377441406,2.438310622200198,2046.8688925746374,,,2.502249999999999,0.5659508280954771,2024-01-12 17:00:00+00:00,2045.6407712390924,2.4939538108590424,-16.592378281913525,SL
long,2024-01-12 17:30:00+00:00,2052.4455155639644,2.4383107673505657,2042.0901296473908,,,2.5022499999999988,0.5645011572117045,2024-01-16 11:00:00+00:00,2040.8648755696022,2.4881314004044666,-28.23719919106388,SL
long,2024-01-18 22:00:00+00:00,2027.8233999999998,2.4679170779861788,2021.9412479875834,,,2.5022499999999988,0.6046597012895415,2024-01-22 06:00:00+00:00,2020.7280832387908,2.4934946732956442,-17.510653408709288,SL
long,2024-01-23 15:30:00+00:00,2027.2729172180175,2.468587212651942,2019.7461118852887,,,2.5022499999999988,0.6046597012895415,2024-01-24 15:00:00+00:00,2018.5342642181574,2.4914639364743705,-21.572127051257056,SL
long,2024-01-24 15:30:00+00:00,2022.6187077819823,2.47426763173172,2015.2097569763182,,,2.5022499999999988,0.5645011572117045,2024-01-24 15:30:00+00:00,2014.0006311221323,2.491588285936374,-21.32342812724941,SL
long,2024-01-24 16:00:00+00:00,2017.9144655639643,2.4800357425463746,2009.7447900094162,,,2.5022499999999988,0.5659508280954771,2024-01-25 13:00:00+00:00,2008.5389431354104,2.490624184636069,-23.251630727858984,SL
