side,entry_price,tp_dist,stop_dist,risk_frac,conf_weight,vol_scale,rweight
long,2038.0185,26.191757812499645,6.984468749999905,0.18975961956909268,0.5421703416259791,1.0,1.0
long,2055.52725,13.414358956473606,3.5771623883929617,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2047.723301147461,16.414515904017858,4.3772042410714285,0.18817969881238059,0.5376562823210874,1.0,1.0
long,2081.640397705078,28.114118303571427,7.497098214285714,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2066.53275,40.220999581473215,10.725599888392857,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2097.9483522949217,22.07153320312461,5.885742187499897,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2088.143647705078,20.892909458705358,5.571442522321429,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2078.4387244262693,31.971627371651977,8.525767299107194,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2077.3981897705075,17.249588012695117,4.599890136718698,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2053.026,13.328508649553182,3.5542689732141817,0.18785960474016233,0.5367417278290353,1.0,1.0
long,2051.025,14.18580845424078,3.7828822544642082,0.18817969881238059,0.5376562823210874,1.0,1.0
long,2047.9234744262694,16.542898995535715,4.411439732142857,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2043.7213011474607,22.30698067801349,5.9485281808035975,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2025.9124133605958,23.528608049665277,6.274295479910741,0.186504034413636,0.5328686697532458,1.0,1.0
long,2026.4627372131347,30.107221330915472,8.028592354910792,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2017.1580994262695,35.057294573103164,9.348611886160844,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2055.027,35.271371023995535,9.405698939732144,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2073.636397705078,14.635515485490876,3.9028041294642337,0.19162771787628807,0.5475077653608231,1.0,1.0
long,2053.126147705078,29.357090541294742,7.828557477678598,0.186504034413636,0.5328686697532458,1.0,1.0
long,2054.326698852539,29.957101004464477,7.988560267857195,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2050.624897705078,11.828194754464091,3.154185267857091,0.19547349365045624,0.5584956961441607,1.0,1.0
long,2040.457690177002,18.29397949218732,4.878394531249953,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2010.6047755737302,13.328404017856851,3.5542410714284935,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2026.3126011474608,14.202627999441964,3.787367466517857,0.186504034413636,0.5328686697532458,1.0,1.0
long,2042.7208011474609,12.321533203125,3.2857421875000004,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2040.11952557373,12.450151715959919,3.320040457589312,0.18817969881238059,0.5376562823210874,1.0,1.0
long,2033.51625,21.49273681640615,5.731396484374974,0.19162771787628807,0.5475077653608231,1.0,1.0
long,2049.1740994262695,31.371433803013197,8.36571568080352,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2046.408733059082,11.584690638950796,3.089250837053546,0.19547349365045624,0.5584956961441607,1.0,1.0
long,2046.822948852539,12.728602818080551,3.3942940848214804,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2040.7198011474609,21.128592354910907,5.634291294642909,0.18817969881238059,0.5376562823210874,1.0,1.0
long,2044.0214999999998,14.485682896205262,3.862848772321403,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2039.4192244262695,13.478628976004856,3.5943010602679615,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2054.826948852539,11.978655133928767,3.1943080357143376,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2055.827448852539,16.950125558035907,4.520033482142909,0.186504034413636,0.5328686697532458,1.0,1.0
long,2092.9638642260743,24.830281808036034,6.621408482142943,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2121.860448852539,26.442888532365878,7.0514369419642335,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2154.0764999999997,29.057373046875,7.7486328125,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2186.9786152692523,27.300023915816773,7.280006377551139,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2184.2915511474607,19.52165876116052,5.205775669642805,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2177.960401794434,33.96412876674146,9.057101004464391,0.18038897444849153,0.515397069852833,1.0,1.0
long,2164.0815,25.13541085379425,6.702776227678467,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2159.879448852539,15.107142857142858,4.0285714285714285,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2195.197147705078,41.78560965401786,11.14282924107143,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2178.4886022949217,49.22136579241072,13.12569754464286,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2168.6637460327147,17.441909179687563,4.651175781250017,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2198.298551147461,29.314348493303573,7.817159598214286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2184.59175,38.57142857142857,10.285714285714286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2179.089,22.22157505580357,5.925753348214286,0.186504034413636,0.5328686697532458,1.0,1.0
long,2175.58725,18.707205636160715,4.988588169642857,0.186504034413636,0.5328686697532458,1.0,1.0
long,2256.130252906593,72.63875671151112,19.370335123069633,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2304.051352294922,43.39290945870555,11.571442522321481,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2294.446698852539,38.5070800781252,10.268554687500053,0.186504034413636,0.5328686697532458,1.0,1.0
long,2348.929966911621,44.856248604911215,11.96166629464299,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2374.386551147461,37.32850864955357,9.954268973214287,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2366.782897705078,30.578717912946427,8.154324776785714,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2359.6792499999997,53.357142857142854,14.228571428571428,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2353.622648803711,35.357247488839285,9.428599330357143,0.17927788606463194,0.5122225316132342,1.0,1.0
short,2372.813,58.435808454240885,15.582882254464236,0.18184340373639513,0.5195525821039861,1.0,1.0
long,2391.8453494262694,62.721732003348016,16.725795200892804,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2362.6606960327154,86.87553013392841,23.166808035714244,0.186504034413636,0.5328686697532458,1.0,1.0
long,2409.504198852539,39.51431710379464,10.53715122767857,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2410.9048011474606,39.98573521205357,10.662862723214287,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2389.494198852539,65.1002197265625,17.36005859375,0.18310838388284806,0.5231668110938517,1.0,1.0
short,2337.230702392578,81.53560965401786,21.74282924107143,0.16121242342489905,0.5122225316132342,0.8992320634948805,1.0
long,2349.274147705078,27.793003627231947,7.41146763392852,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2353.0229732055664,46.54253278459802,12.411342075892806,0.18038897444849153,0.515397069852833,1.0,1.0
long,2331.3650511474607,85.11427525111645,22.69714006696439,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2314.556602294922,41.507393973214285,11.068638392857144,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2301.6502499999997,39.38577706473214,10.502873883928572,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2335.767397705078,30.428309849330553,8.11421595982148,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2328.763897705078,25.6285400390627,6.834277343750053,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2325.66225,29.485735212053573,7.8628627232142865,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2339.8693011474606,51.66456821986627,13.777218191964337,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2382.790897705078,35.37843540736607,9.434249441964287,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2375.68725,43.11411830357143,11.497098214285714,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2368.191423881836,30.155671037946508,8.041512276785737,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2363.5812244262693,46.07106236049107,12.285616629464286,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2397.598102294922,33.64275251116052,8.971400669642806,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2390.1945,30.728759765625,8.1943359375,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2379.5891022949218,37.60740443638412,10.028641183035766,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2442.5206988525388,52.93061383928567,14.114830357142845,0.186504034413636,0.5328686697532458,1.0,1.0
long,2425.4120511474607,66.98573521205357,17.86286272321429,0.186504034413636,0.5328686697532458,1.0,1.0
short,2419.089898803711,28.28597586495536,7.542926897321429,0.18038897444849153,0.515397069852833,1.0,1.0
short,2370.414297607422,41.76431710379464,11.137151227678572,0.18038897444849153,0.515397069852833,1.0,1.0
short,2338.5301011962893,31.671125139509122,8.445633370535766,0.18184340373639513,0.5195525821039861,1.0,1.0
long,2349.878365678711,27.932743443080263,7.448731584821404,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2345.872301147461,15.762346540178376,4.2032924107142335,0.186504034413636,0.5328686697532458,1.0,1.0
short,2354.522101196289,38.80674525669623,10.348465401785663,0.18184340373639513,0.5195525821039861,1.0,1.0
long,2370.1845,49.950125558036106,13.32003348214296,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2354.476698852539,26.914358956473603,7.177162388392961,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2338.468698852539,49.30711146763393,13.148563058035714,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2364.0173511962894,33.214285714285715,8.857142857142858,0.18184340373639513,0.5195525821039861,1.0,1.0
long,2376.78777557373,33.72844587053591,8.99425223214291,0.186504034413636,0.5328686697532458,1.0,1.0
long,2352.8758011474606,50.91404506138393,13.577078683035715,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2330.434297607422,82.11417061941944,21.89711216517852,0.18184340373639513,0.5195525821039861,1.0,1.0
long,2345.622176147461,41.03566196986607,10.942843191964286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2330.764897705078,46.9925537109375,12.53134765625,0.186504034413636,0.5328686697532458,1.0,1.0
long,2342.870801147461,43.9500732421875,11.720019531250001,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2347.273147705078,45.96407645089286,12.25708705357143,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2378.788897705078,21.706996372768053,5.788532366071481,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2373.986448852539,20.27113560267857,5.405636160714286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2349.524272705078,48.51431710379484,12.937151227678624,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2338.66875,30.22283621651754,8.059422991071344,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2338.418625,36.77150181361588,9.805733816964235,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2332.265647705078,21.36427525111646,5.697140066964391,0.19162771787628807,0.5475077653608231,1.0,1.0
long,2370.9127013753255,36.20045979817698,9.653455946180529,0.186504034413636,0.5328686697532458,1.0,1.0
long,2400.2435649902345,27.93898786272309,7.450396763392824,0.18785960474016233,0.5367417278290353,1.0,1.0
long,2380.3895511474607,20.18565150669623,5.382840401785662,0.19547349365045624,0.5584956961441607,1.0,1.0
long,2418.6086022949216,32.485787527901394,8.66287667410704,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2410.6046022949217,26.271449497767662,7.005719866071377,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2439.519198852539,23.057006835937305,6.148535156249949,0.186504034413636,0.5328686697532458,1.0,1.0
long,2485.842397705078,33.621564592634314,8.965750558035818,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2471.435051147461,36.66435895647341,9.77716238839291,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2411.120993173828,45.257827148437755,12.06875390625007,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2396.997948852539,33.47157505580357,8.925753348214286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2389.494198852539,41.37838309151766,11.034235491071378,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2432.982851196289,62.95710100446428,16.788560267857143,0.15172880108185918,0.5122225316132342,0.8463330554174374,1.0
long,2456.2275,45.55726841517857,12.148604910714287,0.15366215884530268,0.5328686697532458,0.8239079617146763,1.0
long,2503.351147705078,41.271240234375,11.005664062500001,0.186504034413636,0.5328686697532458,1.0,1.0
long,2476.4876249999998,91.67149135044643,24.445731026785715,0.186504034413636,0.5328686697532458,1.0,1.0
short,2425.586648803711,94.19970703125,25.119921875000003,0.1784667948637049,0.515397069852833,0.9893442512733199,1.0
short,2448.875047607422,51.321690150670236,13.68578404017873,0.18038897444849153,0.515397069852833,1.0,1.0
long,2466.4826249999996,50.807059151785516,13.548549107142804,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2461.23,28.20002092633909,7.520005580357091,0.18619824436211613,0.5319949838917604,1.0,1.0
long,2494.4966249999998,37.028738839285715,9.874330357142858,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2491.245,25.30695452008909,6.748521205357091,0.18785960474016233,0.5367417278290353,1.0,1.0
long,2534.566698852539,43.242919921875,11.5314453125,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2547.373147705078,53.50708007812481,14.26855468749995,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2561.2799999999997,39.85714285714305,10.628571428571481,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2552.77575,26.6572265625,7.108593750000001,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2544.471551147461,28.392909458705162,7.571442522321377,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2536.697617294922,27.209985351562345,7.255996093749959,0.18310838388284806,0.5231668110938517,1.0,1.0
short,2522.2382500000003,33.57835170200893,8.954227120535714,0.18038897444849153,0.515397069852833,1.0,1.0
long,2526.062448852539,19.97157505580357,5.325753348214286,0.18463075741625654,0.527516449760733,1.0,1.0
long,2548.973801147461,16.863961356026593,4.4970563616070915,0.18619824436211613,0.5319949838917604,1.0,1.0
long,2536.86777557373,53.03571428571428,14.142857142857142,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2528.2514969311524,13.254111328125092,3.5344296875000247,0.18310838388284806,0.5231668110938517,1.0,1.0
short,2522.338297607422,28.766509486607056,7.671069196428549,0.18038897444849153,0.515397069852833,1.0,1.0
short,2529.984375,39.53555733816964,10.542815290178572,0.18038897444849153,0.515397069852833,1.0,1.0
long,2535.76725,19.39280482700893,5.171414620535715,0.18776385953224622,0.5364681700921321,1.0,1.0
long,2588.093448852539,30.514526367186914,8.137207031249844,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2610.7046022949216,19.898238699776748,5.306196986607133,0.18619824436211613,0.5319949838917604,1.0,1.0
short,2609.3946011962894,22.821219308035715,6.085658482142858,0.18038897444849153,0.515397069852833,1.0,1.0
long,2618.208352294922,21.493076869419838,5.731487165178624,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2648.21353293457,26.078383091517935,6.95423549107145,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2686.84275,37.54268973214246,10.011383928571325,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2684.3615295410154,46.421396484375364,12.379039062500098,0.18310838388284806,0.5231668110938517,1.0,1.0
short,2679.1597500000003,45.150146484375,12.0400390625,0.18038897444849153,0.515397069852833,1.0,1.0
long,2682.3405,21.81434849330357,5.817159598214285,0.18785960474016233,0.5367417278290353,1.0,1.0
long,2673.2358522949216,42.38546316964286,11.30279017857143,0.18310838388284806,0.5231668110938517,1.0,1.0
short,2673.562452392578,31.484673549107292,8.395912946428611,0.18038897444849153,0.515397069852833,1.0,1.0
short,2634.482148803711,31.735682896205553,8.46284877232148,0.18038897444849153,0.515397069852833,1.0,1.0
long,2651.925397705078,40.02863420758909,10.674302455357092,0.18619824436211613,0.5319949838917604,1.0,1.0
long,2685.7421022949216,25.1356201171873,6.702832031249947,0.186504034413636,0.5328686697532458,1.0,1.0
long,2724.5615511474607,25.906912667410715,6.908510044642857,0.186504034413636,0.5328686697532458,1.0,1.0
long,2764.481647705078,35.78571428571448,9.542857142857194,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2754.6766988525387,23.507132393973606,6.268568638392962,0.186504034413636,0.5328686697532458,1.0,1.0
long,2732.86575,48.96449497767857,13.057198660714286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2765.982397705078,25.285609654018053,6.7428292410714805,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2793.596051147461,24.728655133928378,6.594308035714234,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2767.182948852539,39.385672433035715,10.502845982142858,0.18310838388284806,0.5231668110938517,1.0,1.0
short,2757.12075,30.299665178571427,8.079910714285715,0.18038897444849153,0.515397069852833,1.0,1.0
short,2760.11925,25.521187918526785,6.805650111607143,0.18038897444849153,0.515397069852833,1.0,1.0
long,2714.3064261474606,61.45731026785734,16.388616071428626,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2703.651198852539,46.77847726004464,12.474260602678571,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2693.0458011474607,35.143118722097825,9.371498325892754,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2571.034875,54.29966517857143,14.479910714285715,0.186504034413636,0.5328686697532458,1.0,1.0
long,2617.858201721191,46.62864467075893,12.434305245535715,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2655.677272705078,31.60709054129425,8.428557477678467,0.186504034413636,0.5328686697532458,1.0,1.0
long,2689.944397705078,31.99265834263354,8.531375558035611,0.186504034413636,0.5328686697532458,1.0,1.0
long,2648.723602294922,30.70731026785714,8.188616071428571,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2725.161948852539,61.50010463169623,16.400027901785663,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2670.5666619213866,42.000585937500155,11.200156250000042,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2659.16975,23.764421735490878,6.337179129464234,0.18038897444849153,0.515397069852833,1.0,1.0
short,2616.491148803711,31.992658342633927,8.531375558035714,0.18038897444849153,0.515397069852833,1.0,1.0
long,2649.2239744262693,49.99281529017857,13.331417410714288,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2642.384516367187,30.43822265625002,8.116859375000006,0.186504034413636,0.5328686697532458,1.0,1.0
long,2637.6848147176106,28.639869326636926,7.63729848710318,0.19175916120798314,0.5478833177370948,1.0,1.0
long,2639.919397705078,42.750052315847825,11.400013950892754,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2674.936897705078,30.836007254464477,8.222935267857194,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2662.83075,35.14285714285714,9.371428571428572,0.18619824436211613,0.5319949838917604,1.0,1.0
long,2654.890873842773,22.10937011718761,5.89583203125003,0.186504034413636,0.5328686697532458,1.0,1.0
long,2646.522551147461,28.448148716518194,7.5861729910715185,0.18601655486292065,0.5314758710369162,1.0,1.0
long,2678.5385511474606,31.19991629464286,8.31997767857143,0.186504034413636,0.5328686697532458,1.0,1.0
long,2701.450147705078,22.542898995535715,6.011439732142858,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2692.745602294922,27.9854736328125,7.4627929687500005,0.186504034413636,0.5328686697532458,1.0,1.0
long,2729.163948852539,28.82174246651786,7.685797991071429,0.186504034413636,0.5328686697532458,1.0,1.0
long,2764.0813011474606,31.1356201171875,8.30283203125,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2759.0788011474606,27.278424944196427,7.274246651785714,0.186504034413636,0.5328686697532458,1.0,1.0
long,2780.989897705078,27.235369001115878,7.262765066964234,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2774.0863011474607,34.02832031249961,9.074218749999897,0.186504034413636,0.5328686697532458,1.0,1.0
long,2767.583051147461,15.70704868861607,4.188546316964286,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2813.005897705078,48.02150181361627,12.805733816964338,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2818.708698852539,66.08579799107162,17.622879464285766,0.186504034413636,0.5328686697532458,1.0,1.0
long,2883.94125,43.71444266183036,11.65718470982143,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2893.2459488525387,28.006975446428573,7.468526785714286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2941.47,39.25734165736607,10.468624441964288,0.186504034413636,0.5328686697532458,1.0,1.0
long,2925.462,75.21428571428572,20.05714285714286,0.186504034413636,0.5328686697532458,1.0,1.0
long,2934.766698852539,39.68565150669643,10.582840401785715,0.18421469722601802,0.5263277063600516,1.0,1.0
long,2915.9071761474606,72.98552594866072,19.46280691964286,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2913.255948852539,84.44145159040194,22.517720424107186,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2958.8786022949216,32.91425432477659,8.77713448660709,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2947.97325,37.64993722098195,10.03998325892852,0.18310838388284806,0.5231668110938517,1.0,1.0
short,2926.536,38.52852957589286,10.27427455357143,0.18038897444849153,0.515397069852833,1.0,1.0
long,2875.7291723803714,70.08590332031268,18.68957421875005,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2932.765698852539,50.20668247767857,13.388448660714287,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2916.6575511474607,63.68549455915178,16.98279854910714,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2908.5536477050778,44.93565150669643,11.982840401785715,0.18338326938265798,0.5239521982361657,1.0,1.0
short,2916.9407023925783,40.413992745535715,10.777064732142858,0.18038897444849153,0.515397069852833,1.0,1.0
long,2922.3603522949215,33.5570068359377,8.948535156250053,0.18310838388284806,0.5231668110938517,1.0,1.0
long,2956.1773011474606,26.635567801339477,7.102818080357195,0.18338326938265798,0.5239521982361657,1.0,1.0
long,2946.3723522949217,27.557059151785715,7.3485491071428575,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3000.99975,41.91414969307996,11.177106584821324,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3033.716051147461,36.664306640625,9.777148437500001,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3031.2328423901363,33.35999999999967,8.895999999999914,0.18310838388284806,0.5231668110938517,1.0,1.0
short,3030.4840000000004,41.69981166294643,11.119949776785715,0.18038897444849153,0.515397069852833,1.0,1.0
long,3037.818198852539,29.442940848214477,7.851450892857194,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3074.736551147461,26.378487723214675,7.034263392857247,0.18338326938265798,0.5239521982361657,1.0,1.0
short,3020.089297607422,117.25692313058036,31.26851283482143,0.18038897444849153,0.515397069852833,1.0,1.0
long,3063.631147705078,118.43586077008948,31.582896205357198,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3227.9131988525387,159.10693359375,42.428515625,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3288.343301147461,55.992867606026984,14.931431361607196,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3405.401801147461,100.87900286935928,26.901067431829144,0.18338326938265798,0.5239521982361657,1.0,1.0
short,3347.4255476074222,165.92143903459802,44.245717075892806,0.15208042761596152,0.515397069852833,0.8430694175235568,1.0
long,3380.3893011474606,76.64998953683074,20.439997209821534,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3361.379801147461,82.2429199218754,21.931445312500106,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3305.551852294922,104.89285714285734,27.971428571428625,0.18310838388284806,0.5231668110938517,1.0,1.0
short,3317.84025,100.50015694754464,26.800041852678575,0.18038897444849153,0.515397069852833,1.0,1.0
short,3246.0261994018556,79.00728934151766,21.06861049107138,0.18038897444849153,0.515397069852833,1.0,1.0
short,3258.7697023925784,68.18559919084802,18.182826450892804,0.18038897444849153,0.515397069852833,1.0,1.0
long,3265.932198852539,65.00577706473243,17.334873883928648,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3336.317349426269,64.97110421316964,17.325627790178572,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3426.012198852539,82.0711146763389,21.88563058035704,0.18071462335574406,0.5231668110938517,0.9869270839688284,1.0
long,3410.9045511474606,115.79966517857103,30.87991071428561,0.18310838388284806,0.5231668110938517,1.0,1.0
short,3377.610398803711,89.87135532924088,23.965694754464238,0.18038897444849153,0.515397069852833,1.0,1.0
short,3407.095648803711,91.4783935546875,24.39423828125,0.18038897444849153,0.515397069852833,1.0,1.0
short,3329.934297607422,69.98610142299127,18.662960379464337,0.18038897444849153,0.515397069852833,1.0,1.0
short,3261.468547607422,76.90680803571428,20.508482142857144,0.18038897444849153,0.515397069852833,1.0,1.0
short,3173.0127976074223,68.63588169642857,18.302901785714287,0.18038897444849153,0.515397069852833,1.0,1.0
long,3240.869625,71.29274204799088,19.011397879464237,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3224.6115,76.65004185267857,20.44001116071429,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3167.08275,105.12880161830356,28.034347098214283,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3233.8160511474607,58.56413922991091,15.61710379464291,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3282.390375,93.45017787388335,24.92004743303556,0.18338326938265798,0.5239521982361657,1.0,1.0
long,3341.269897705078,53.635672433035516,14.302845982142806,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3315.957198852539,79.1572265625,21.10859375,0.18310838388284806,0.5231668110938517,1.0,1.0
long,3293.24577557373,101.74297223772302,27.131459263392806,0.18338326938265798,0.5239521982361657,1.0,1.0
