entry_date,entry_price,shares,fee_entry,exit_date,exit_price,fee_exit,pnl,return
2023-11-08 20:30:00+00:00,1956.9279261474608,0.25550251152291203,0.25,2023-11-08 22:00:00+00:00,1956.1499633789065,0.2499006142793815,-0.19877144123693882,-0.00039754288247387763
2023-11-09 06:00:00+00:00,1955.277198852539,0.2557003511781503,0.24998253319861213,2023-11-09 07:00:00+00:00,1954.5,0.2498831681888474,-0.19873001952946723,-0.0003974878104214894
2023-11-09 12:00:00+00:00,1951.775448852539,0.25614121588889255,0.2499650683055892,2023-11-09 13:00:00+00:00,1955.699951171875,0.2504676817035059,1.0052267958334873,0.002010734545125661
2023-11-09 14:30:00+00:00,1966.732875,0.2542060402145206,0.24997768815673482,2023-11-09 15:30:00+00:00,1966.8999633789065,0.2499989255943187,0.042474875167698926,8.495733255415057e-05
2023-11-10 20:30:00+00:00,1942.4206761474609,0.0,0.0,2023-11-11 15:00:00+00:00,1943.34796875,0.0,0.0,
2023-11-14 14:30:00+00:00,1971.1851122131347,0.5072405408594474,0.4999325012265405,2023-11-14 15:00:00+00:00,1968.4000244140625,0.49922614650576924,-1.4127094415424528,-0.0014129001796007404
2023-11-14 18:30:00+00:00,1968.2336249999998,0.5078786394801854,0.49981190782207674,2023-11-14 20:00:00+00:00,1967.5999755859373,0.4996509993209159,-0.32181700232151705,-0.0003219381104022012
2023-11-15 04:00:00+00:00,1972.1855511474607,0.5067939409005815,0.4997458438266035,2023-11-15 06:00:00+00:00,1973.199951171875,0.5000028897196148,0.5140917860225548,0.0005143532381241063
2023-11-15 19:30:00+00:00,1965.182051147461,0.5085753359974381,0.49972156097922726,2023-11-15 20:00:00+00:00,1963.199951171875,0.4992175373986952,-1.0080471610641255,-0.00100860883317583
2023-11-16 00:00:00+00:00,1963.5812755737302,0.0,0.0,2023-11-16 01:00:00+00:00,1961.0,0.0,-0.0,
2023-11-16 04:00:00+00:00,1965.9824999999998,0.0,0.0,2023-11-16 08:00:00+00:00,1970.0999755859373,0.0,0.0,
2023-11-16 22:00:00+00:00,1985.7423749999998,0.5032084906444676,0.49962121166625517,2023-11-17 00:00:00+00:00,1987.5,0.5000634375779397,0.8844518233690776,0.0008851223714255428
2023-11-17 04:00:00+00:00,1989.59427557373,0.5022284755829322,0.4996154500249613,2023-11-17 05:00:00+00:00,1986.699951171875,0.4988886439588683,-1.4536121321861695,-0.0014547309656992647
2023-11-20 02:00:00+00:00,1986.3927244262695,0.0,0.0,2023-11-20 04:00:00+00:00,1983.5,0.0,-0.0,
2023-11-20 15:00:00+00:00,1975.1870511474608,0.25288381873680194,0.24974642210682643,2023-11-20 17:00:00+00:00,1976.300048828125,0.24988715165869219,0.28145910373156485,0.0005634897616494655
2023-11-20 18:30:00+00:00,1981.340211639404,0.0,0.0,2023-11-20 20:00:00+00:00,1980.300048828125,0.0,-0.0,
2023-11-21 00:00:00+00:00,1989.09402557373,0.0,0.0,2023-11-21 05:00:00+00:00,1993.4000244140625,0.0,0.0,0.0
2023-11-22 17:30:00+00:00,1992.8459616394039,0.2506375029002518,0.2497409677450756,2023-11-22 18:00:00+00:00,1990.300048828125,0.2494219171302652,-0.6381012296206954,-0.0012775261411496583
2023-11-22 19:30:00+00:00,1993.046012786865,0.0,0.0,2023-11-22 20:00:00+00:00,1991.5999755859373,0.0,-0.0,
2023-11-23 01:00:00+00:00,1995.1970511474608,0.0,0.0,2023-11-23 05:00:00+00:00,1997.0999755859373,0.0,0.0,
2023-11-23 08:00:00+00:00,1996.6978011474607,0.0,0.0,2023-11-23 09:00:00+00:00,1995.0999755859373,0.0,-0.0,
2023-11-23 15:00:00+00:00,1994.196551147461,0.0,0.0,2023-11-23 16:00:00+00:00,1991.5999755859373,0.0,-0.0,
2023-11-23 21:00:00+00:00,1995.047073852539,0.0,0.0,2023-11-24 01:00:00+00:00,1993.5999755859373,0.0,-0.0,-0.0
2023-11-24 05:00:00+00:00,1996.2976322354405,0.25017565728672114,0.2497125361422132,2023-11-24 13:00:00+00:00,2000.900035511364,0.2502882407745396,1.1514092646527219,0.0011527347429575838
