entry_date,entry_price,size,fee_entry,exit_date,exit_price,fee_exit,pnl,return
2023-11-08 19:00:00+00:00,1954.9769999999999,0.05,0.25,2023-11-08 21:00:00+00:00,1955.2218511962892,0.250031311263034,-0.18740878519512194,-0.0003748175703902438
2023-11-09 08:00:00+00:00,1954.3767244262694,0.05,0.2499890647803701,2023-11-09 12:00:00+00:00,1949.824648803711,0.2494067977519767,-1.4139408545388397,-0.002828005408518706
2023-11-09 14:00:00+00:00,1964.281698852539,0.05,0.2499474665323872,2023-11-09 15:00:00+00:00,1967.2158511962891,0.25032082639475767,0.49639889834619816,0.000993006460983426
2023-11-09 19:30:00+00:00,1964.281637786865,0.05,0.2499536278181825,2023-11-09 22:00:00+00:00,1962.768125,0.2497610342488345,-0.6349481729448174,-0.0012701319410468447
2023-11-10 18:30:00+00:00,1940.719875,0.0,0.0,,,,,
2023-11-10 19:00:00+00:00,1940.56977557373,0.0,0.0,,,,,
2023-11-10 19:30:00+00:00,1940.8699133605958,0.0,0.0,,,,,
2023-11-10 20:00:00+00:00,1941.1700511474608,0.0,0.0,,,,,
2023-11-10 20:30:00+00:00,1942.4206761474609,0.0,0.0,,,,,
2023-11-10 21:00:00+00:00,1943.6713011474608,0.0,0.0,,,,,
2023-11-10 22:00:00+00:00,1943.7073201245114,0.0,0.0,,,,,
2023-11-10 23:00:00+00:00,1943.7433391015625,0.0,0.0,,,,,
2023-11-11 00:00:00+00:00,1943.779358078613,0.0,0.0,,,,,
2023-11-11 01:00:00+00:00,1943.815377055664,0.0,0.0,,,,,
2023-11-11 02:00:00+00:00,1943.851396032715,0.0,0.0,,,,,
2023-11-11 03:00:00+00:00,1943.8874150097654,0.0,0.0,,,,,
2023-11-11 04:00:00+00:00,1943.9234339868162,0.0,0.0,,,,,
2023-11-11 05:00:00+00:00,1943.959452963867,0.0,0.0,,,,,
2023-11-11 06:00:00+00:00,1943.9954719409175,0.0,0.0,,,,,
2023-11-11 07:00:00+00:00,1944.0314909179685,0.0,0.0,,,,,
2023-11-11 08:00:00+00:00,1944.0675098950194,0.0,0.0,,,,,
2023-11-11 09:00:00+00:00,1944.10352887207,0.0,0.0,,,,,
2023-11-11 10:00:00+00:00,1944.1395478491215,0.0,0.0,,,,,
2023-11-11 11:00:00+00:00,1944.175566826172,0.0,0.0,,,,,
2023-11-11 12:00:00+00:00,1944.2115858032228,0.0,0.0,,,,,
2023-11-11 13:00:00+00:00,1944.2476047802734,0.0,0.0,,,,,
2023-11-11 14:00:00+00:00,1944.2836237573242,0.0,0.0,,,,,
2023-11-11 15:00:00+00:00,1944.319642734375,0.0,0.0,,,,,
2023-11-13 02:00:00+00:00,1942.47075,0.1,0.4998630105463269,2023-11-13 03:00:00+00:00,1938.4303244018556,0.4988232732409508,-2.578297883993137,-0.0025790044768217377
2023-11-13 10:00:00+00:00,1944.57177557373,0.0,0.0,,,,,
2023-11-13 11:00:00+00:00,1942.8709744262694,0.0,0.0,,,,,
2023-11-13 15:00:00+00:00,1943.4712499999998,0.0,0.0,,,,,
2023-11-14 05:00:00+00:00,1949.174051147461,0.1,0.4997091025016,2023-11-14 08:00:00+00:00,1948.2253511962892,0.4994658846109944,-0.9859016658222929,-0.0009864755923864085
2023-11-14 09:00:00+00:00,1951.9754999999998,0.1,0.49963482196318376,2023-11-14 14:00:00+00:00,1971.0140000000001,0.5045079863845334,9.241820856314893,0.009248575609683875
2023-11-14 17:00:00+00:00,1967.08302557373,0.1,0.5000719312649013,2023-11-14 19:00:00+00:00,1966.816148803711,0.5000040858409623,-0.6356949337188301,-0.0006356034941922043
2023-11-14 22:00:00+00:00,1967.6833011474607,0.1,0.5000151429216522,2023-11-15 08:00:00+00:00,1974.312398803711,0.5016996869791733,2.867388428063072,0.002867301589416429
2023-11-15 14:00:00+00:00,1961.9805,0.1,0.5001335115859092,2023-11-15 15:30:00+00:00,1965.466787200928,0.5010222100516671,1.276374721464356,0.001276033990820779
2023-11-15 22:00:00+00:00,1964.1816122131347,0.0,0.0,,,,,
2023-11-15 23:00:00+00:00,1964.281698852539,0.0,0.0,,,,,
2023-11-16 00:00:00+00:00,1963.5812755737302,0.0,0.0,,,,,
2023-11-16 01:00:00+00:00,1961.9805,0.0,0.0,,,,,
2023-11-16 02:00:00+00:00,1964.3817244262693,0.0,0.0,,,,,
2023-11-16 03:00:00+00:00,1965.08202557373,0.0,0.0,,,,,
2023-11-16 04:00:00+00:00,1965.9824999999998,0.0,0.0,,,,,
2023-11-16 05:00:00+00:00,1966.58277557373,0.0,0.0,,,,,
2023-11-16 06:00:00+00:00,1970.5847755737302,0.0,0.0,,,,,
2023-11-16 09:00:00+00:00,1969.7844488525388,0.0,0.0,,,,,
2023-11-16 10:00:00+00:00,1968.5837755737302,0.0,0.0,,,,,
2023-11-16 11:00:00+00:00,1969.08402557373,0.0,0.0,,,,,
2023-11-16 12:00:00+00:00,1967.8834744262695,0.0,0.0,,,,,
2023-11-16 13:00:00+00:00,1975.9875,0.0,0.0,,,,,
2023-11-16 14:30:00+00:00,1986.292637786865,0.0,0.0,,,,,
2023-11-16 20:30:00+00:00,1985.092086639404,0.1,0.5001723236464032,2023-11-17 01:00:00+00:00,1985.007,0.5001508848514836,-0.5430284746906059,-0.0005428413858765403
2023-11-17 03:00:00+00:00,1990.0945255737302,0.1,0.5001201636064864,2023-11-17 09:00:00+00:00,1993.1029255981443,0.5008761887565831,1.011174111437081,0.0010109311571695713
2023-11-17 14:30:00+00:00,1985.4422372131346,0.1,0.5001457163038779,2023-11-17 15:30:00+00:00,1983.9075744018555,0.4997591248349116,-1.2729420627675998,-0.0012725711940259699
2023-11-20 01:00:00+00:00,1984.6918011474609,0.0,0.0,,,,,
2023-11-20 03:00:00+00:00,1985.8924744262695,0.0,0.0,,,,,
2023-11-20 04:00:00+00:00,1984.49175,0.0,0.0,,,,,
2023-11-20 05:00:00+00:00,1983.791448852539,0.0,0.0,,,,,
2023-11-20 11:00:00+00:00,1976.5877755737301,0.05,0.2500285309574622,2023-11-20 15:00:00+00:00,1973.2128511962892,0.24960161979540202,-1.1034239439157034,-0.0022065960626378098
2023-11-20 20:00:00+00:00,1981.2901988525389,0.0,0.0,,,,,
2023-11-20 20:30:00+00:00,1981.2401249999998,0.0,0.0,,,,,
2023-11-20 21:00:00+00:00,1981.1900511474607,0.0,0.0,,,,,
2023-11-20 22:00:00+00:00,1982.640788360596,0.0,0.0,,,,,
2023-11-20 23:00:00+00:00,1984.0915255737302,0.0,0.0,,,,,
2023-11-21 00:00:00+00:00,1989.09402557373,0.0,0.0,,,,,
2023-11-21 01:00:00+00:00,1992.795948852539,0.0,0.0,,,,,
2023-11-21 02:00:00+00:00,1993.3962244262693,0.1,0.4999893892911807,2023-11-21 04:00:00+00:00,1992.803148803711,0.4998406323533011,-0.7973545081125515,-0.0007973714294646692
2023-11-21 09:00:00+00:00,1988.0935255737302,0.1,0.4999245220963105,2023-11-21 14:00:00+00:00,2006.5961755981443,0.5045771847361635,8.800748094969876,0.008802076819582788
2023-11-22 01:00:00+00:00,1999.1990511474608,0.1,0.5003395632749541,2023-11-22 07:00:00+00:00,2004.4972500000001,0.5016655435461542,2.1502949988540068,0.002148835667500817
2023-11-22 17:00:00+00:00,1994.3967244262694,0.05,0.2502110305233665,2023-11-22 17:30:00+00:00,1990.8541116027832,0.24976658494518558,-1.1386577413070504,-0.002275394771616023
2023-11-22 18:00:00+00:00,1991.295198852539,0.05,0.25017630880407077,2023-11-23 04:00:00+00:00,1995.2018511962892,0.25066712094669197,0.7309571642958115,0.0014608840617044026
2023-11-23 14:00:00+00:00,1995.59727557373,0.0,0.0,,,,,
2023-11-23 15:00:00+00:00,1994.196551147461,0.0,0.0,,,,,
2023-11-23 16:00:00+00:00,1992.5957755737302,0.0,0.0,,,,,
2023-11-23 17:00:00+00:00,1994.796948852539,0.0,0.0,,,,,
2023-11-23 18:00:00+00:00,1993.796448852539,0.0,0.0,,,,,
2023-11-23 19:00:00+00:00,1994.296698852539,0.0,0.0,,,,,
2023-11-23 20:00:00+00:00,1994.6718863525389,0.0,0.0,,,,,
2023-11-23 23:00:00+00:00,1995.797448852539,0.0,0.0,,,,,
2023-11-24 01:00:00+00:00,1994.5967755737302,0.05,0.25018832832545806,2023-11-24 11:00:00+00:00,1998.5002721835053,0.25067795575461244,0.7285769025541513,0.0014560569380486455
2023-11-24 15:30:00+00:00,2000.09952557373,0.1,0.5004005760796276,2023-11-25 17:00:00+00:00,2001.398810845269,0.5007256414526537,0.14940510459958745,0.00014928550419555567
2023-11-27 01:00:00+00:00,2013.7063011474609,0.1,0.5003830263060536,2023-11-27 02:00:00+00:00,2010.8940744018555,0.4996842200656286,-1.8972967009154584,-0.0018958443843726613
2023-11-27 04:00:00+00:00,2014.7068011474607,0.1,0.5002631423196924,2023-11-27 09:00:00+00:00,2012.8930744018555,0.4998127836667366,-1.400530089578335,-0.001399793399813701
2023-11-27 15:30:00+00:00,2012.1555994262694,0.1,0.5001681026580975,2023-11-27 22:00:00+00:00,2013.9925,0.5006247070454503,0.41258406766003086,0.0004124454013234657
2023-11-28 00:00:00+00:00,2018.2085511474609,0.1,0.5001637234563475,2023-11-28 01:00:00+00:00,2014.3923244018556,0.4992179648143329,-2.3907352488436384,-0.002389952666221597
2023-11-28 02:00:00+00:00,2016.207551147461,0.1,0.5000191785077326,2023-11-28 03:00:00+00:00,2013.8925744018557,0.49944506461259147,-1.6476728548947266,-0.0016476096575056133
2023-11-28 04:00:00+00:00,2016.7078011474607,0.1,0.49991179390606244,2023-11-28 05:00:00+00:00,2014.192351196289,0.49928825136962973,-1.7463733242350183,-0.0017466814601329213
2023-11-28 08:00:00+00:00,2016.6077755737301,0.1,0.49979947965015536,2023-11-28 14:00:00+00:00,2025.5866755981444,0.502024825408706,3.948666691692471,0.00395025090307859
2023-11-28 16:30:00+00:00,2042.1705383605959,0.1,0.4999719230107575,2023-11-29 01:00:00+00:00,2048.275398803711,0.501466538057896,2.487763556219095,0.0024879032618853355
2023-11-29 04:00:00+00:00,2047.723301147461,0.1,0.5000713125924179,2023-11-29 09:00:00+00:00,2058.070547607422,0.5025981975070206,4.551171631698501,0.0045505226125697835
2023-11-29 10:00:00+00:00,2059.329198852539,0.1,0.5002738676083732,2023-11-29 18:00:00+00:00,2067.8654523925784,0.5023475839310187,3.645085061360228,0.00364308961288149
2023-11-30 12:00:00+00:00,2059.329198852539,0.1,0.5004311081680608,2023-11-30 15:30:00+00:00,2057.720625,0.5000402136981311,-1.2818291535574562,-0.0012807248916338122
2023-11-30 18:00:00+00:00,2055.827448852539,0.0,0.0,,,,,
2023-11-30 18:30:00+00:00,2056.37765057373,0.0,0.0,,,,,
2023-11-30 19:00:00+00:00,2056.9278522949216,0.0,0.0,,,,,
2023-11-30 19:30:00+00:00,2056.977926147461,0.0,0.0,,,,,
2023-11-30 20:00:00+00:00,2057.028,0.0,0.0,,,,,
2023-11-30 20:30:00+00:00,2057.078073852539,0.0,0.0,,,,,
2023-11-30 21:00:00+00:00,2057.128147705078,0.0,0.0,,,,,
2023-11-30 22:00:00+00:00,2058.828948852539,0.0,0.0,,,,,
2023-11-30 23:00:00+00:00,2060.5297499999997,0.0,0.0,,,,,
2023-12-01 00:00:00+00:00,2062.53075,0.0,0.0,,,,,
2023-12-01 04:00:00+00:00,2060.629897705078,0.0,0.0,,,,,
2023-12-01 05:00:00+00:00,2061.630397705078,0.0,0.0,,,,,
2023-12-01 06:00:00+00:00,2061.0299999999997,0.0,0.0,,,,,
2023-12-01 10:00:00+00:00,2064.331698852539,0.0,0.0,,,,,
2023-12-01 11:00:00+00:00,2057.4281022949217,0.0,0.0,,,,,
2023-12-01 12:00:00+00:00,2056.327698852539,0.05,0.25017099757748723,2023-12-01 15:00:00+00:00,2067.9655000000002,0.2515868421066902,2.5801022162991667,0.005156677315283146
2023-12-01 19:00:00+00:00,2088.0434999999998,0.1,0.5004584917159107,2023-12-02 10:00:00+00:00,2102.296289885254,0.5038745746321517,6.328291257849868,0.006322493635937917
2023-12-04 01:00:00+00:00,2108.7538011474608,0.1,0.5007498833542174,2023-12-04 13:00:00+00:00,2075.261898803711,0.4927968135445424,-16.398936432894686,-0.01637437868487181
2023-12-04 14:00:00+00:00,2069.9343522949216,0.0,0.0,,,,,
2023-12-04 14:30:00+00:00,2056.077451721191,0.0,0.0,,,,,
2023-12-04 15:00:00+00:00,2042.2205511474608,0.0,0.0,,,,,
2023-12-04 15:30:00+00:00,2043.8714005737302,0.0,0.0,,,,,
2023-12-04 16:00:00+00:00,2045.52225,0.0,0.0,,,,,
2023-12-04 16:30:00+00:00,2045.4722372131346,0.0,0.0,,,,,
2023-12-04 17:00:00+00:00,2045.4222244262694,0.0,0.0,,,,,
2023-12-04 17:30:00+00:00,2044.6718494262693,0.0,0.0,,,,,
2023-12-04 18:00:00+00:00,2043.9214744262695,0.0,0.0,,,,,
2023-12-04 18:30:00+00:00,2047.2731860656736,0.0,0.0,,,,,
2023-12-04 19:00:00+00:00,2050.624897705078,0.0,0.0,,,,,
2023-12-04 19:30:00+00:00,2048.4737982788083,0.0,0.0,,,,,
2023-12-04 20:00:00+00:00,2046.322698852539,0.0,0.0,,,,,
2023-12-04 20:30:00+00:00,2047.773375,0.0,0.0,,,,,
2023-12-04 21:00:00+00:00,2049.2240511474606,0.0,0.0,,,,,
2023-12-04 22:00:00+00:00,2051.325076721191,0.0,0.0,,,,,
2023-12-04 23:00:00+00:00,2053.4261022949217,0.0,0.0,,,,,
2023-12-05 14:30:00+00:00,2035.617336639404,0.0,0.0,,,,,
2023-12-05 15:00:00+00:00,2035.317198852539,0.0,0.0,,,,,
2023-12-05 15:30:00+00:00,2034.5167499999998,0.0,0.0,,,,,
2023-12-05 16:00:00+00:00,2033.7163011474609,0.0,0.0,,,,,
2023-12-05 16:30:00+00:00,2035.0169999999998,0.0,0.0,,,,,
2023-12-05 17:00:00+00:00,2036.317698852539,0.0,0.0,,,,,
2023-12-05 17:30:00+00:00,2036.8179488525388,0.0,0.0,,,,,
2023-12-05 18:00:00+00:00,2037.318198852539,0.0,0.0,,,,,
2023-12-05 18:30:00+00:00,2038.1685994262693,0.0,0.0,,,,,
2023-12-05 19:00:00+00:00,2039.0189999999998,0.0,0.0,,,,,
2023-12-05 19:30:00+00:00,2038.8188877868652,0.0,0.0,,,,,
2023-12-05 20:00:00+00:00,2038.61877557373,0.0,0.0,,,,,
2023-12-05 22:00:00+00:00,2038.318637786865,0.0,0.0,,,,,
2023-12-05 23:00:00+00:00,2038.0185,0.0,0.0,,,,,
2023-12-06 00:00:00+00:00,2040.819948852539,0.0,0.0,,,,,
2023-12-06 01:00:00+00:00,2039.7193011474608,0.0,0.0,,,,,
2023-12-06 02:00:00+00:00,2039.819448852539,0.0,0.0,,,,,
2023-12-06 03:00:00+00:00,2041.7203011474608,0.0,0.0,,,,,
2023-12-06 04:00:00+00:00,2040.11952557373,0.0,0.0,,,,,
2023-12-06 09:00:00+00:00,2039.6192755737302,0.0,0.0,,,,,
2023-12-06 10:00:00+00:00,2041.3201988525389,0.0,0.0,,,,,
2023-12-06 11:00:00+00:00,2040.11952557373,0.0,0.0,,,,,
2023-12-06 12:00:00+00:00,2045.12202557373,0.0,0.0,,,,,
2023-12-06 13:00:00+00:00,2048.9239744262695,0.0,0.0,,,,,
2023-12-06 14:30:00+00:00,2046.5227499999999,0.05,0.24995244951920245,2023-12-06 17:30:00+00:00,2046.776148803711,0.24998339843081013,-0.18808557521544927,-0.00037624271251840587
2023-12-06 22:00:00+00:00,2044.821887786865,0.1,0.49988299713716816,2023-12-07 00:00:00+00:00,2044.4772500000001,0.499798745999769,-0.6683010207981257,-0.0006684574436673064
2023-12-07 02:00:00+00:00,2046.822948852539,0.1,0.49982458793627144,2023-12-07 09:00:00+00:00,2050.074547607422,0.5006186131394307,1.0874317931789856,0.001087813424374428
2023-12-07 14:30:00+00:00,2045.52225,0.1,0.4998539682965336,2023-12-07 18:00:00+00:00,2046.1763511962893,0.5000138077109583,-0.18033497886153926,-0.00018038766349710888
2023-12-07 22:00:00+00:00,2045.9724872131346,0.1,0.4998199588491756,2023-12-08 01:00:00+00:00,2047.575797607422,0.5002116388645734,0.2831483919310469,0.00028325038538175805
2023-12-08 15:00:00+00:00,2026.312698852539,0.0,0.0,,,,,
2023-12-08 18:00:00+00:00,2016.207551147461,0.0,0.0,,,,,
2023-12-08 18:30:00+00:00,2016.8579005737301,0.0,0.0,,,,,
2023-12-08 19:00:00+00:00,2017.5082499999999,0.0,0.0,,,,,
2023-12-08 19:30:00+00:00,2018.6588494262694,0.0,0.0,,,,,
2023-12-08 20:00:00+00:00,2019.809448852539,0.0,0.0,,,,,
2023-12-08 20:30:00+00:00,2020.7098622131346,0.0,0.0,,,,,
2023-12-08 21:00:00+00:00,2021.6102755737302,0.0,0.0,,,,,
2023-12-08 22:00:00+00:00,2021.6603005737302,0.0,0.0,,,,,
2023-12-08 23:00:00+00:00,2021.71032557373,0.0,0.0,,,,,
2023-12-09 00:00:00+00:00,2021.7603505737304,0.0,0.0,,,,,
2023-12-09 01:00:00+00:00,2021.81037557373,0.0,0.0,,,,,
2023-12-09 02:00:00+00:00,2021.8604005737302,0.0,0.0,,,,,
2023-12-09 03:00:00+00:00,2021.91042557373,0.0,0.0,,,,,
2023-12-09 04:00:00+00:00,2021.96045057373,0.0,0.0,,,,,
2023-12-09 05:00:00+00:00,2022.0104755737304,0.0,0.0,,,,,
2023-12-09 06:00:00+00:00,2022.06050057373,0.0,0.0,,,,,
2023-12-09 07:00:00+00:00,2022.1105255737302,0.0,0.0,,,,,
2023-12-09 08:00:00+00:00,2022.16055057373,0.0,0.0,,,,,
2023-12-09 09:00:00+00:00,2022.21057557373,0.0,0.0,,,,,
2023-12-09 10:00:00+00:00,2022.2606005737305,0.0,0.0,,,,,
2023-12-09 11:00:00+00:00,2022.31062557373,0.0,0.0,,,,,
2023-12-09 12:00:00+00:00,2022.36065057373,0.0,0.0,,,,,
2023-12-09 13:00:00+00:00,2022.41067557373,0.0,0.0,,,,,
2023-12-09 14:00:00+00:00,2022.46070057373,0.0,0.0,,,,,
2023-12-09 15:00:00+00:00,2022.5107255737305,0.0,0.0,,,,,
2023-12-09 16:00:00+00:00,2022.56075057373,0.0,0.0,,,,,
2023-12-09 17:00:00+00:00,2022.61077557373,0.0,0.0,,,,,
2023-12-09 18:00:00+00:00,2022.66080057373,0.0,0.0,,,,,
2023-12-09 19:00:00+00:00,2022.71082557373,0.0,0.0,,,,,
2023-12-09 20:00:00+00:00,2022.7608505737305,0.05,0.24990456263541483,2023-12-09 21:00:00+00:00,2020.7890755981443,0.24966095718756887,-0.7368718528794994,-0.001474306521475
2023-12-11 17:00:00+00:00,1993.1960511474608,0.0,0.0,,,,,
2023-12-11 17:30:00+00:00,1995.647288360596,0.0,0.0,,,,,
2023-12-11 18:00:00+00:00,1998.09852557373,0.0,0.0,,,,,
2023-12-11 19:30:00+00:00,1997.898413360596,0.0,0.0,,,,,
2023-12-11 20:00:00+00:00,1997.6983011474608,0.0,0.0,,,,,
2023-12-11 20:30:00+00:00,1998.148538360596,0.0,0.0,,,,,
2023-12-11 21:00:00+00:00,1998.59877557373,0.0,0.0,,,,,
2023-12-11 23:00:00+00:00,1999.3992244262695,0.0,0.0,,,,,
2023-12-12 00:00:00+00:00,2001.9004744262695,0.0,0.0,,,,,
2023-12-12 01:00:00+00:00,1999.4992499999998,0.0,0.0,,,,,
2023-12-12 02:00:00+00:00,1998.298698852539,0.0,0.0,,,,,
2023-12-12 03:00:00+00:00,2001.6002755737302,0.0,0.0,,,,,
2023-12-12 05:00:00+00:00,2003.801448852539,0.0,0.0,,,,,
2023-12-12 07:00:00+00:00,2004.1015255737302,0.0,0.0,,,,,
2023-12-12 08:00:00+00:00,1999.8994744262693,0.0,0.0,,,,,
2023-12-12 09:00:00+00:00,2002.1005255737302,0.0,0.0,,,,,
2023-12-12 17:00:00+00:00,1993.8964744262694,0.0,0.0,,,,,
2023-12-12 17:30:00+00:00,1994.596836639404,0.0,0.0,,,,,
