side,entry_idx,entry_date,entry_price,units,invest,fee_entry,confidence,regime,stop_distance,tp_distance,dd_factor,exit_idx,exit_date,exit_price,fee_exit,pnl,return,exit_reason
long,4,2023-11-09 01:00:00+00:00,1959.5792755737302,4.595119019802677,9000.0,4.5,0.2064200608115374,neutral,3.2340991210937498,10.395318603515625,1.0,5,2023-11-09 02:00:00+00:00,1954.1224255981444,4.489712562444488,-29.564587673468573,-0.0032849541859409524,stop
long,7,2023-11-09 05:00:00+00:00,1956.07752557373,4.587664049459054,8969.341871093879,4.484670935546939,0.20532415350386857,neutral,3.7362777709960935,12.009464263916016,1.0,11,2023-11-09 09:00:00+00:00,1950.824148803711,4.474862907141673,-28.575590653221102,-0.0031859183275546273,stop
short,267,2023-11-18 06:00:00+00:00,1981.338835,4.0586728103280425,8045.628872097589,4.022814436048795,0.36723092998955065,bear,2.307005615234425,7.415375191824937,1.0,310,2023-11-20 01:00:00+00:00,1984.6918011474609,4.027607325099095,-17.63619986174876,-0.002192022543186335,stop
short,356,2023-11-21 15:00:00+00:00,2005.49675,4.44559906443856,8920.094522795971,4.460047261397985,0.22346556308820476,bull,7.369982910156295,23.689230782645232,1.0,500,2023-11-27 01:00:00+00:00,2013.7063011474609,4.476065424217593,-40.97243832482978,-0.004593274008489668,stop
short,905,2023-12-11 03:00:00+00:00,2011.793648803711,3.9702327917987406,7991.284757191528,3.995642378595764,0.32394088669950727,bear,5.918024902343676,19.02222290039039,1.0,968,2023-12-13 06:00:00+00:00,1990.2946988525389,3.9509666393637746,81.40486944602023,0.0101867061329234,takeprofit
short,1008,2023-12-14 16:30:00+00:00,2051.273898803711,4.360411916980125,8948.873590129047,4.474436795064523,0.22346556308820476,bull,9.919970703125045,31.88562011718765,1.0,1216,2023-12-21 22:00:00+00:00,2062.080573852539,4.495760353999913,-51.61731501984218,-0.005768023707115281,stop
short,1234,2023-12-22 15:00:00+00:00,2071.8634523925784,4.292725858800299,8898.391013495631,4.449195506747816,0.22346556308820476,bull,7.819921874999999,25.135463169642854,1.0,1347,2023-12-26 20:00:00+00:00,2080.639897705078,4.465808345865099,-42.14068208717961,-0.004735764254826236,stop
short,1524,2024-01-02 07:00:00+00:00,2081.059047607422,4.253618802299906,8856.460123661096,4.428230061830548,0.3716137112363527,bull,7.130111694335801,22.918216160365077,1.0,1559,2024-01-03 11:00:00+00:00,2056.727801147461,4.374268023086891,99.12157940239669,0.011192008773074188,takeprofit
short,1662,2024-01-06 22:00:00+00:00,2050.8740744018555,4.357758190787575,8941.684138067605,4.470842069033803,0.21003454965719137,neutral,3.5671391601563753,11.46580444335978,1.0,1693,2024-01-08 05:00:00+00:00,2038.2185511474609,4.4410317929390155,50.70867832760146,0.005671043345371419,takeprofit
short,1865,2024-01-14 01:00:00+00:00,2051.285914277344,4.377159945920141,8983.298190700316,4.491649095350158,0.3271692667919084,bull,3.781428710937507,12.154592285156273,1.0,1889,2024-01-15 01:00:00+00:00,2055.827448852539,4.4993427824202605,-24.378366017975257,-0.002713743382493104,stop
short,1892,2024-01-15 04:00:00+00:00,2057.270898803711,4.351802441144619,8957.315177098322,4.4786575885491615,0.22346556308820476,bull,4.74947460937501,15.26616838727682,1.0,1929,2024-01-16 15:30:00+00:00,2041.9704872131347,4.443126075499693,62.14124243488854,0.006937485307401998,takeprofit
short,2058,2024-01-20 22:00:00+00:00,2029.534773803711,4.436833019043013,9009.211503460028,4.504605751730014,0.32394088669950727,bull,3.3487924804688416,10.763975830078419,1.0,2120,2024-01-23 05:00:00+00:00,2032.9159744262695,4.509854360137238,-19.511676926314237,-0.0021657474595663216,stop
long,2164,2024-01-24 16:00:00+00:00,2017.308198852539,4.011722942151415,8088.837164144808,4.044418582072404,0.23920446005034735,bear,8.450042724609512,27.160851614816288,1.0,2322,2024-01-30 08:00:00+00:00,2055.571797607422,4.123192269850561,149.37976470439042,0.018467396694118465,takeprofit
long,2443,2024-02-03 05:00:00+00:00,2057.968567705078,3.989692652622567,8206.558794503886,4.103279397251943,0.23920446005034735,bear,4.89462304687504,15.732716936384058,1.0,2486,2024-02-05 00:00:00+00:00,2051.074047607422,4.09157752886208,-31.598593705839313,-0.003850407277530454,stop
short,2539,2024-02-06 18:00:00+00:00,2051.873452392578,4.426064302693718,9086.266974767092,4.543133487383546,0.22346556308820476,bull,7.34996337890625,23.62488228934152,1.0,2560,2024-02-07 14:00:00+00:00,2059.829448852539,4.558468796601749,-39.77222072039121,-0.004377179410514811,stop
long,2590,2024-02-08 13:00:00+00:00,2036.8179488525388,3.999285118923515,8141.744840382085,4.0708724201910425,0.24542232295710464,bear,5.610009765625022,18.032174246651856,1.0,2699,2024-02-12 14:00:00+00:00,2027.685601196289,4.0546464253599,-40.57750850783541,-0.004983883590477535,stop
long,2700,2024-02-12 14:30:00+00:00,2028.7638749999999,3.997326914969983,8105.579651830383,4.052789825915192,0.2807087244102797,bear,4.745013427734329,15.251828874860344,1.0,2729,2024-02-13 13:00:00+00:00,2016.5911755981444,4.030487091354711,-52.688746038230036,-0.0065003057525111095,stop
long,2755,2024-02-14 08:00:00+00:00,2002.1005255737302,4.027594376148302,8059.619007780427,4.029809503890213,0.4454223229571046,bear,3.565008544921852,11.45895603724881,1.0,2789,2024-02-15 13:00:00+00:00,2014.3923244018556,4.0565775985586106,45.44980223434519,0.005639199841887044,takeprofit
long,2894,2024-02-19 10:00:00+00:00,2031.2511238623044,4.429243791545392,8992.41022432455,4.496205112162276,0.2124039456816018,bull,4.290585205078242,13.791166730608634,1.0,3009,2024-02-23 09:00:00+00:00,2025.0869255981445,4.484801846272664,-31.787538737657147,-0.0035349297846390022,stop
short,3048,2024-02-24 17:00:00+00:00,2043.8575892822266,4.381555263142012,8959.754854859713,4.479877427429857,0.28766275817545206,bull,2.6937182617188227,8.65838012695336,1.0,3117,2024-02-27 08:00:00+00:00,2048.62377557373,4.488079143031468,-25.37138777368459,-0.00283170557506083,stop
short,3442,2024-03-09 14:00:00+00:00,2184.3439844547192,4.087461652267847,8932.88871617871,4.466444358089355,0.3716137112363527,bull,4.130029296875182,13.275094168527371,1.0,3475,2024-03-10 23:00:00+00:00,2189.394198852539,4.474532414753719,-25.117090101574227,-0.002811754506253242,stop
short,3669,2024-03-17 16:00:00+00:00,2157.264773339844,3.713790473041567,8015.6371816485125,4.0078185908242565,0.22346556308820476,bear,6.194812011718749,19.911895751953125,1.0,3688,2024-03-18 11:00:00+00:00,2165.682397705078,4.021445328115469,-35.28273850136468,-0.004401738464677909,stop
short,3711,2024-03-19 05:00:00+00:00,2159.6196011962893,4.105568674156183,8870.902033782044,4.435451016891022,0.2667556063782479,bull,3.115002441406295,10.012507847377378,1.0,3735,2024-03-19 22:00:00+00:00,2162.880948852539,4.439928134769093,-17.82961490780001,-0.0020098987498567253,stop
long,4002,2024-03-29 03:00:00+00:00,2256.1640535822694,3.924931297494473,8850.863474449821,4.425431737224911,0.2155372654858403,bull,16.640382838893675,53.4869448393011,1.0,4080,2024-04-01 09:00:00+00:00,2271.163898803711,4.457081134077128,54.41628083313222,0.006148132438176015,signal_exit
long,4217,2024-04-05 17:30:00+00:00,2346.3726732788086,3.793218045715739,8895.855238636139,4.44792761931807,0.209319402579083,bull,17.484997558593886,56.20177786690893,1.0,4227,2024-04-06 01:00:00+00:00,2345.686652966309,4.448850470813178,-7.051075099914507,-0.0007926247573466063,signal_exit
short,4228,2024-04-06 02:00:00+00:00,2345.238874038086,3.7868481038049295,8885.50613618883,4.442753068094414,0.22346556308820476,bull,10.127463867187588,32.55256243024582,1.0,4276,2024-04-08 02:00:00+00:00,2367.983448852539,4.483596816564347,-90.6138468245244,-0.010197938692031614,stop
