Date,Close,Open,High,Low,Volume,BTC-USD,DX-Y.NYB,ETH-USD,^GSPC,^IXIC,^VIX,Return,LogReturn,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI_14,ATR_14,Volatility_20,Momentum_10,Gold_DX-Y.NYB_Ratio,Corr_DX-Y.NYB_24h,Gold_^GSPC_Ratio,Corr_^GSPC_24h,Gold_BTC-USD_Ratio,Corr_BTC-USD_24h,Lag_Return_1h,Lag_Return_6h,MA_diff,Rolling_Zscore_24h,Gold_^IXIC_Ratio,Corr_^IXIC_24h,Hour,DayOfWeek,Hour_Sin,Hour_Cos,ATR,vol_24h,momentum_ok,buy_prob,equity,strategy_ret
2025-08-25 00:00:00+00:00,3410.10009765625,3414.800048828125,3415.5,3408.800048828125,3510.0,112598.359375,97.927001953125,4702.50537109375,6466.35009765625,21487.224609375,14.229999542236328,-0.001405547695323639,-0.0014065364040456,3393.5800048828123,3390.656005859375,3407.144547274426,3397.1851531718444,9.959394102581427,0.0519931811301077,70.83340025806174,9.178571428571429,0.003133847310725006,0.010100739827088256,34.82287856881138,-0.9879176071210464,0.5273608830570007,0.9814355843495152,0.030285522067858457,0.8168483782483217,0.0005273225618949162,0.0011418915726271184,2.923999023437318,0.8773161161388493,0.15870360922127863,0.9776345244708164,0,0,0.0,1.0,9.178571428571429,0.002889861488554775,1,0.5425799274884641,10000.0,0.0
2025-08-25 01:00:00+00:00,3407.800048828125,3410.199951171875,3413.199951171875,3405.5,4144.0,113050.2421875,97.94400024414062,4732.2470703125,6466.35009765625,21487.224609375,14.229999542236328,-0.0006744813237904435,-0.0006747088886497,3395.400012207031,3391.315392127404,3407.245393667303,3397.9714417389764,9.273951928326369,-0.2482570297049335,68.7905528502013,9.507132393973214,0.0031237954974941413,-0.003363261438241283,34.793351714233246,-0.9890264957660875,0.5270051879904811,0.9836417466943105,0.030144119843423883,0.7860072525426155,-0.001405547695323639,-0.0003802201821158091,4.084620079627257,0.7176880515030722,0.15859656660084073,0.9796923703962503,1,0,0.25881904510252074,0.9659258262890683,9.507132393973214,0.0028968483499452204,1,0.5563148375648376,9996.627692127942,-0.0003372307872058222
2025-08-25 02:00:00+00:00,3409.39990234375,3407.89990234375,3410.199951171875,3405.60009765625,3704.0,113404.015625,97.93499755859376,4767.69873046875,6466.35009765625,21487.224609375,14.229999542236328,0.0004694681297909842,0.0004693579641067,3397.220007324219,3391.9851888020835,3407.5768565406024,3398.817994376367,8.758862164235325,-0.5540942521272564,70.97823692849049,9.55712890625,0.0031238015196717035,-0.0008791466668193193,34.812885968257866,-0.9891178992498566,0.5272526001304771,0.9835833491079865,0.030064190263048456,0.7596870855819848,-0.0006744813237904435,-5.8501178380909735e-05,5.234818522135356,0.728351750063334,0.15867102263435412,0.9795208341613483,2,0,0.49999999999999994,0.8660254037844387,9.55712890625,0.00286826535994828,1,0.5156221119202424,9998.826976658876,0.00022000264475852127
2025-08-25 03:00:00+00:00,3412.60009765625,3409.39990234375,3413.10009765625,3409.10009765625,2079.0,113118.7890625,97.86000061035156,4728.59130859375,6466.35009765625,21487.224609375,14.229999542236328,0.0009386388819627722,0.0009381986359538,3399.260009765625,3392.721435546875,3408.349662866087,3399.8388909156174,8.510771950469461,-0.7950806725692128,76.62200763554735,9.235700334821429,0.003117637777073578,-0.0007905458183099512,34.8722672832315,-0.9891068286242118,0.5277474999215755,0.9845959205932988,0.03016828703647722,0.7242156935054793,0.0004694681297909842,0.00023408983806505468,6.53857421875,0.8045085611478976,0.1588199574256395,0.9804589087154658,3,0,0.7071067811865476,0.7071067811865476,9.235700334821429,0.002867865790155536,1,0.5499045811545812,9998.826976658876,0.0
2025-08-25 04:00:00+00:00,3410.39990234375,3412.39990234375,3412.60009765625,3408.300048828125,2242.0,112754.6875,97.8550033569336,4719.0986328125,6466.35009765625,21487.224609375,14.229999542236328,-0.000644726967572673,-0.000644934893379,3401.3050048828127,3393.3310378502156,3408.665084324189,3400.6211880584424,8.043896265746753,-1.016077641843594,71.3398639356875,8.55712890625,0.0031168351502728602,-0.002573715767955842,34.851563898773826,-0.9900779102102238,0.5274072468763071,0.9842217670304884,0.030246191781106394,0.6832553408422337,0.0009386388819627722,-0.0015796116260786697,7.973967032597102,0.6438767060874692,0.15871756191609845,0.9799118687380669,4,0,0.8660254037844386,0.5000000000000001,8.55712890625,0.0028696081194894566,1,0.5499045811545812,9995.896487769478,-0.0002930832682913609
2025-08-25 05:00:00+00:00,3408.89990234375,3410.39990234375,3410.5,3407.10009765625,1991.0,112349.7578125,97.89600372314452,4705.685546875,6466.35009765625,21487.224609375,14.229999542236328,-0.00043983111745027337,-0.0004399278715275,3403.2199951171874,3393.85,3408.701210173352,3401.2344261536505,7.466784019701663,-1.2345763615310714,36.59776624193802,5.492832728794643,0.00312517738858748,-0.002633195897231655,34.82164514038276,-0.9902404696902916,0.5271752767575622,0.9822481660391194,0.030341853589331426,0.6364316290074614,-0.000644726967572673,0.0005273225618949162,9.3699951171875,0.5161789659262865,0.15864775299348194,0.9776751657353991,5,0,0.9659258262890683,0.25881904510252074,5.492832728794643,0.0028574545030276943,1,0.5563148375648376,9993.40564375863,-0.00024918665513351534
2025-08-25 06:00:00+00:00,3413.300048828125,3408.699951171875,3414.0,3408.60009765625,3432.0,111903.8359375,97.79100036621094,4631.90673828125,6466.35009765625,21487.224609375,14.229999542236328,0.001290781956181819,0.0012899496133243,3405.279992675781,3394.4774209299394,3409.408723812548,3402.128175981389,7.280547831158856,-1.3670395463095155,51.2398695228167,5.049979073660714,0.0031291210895404813,-0.001287386958074399,34.90403039145712,-0.9909736165434274,0.527855745092546,0.9815714499241441,0.03050208261613547,0.5796822768425597,-0.00043983111745027337,-0.001405547695323639,10.80257174584176,0.657999908783709,0.1588525326504347,0.9767483883874672,6,0,1.0,6.123233995736766e-17,5.049979073660714,0.002862427601315467,1,0.5499045811545812,10000.292221103575,0.0006891121596015459
2025-08-25 07:00:00+00:00,3411.0,3413.39990234375,3414.300048828125,3410.89990234375,3016.0,111457.546875,97.91799926757812,4588.29638671875,6466.35009765625,21487.224609375,15.020000457763672,-0.0006738490010319564,-0.0006740761393137,3407.1799926757812,3394.993751525879,3409.6535355336946,3402.7853481309157,6.868187402778858,-1.4722135616307714,43.977514412523,4.771414620535714,0.0031416272408149428,-0.0021939447125932654,34.835270588444196,-0.9904666619294206,0.5275000500260264,0.9798215007985175,0.030603580427132644,0.5229447925389479,0.001290781956181819,-0.0006744813237904435,12.186241149902344,0.4869694673238149,0.1587454900299968,0.9745889981513374,7,0,0.9659258262890683,-0.25881904510252063,4.771414620535714,0.002867289306572045,1,0.5425799274884641,9996.922445061324,-0.00033696775731606454
2025-08-25 08:00:00+00:00,3409.300048828125,3411.10009765625,3411.699951171875,3408.5,3654.0,111534.6171875,97.87000274658205,4605.45263671875,6466.35009765625,21487.224609375,15.050000190734863,-0.0004983732547273467,-0.0004984974839545,3409.1049926757814,3395.427275686553,3409.5991529636067,3403.267918552931,6.331234410675734,-1.578536114133423,35.22402635261194,4.5999755859375,0.0031386769772675776,-0.0011133716326499066,34.83498470538619,-0.9892018833165893,0.527237158109226,0.9765416116098996,0.030567191915822384,0.490962990130443,-0.0006738490010319564,0.0004694681297909842,13.67771698922843,0.33890320193469153,0.15866637552345728,0.9706994415977727,8,0,0.8660254037844387,-0.4999999999999998,4.5999755859375,0.0028642789561543858,1,0.5563148375648376,9993.991956171925,-0.00029313910410955213
2025-08-25 09:00:00+00:00,3411.60009765625,3409.10009765625,3412.199951171875,3406.300048828125,3528.0,111786.0546875,97.947998046875,4610.01708984375,6466.35009765625,21487.224609375,15.0600004196167,0.0006746396020249623,0.0006744121350283,3411.4349975585938,3395.902946920956,3409.906990608629,3403.885117005029,6.021873603599943,-1.6397112047702953,40.86984827898551,4.764247349330357,0.0030919143067197493,-0.0009662961673445603,34.830728199148375,-0.9863468401030377,0.5275928531757456,0.9730443571809954,0.03051901337061596,0.4638681112721901,-0.0004983732547273467,0.0009386388819627722,15.532050637637894,0.39546094729845005,0.15877341814389515,0.9663927184328164,9,0,0.7071067811865476,-0.7071067811865475,4.764247349330357,0.0028642790083318686,1,0.5425799274884641,9997.655067283673,0.0003665313248011337
