iter	Logloss
664	0.1479865109
665	0.147711392
666	0.1475134748
667	0.147225093
668	0.1470520965
669	0.1467276222
670	0.1465843158
671	0.1459830718
672	0.1458462022
673	0.1456155557
674	0.145457235
675	0.1451405448
676	0.1449123592
677	0.1447501843
678	0.1442129276
679	0.1440110148
680	0.1438599412
681	0.1434780702
682	0.14336893
683	0.1429695756
684	0.1427392113
685	0.1424601795
686	0.1420464898
687	0.1415826638
688	0.141445046
689	0.1410756668
690	0.1408393454
691	0.1405030761
692	0.1403199741
693	0.1400865962
694	0.1398826732
695	0.1397067738
696	0.1396229735
697	0.1394475925
698	0.1391463459
699	0.138848421
700	0.1383661938
701	0.1379104432
702	0.1377059813
703	0.1376000291
704	0.1374093747
705	0.1372565336
706	0.1369921046
707	0.1365451561
708	0.1363294646
709	0.136164487
710	0.1358404255
711	0.1355779298
712	0.135377019
713	0.1351848697
714	0.13497135
715	0.134746527
716	0.1345571917
717	0.1342129136
718	0.1340783972
719	0.1338355727
720	0.1337125024
721	0.1334985181
722	0.1331061994
723	0.1329419984
724	0.1327888102
725	0.1326181377
726	0.1324950018
727	0.1322526052
728	0.1319143888
729	0.1317363053
730	0.1316042459
731	0.1311202165
732	0.1309750439
733	0.1308173208
734	0.1305456376
735	0.1302174733
736	0.1299505296
737	0.1298216719
738	0.1297034702
739	0.1296015718
740	0.1293112898
741	0.1290860699
742	0.1288649954
743	0.1285134569
744	0.1283904165
745	0.1282413706
746	0.1280984068
747	0.1279129785
748	0.1276803079
749	0.1274604536
750	0.1270999798
751	0.1268375784
752	0.1266640261
753	0.1264198908
754	0.126145563
755	0.1259571254
756	0.1258533238
757	0.1257049214
758	0.1256280764
759	0.1253528144
760	0.1251494894
761	0.1249757341
762	0.1248645654
763	0.1247559576
764	0.1245895934
765	0.1243287915
766	0.1240929907
767	0.1237147361
768	0.1236182304
769	0.1233723807
770	0.1232815421
771	0.1230780337
772	0.1229548161
773	0.1228750593
774	0.1227989865
775	0.1224754322
776	0.1223014971
777	0.1220744298
778	0.1218720333
779	0.1216866648
780	0.1214647737
781	0.1213129593
782	0.1210738738
783	0.1209172843
784	0.1208154107
785	0.1204103259
786	0.1201474816
787	0.119905194
788	0.1197210474
789	0.1194453708
790	0.1193581217
791	0.1191926867
792	0.1189501375
793	0.1187879853
794	0.118557482
795	0.1183832565
796	0.1182228747
797	0.117935643
798	0.1176408277
799	0.1175767849
800	0.1173002392
801	0.1170248085
802	0.1168469197
803	0.1166693327
804	0.1165031834
805	0.1163309633
806	0.1162150585
807	0.1157936784
808	0.1156259357
809	0.1153952214
810	0.1151740688
811	0.1150802582
812	0.1146261822
813	0.114497922
814	0.11434933
815	0.1141283205
816	0.1139881516
817	0.113830874
818	0.1137225428
819	0.1136360575
820	0.113542873
821	0.1132600603
822	0.1130866318
823	0.112963096
824	0.1126692706
825	0.1123478155
826	0.1119817568
827	0.1117199365
828	0.1115834672
829	0.1114005102
830	0.1112195597
831	0.1110554294
832	0.1108604171
833	0.1107613371
834	0.1106378002
835	0.1105494192
836	0.110416817
837	0.1101744663
838	0.1100051241
839	0.1099106049
840	0.1097758227
841	0.1096371674
842	0.1094156436
843	0.1092614463
844	0.1088905141
845	0.1085088851
846	0.1082322488
847	0.1079907115
848	0.1077631574
849	0.1076420727
850	0.1075479618
851	0.1073036296
852	0.1071913732
853	0.1070235627
854	0.1068773917
855	0.1066372182
856	0.1065842827
857	0.1063612216
858	0.1062431906
859	0.1060058137
860	0.1056599736
861	0.1055068146
862	0.1054245597
863	0.1053277892
864	0.105219047
865	0.10495451
866	0.1047213881
867	0.1045414134
868	0.1043423157
869	0.104167342
870	0.1040388819
871	0.1038621684
872	0.1037246702
873	0.1036377001
874	0.1034598493
875	0.1032044222
876	0.103063014
877	0.1029604886
878	0.1028702971
879	0.1027248066
880	0.1024919607
881	0.102157866
882	0.1019407602
883	0.1018170649
884	0.10167711
885	0.1015086232
886	0.10132504
887	0.1011836652
888	0.1010543979
889	0.100900919
890	0.1007589234
891	0.100568278
892	0.1003982317
893	0.1002873991
894	0.1001391512
895	0.1000512939
896	0.09993114495
897	0.09974015744
898	0.0996245621
899	0.09952038075
900	0.09942272633
901	0.09929692788
902	0.09898709695
903	0.09891066959
904	0.0988591075
905	0.09874359406
906	0.09861708151
907	0.09846154871
908	0.09823336577
909	0.09799070042
910	0.09775578692
911	0.09760316873
912	0.09748922355
913	0.09735058664
914	0.09726282981
915	0.0970593517
916	0.09696062606
917	0.09690018175
918	0.09677658879
919	0.09667912135
920	0.09653238665
921	0.09637619585
922	0.09620094596
923	0.09607606732
924	0.09581790929
925	0.09566953706
926	0.095612753
927	0.09551730415
928	0.09541121773
929	0.09534640772
930	0.0952295603
931	0.09511541712
932	0.09495319574
933	0.09473084324
934	0.09459162375
935	0.09449283669
936	0.09432169108
937	0.09412339764
938	0.0940112532
939	0.09391156011
940	0.09381980553
941	0.09372341077
942	0.0935671451
943	0.09339277403
944	0.09328181506
945	0.09309901627
946	0.09289765211
947	0.09283152071
948	0.09269463739
949	0.09266262869
950	0.09253898547
951	0.09243681616
952	0.09232503779
953	0.09223337443
954	0.09201877675
955	0.09189199235
956	0.09174262498
957	0.09166783472
958	0.09158550753
959	0.09134802843
960	0.09121537247
961	0.09099991749
962	0.09078942297
963	0.09067359286
964	0.09051191715
965	0.09038285669
966	0.09035284995
967	0.09017380909
968	0.0900732469
969	0.08996910517
970	0.08990097652
971	0.08971926557
972	0.08963917453
973	0.0895778803
974	0.08948906882
975	0.08939462765
976	0.08922176031
977	0.0890339502
978	0.08891511078
979	0.08888723475
980	0.08883226519
981	0.08875438067
982	0.08868148844
983	0.08855988255
984	0.08852424044
985	0.08840169375
986	0.0882479607
987	0.08816399611
988	0.08800467392
989	0.0878704061
990	0.08781882411
991	0.08757442517
992	0.08746483819
993	0.0873694819
994	0.08732999855
995	0.08727524239
996	0.08721729222
997	0.08717433883
998	0.08708020868
999	0.08698442831
